,param_initialization,optimizer,qaoa_variant,warm_start,errors,depth,lagrangian_multiplier,amount_shots,max_tol,error_mitigation,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal
271,gaussian,COBYLA,vanilla,False,True,6,2,5000,1e-08,True,True,5,>>graph6<<DxK,631.1007471084595,218,"[1, 1, 1, 1, 1]",5,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.40344913 2.45495783 3.07514859 1.61073935 3.37406894 2.36880261
 3.37587118 1.34213523 3.00763354 1.48289129 3.11352695 1.70897707]",0.3388
272,gaussian,COBYLA,vanilla,False,True,6,2,5000,1e-08,True,True,5,>>graph6<<Dv[,641.5514433383942,223,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.11872882 1.54790715 2.32249024 1.15968053 2.96713611 1.33217495
 3.11520393 2.21086589 4.2385871  2.72554009 3.26165956 1.54861013]",0.17570000000000002
273,gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,5,>>graph6<<DbS,447.3446695804596,156,"[0, 0, 1, 1, 1]",3,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.61035034 1.51863325 2.76602672 1.81258287 3.30272357 2.520663
 3.3395645  1.45315672]",0.0949
274,gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,5,>>graph6<<DxK,426.7674231529236,151,"[1, 0, 1, 0, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.24010437 2.2049064  2.76180214 1.27347536 3.95131196 1.68936105
 2.91207738 2.43121591]",0.4632
275,gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,5,>>graph6<<Dv[,435.31229400634766,148,"[1, 1, 0, 1, 1]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[2.75947058 2.62059658 3.53230286 1.16722465 3.98182856 0.80258557
 4.20794825 2.61069954]",0.1357
276,gaussian,COBYLA,vanilla,False,True,6,2,5000,1e-08,True,True,5,>>graph6<<DbS,607.1003251075745,210,"[0, 0, 0, 1, 1]",2,"[0, 0, 0, 1.0, 1.0]",2.0,"[4.11365713 1.15329854 3.57455914 2.10354587 3.3479223  1.46599452
 2.89263215 2.87867114 3.71992701 1.28001627 2.8269122  2.44376208]",0.3716
277,gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,5,>>graph6<<DbS,243.98806643486023,87,"[0, 0, 1, 1, 1]",3,"[0, 0, 0, 1.0, 1.0]",2.0,[4.17377321 1.79452914 2.61555902 1.24064176],0.1018
278,gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,5,>>graph6<<DxK,239.66272449493408,83,"[0, 1, 0, 1, 1]",3,"[0, 0, 1.0, 1.0, 1.0]",3.0,[2.55380075 1.00580534 3.74109303 1.36183951],0.43320000000000003
279,gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,5,>>graph6<<Dv[,234.21804332733154,82,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,[4.10951749 1.29557797 2.91684315 2.45801375],0.1094
280,gaussian,COBYLA,vanilla,False,True,6,2,5000,1e-08,True,True,5,>>graph6<<DxK,630.1572215557098,215,"[1, 1, 1, 1, 1]",5,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[3.31075835 2.44227512 2.82801744 2.44901179 3.63683451 2.3987134
 3.28846248 1.51929759 3.38942943 1.64664917 3.03737082 1.57638726]",0.2324
281,gaussian,COBYLA,vanilla,False,True,6,2,5000,1e-08,True,True,5,>>graph6<<Dv[,642.7280323505402,217,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[4.74361206 1.64085323 3.27581592 2.54429272 3.03682571 2.88619189
 2.93259404 2.01827897 2.97093367 1.67673838 4.13298533 1.52985469]",0.0398
282,gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,5,>>graph6<<DbS,368.08453130722046,131,"[0, 1, 0, 1, 1]",3,"[0, 0, 0, 1.0, 1.0]",2.0,"[3.21021423 1.59133062 3.16751966 2.49757462 3.46850942 1.52158091
 2.77526308 1.51725981]",0.1668
283,gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,5,>>graph6<<DxK,416.30253744125366,144,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[2.68347748 1.45176626 2.76424952 1.42467416 2.86002033 2.63288916
 2.83366613 2.50850094]",0.41559999999999997
284,gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,5,>>graph6<<Dv[,400.67471265792847,139,"[1, 1, 1, 1, 0]",4,"[0, 0, 1.0, 1.0, 1.0]",3.0,"[2.02115777 1.24147462 2.87724245 1.0043263  2.7265558  1.0152992
 3.48818697 1.53551503]",0.132
