param_initialization,qaoa_variant,optimizer,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,obj_func_evolution,
4,gaussian,vanilla,COBYLA,3,9,DC{,402.70142555236816,39,"[array(-0.2617484), array(-0.10925032), array(-0.12628376), array(0.22608597), array(-0.12604848), array(-0.19135848), array(-0.26247314), array(0.06128249), array(0.64763436), array(-0.36969868), array(-0.17705437), array(-0.20089413), array(-0.03941169), array(-0.25180715), array(0.01443228), array(-0.21140135), array(-0.32924391), array(-0.20310781), array(-0.23658951), array(-0.49267446), array(-0.34967222), array(-0.43880987), array(-0.41034238), array(-0.46922221), array(-0.55228519), array(-0.51719408), array(-0.50460094), array(-0.46148583), array(-0.49213917), array(-0.5066459), array(-0.46566269), array(-0.53146201), array(-0.47320835), array(-0.50106382), array(-0.49937239), array(-0.46765637), array(-0.52946796), array(-0.51534241), array(-0.47530169)]","[0, 0, 0, 0, 1]",3.3768990694203076,"[1.0, 1.0, 1.0, 1.0, 0]",3.376899069420308
5,gaussian,vanilla,COBYLA,3,9,DCw,369.6544826030731,36,"[array(-0.00679716), array(-0.05520115), array(-0.26560114), array(-0.09987493), array(-0.10620273), array(-0.04195112), array(-0.32354625), array(-0.21518918), array(-0.09380211), array(-0.17258047), array(-0.14250151), array(-0.29040034), array(-0.00569466), array(-0.16466833), array(-0.27894688), array(-0.27392251), array(-0.36699909), array(-0.32180061), array(-0.35286333), array(-0.36451868), array(-0.36630423), array(-0.34386566), array(-0.33149809), array(-0.33147162), array(-0.35820269), array(-0.36261832), array(-0.33607522), array(-0.32257432), array(-0.36179784), array(-0.39941737), array(-0.35765614), array(-0.36886767), array(-0.37316337), array(-0.32281728), array(-0.32541149), array(-0.35121176)]","[0, 1, 0, 1, 0]",1.4577688534131958,"[0, 0, 0, 1.0, 1.0]",2.6276092605119445
6,gaussian,vanilla,COBYLA,3,9,D?{,406.98793292045593,40,"[array(-0.36875358), array(0.24502742), array(-0.45115577), array(-0.01434469), array(-0.05942652), array(-0.16007815), array(-0.39320993), array(0.15408224), array(0.19455225), array(-0.28485751), array(-0.45491495), array(-0.45703633), array(-0.48178584), array(-0.44292302), array(-0.50080152), array(-0.45137661), array(-0.47591555), array(-0.52608866), array(-0.50913493), array(-0.48206538), array(-0.5265624), array(-0.54887876), array(-0.52132161), array(-0.5284854), array(-0.48950122), array(-0.57041994), array(-0.5317166), array(-0.52009483), array(-0.53171412), array(-0.5059476), array(-0.53808616), array(-0.54553409), array(-0.52007903), array(-0.56031217), array(-0.55332387), array(-0.5402837), array(-0.50338004), array(-0.51299149), array(-0.53394745), array(-0.54772791)]","[1, 1, 1, 1, 0]",1.796525413204832,"[1.0, 1.0, 1.0, 1.0, 0]",1.796525413204832
7,gaussian,vanilla,COBYLA,3,9,DU{,397.00680780410767,38,"[array(0.37933223), array(-0.25068137), array(-0.27567405), array(-0.00977069), array(0.06574919), array(-0.07175772), array(-0.32199308), array(0.28649442), array(0.41050522), array(-0.33444979), array(-0.1216939), array(-0.29885819), array(-0.19611697), array(-0.32246423), array(-0.30178343), array(-0.11012426), array(-0.36303182), array(-0.3424892), array(-0.2384557), array(-0.32012594), array(-0.32650306), array(-0.32556504), array(-0.37812597), array(-0.27208261), array(-0.33948423), array(-0.32030335), array(-0.33663224), array(-0.2973989), array(-0.35914212), array(-0.27043051), array(-0.38294265), array(-0.31674519), array(-0.33148879), array(-0.32471031), array(-0.35297111), array(-0.31877715), array(-0.33711657), array(-0.29988852)]","[1, 0, 0, 1, 0]",3.0905578201479007,"[0, 0, 1.0, 1.0, 0]",3.2770562504535663
8,gaussian,vanilla,COBYLA,3,9,DF{,392.62529611587524,38,"[array(0.09006114), array(-0.08713757), array(-0.27666667), array(-0.02215778), array(-0.1336266), array(-0.02946769), array(-0.26038351), array(-0.15233756), array(-0.02170529), array(-0.34580279), array(-0.47933911), array(-0.48761326), array(-0.39523054), array(-0.32677006), array(-0.42798447), array(-0.41781876), array(-0.39404548), array(-0.38644148), array(-0.51593889), array(-0.52259871), array(-0.46331249), array(-0.50290534), array(-0.48020113), array(-0.49273767), array(-0.51062314), array(-0.51010905), array(-0.48003875), array(-0.46696838), array(-0.49517358), array(-0.46224341), array(-0.43632609), array(-0.52845626), array(-0.4618825), array(-0.50459394), array(-0.51102709), array(-0.48101697), array(-0.50739276), array(-0.50985143)]","[1, 1, 1, 0, 0]",3.6259733568120702,"[1.0, 1.0, 1.0, 0, 0]",3.6259733568120702
9,gaussian,vanilla,COBYLA,3,9,DEw,364.61564087867737,35,"[array(-0.17590182), array(0.21601778), array(0.11084357), array(-0.15735522), array(-0.43791648), array(-0.11338726), array(-0.42676768), array(0.24853843), array(-0.04087315), array(-0.50885343), array(0.10234408), array(-0.36403125), array(-0.5231497), array(-0.50259091), array(-0.49485772), array(-0.27187617), array(-0.37950311), array(-0.51053284), array(-0.48324185), array(-0.46050096), array(-0.55235463), array(-0.49980759), array(-0.54294114), array(-0.50593692), array(-0.52243705), array(-0.51188218), array(-0.53538846), array(-0.49161504), array(-0.52380096), array(-0.48985352), array(-0.50504258), array(-0.51389196), array(-0.5278761), array(-0.50530486), array(-0.48424151)]","[1, 1, 1, 0, 0]",2.79081227951738,"[1.0, 1.0, 1.0, 0, 0]",2.79081227951738
10,gaussian,vanilla,COBYLA,3,9,D]{,361.3258743286133,35,"[array(-0.03808449), array(0.0003297), array(-0.17056424), array(-0.10103225), array(0.15821537), array(0.05779695), array(0.10688118), array(-0.23337239), array(-0.06147431), array(-0.09392943), array(-0.1410661), array(-0.44883893), array(0.38363234), array(-0.32421164), array(-0.25511343), array(-0.39632888), array(-0.36035623), array(-0.45259116), array(-0.33694212), array(-0.33760115), array(-0.38178733), array(-0.27225224), array(-0.38525785), array(-0.37126332), array(-0.36099497), array(-0.35392032), array(-0.38888656), array(-0.39776878), array(-0.30564357), array(-0.30899168), array(-0.37279865), array(-0.39284486), array(-0.3282729), array(-0.34796905), array(-0.31362322)]","[1, 1, 0, 0, 0]",3.876496582736822,"[1.0, 1.0, 0, 0, 0]",3.876496582736822
11,gaussian,vanilla,COBYLA,3,9,DEk,413.07839918136597,40,"[array(0.07947186), array(-0.31229986), array(-0.24922857), array(0.17574242), array(-0.07591153), array(-0.35183517), array(-0.34328364), array(0.120361), array(0.16196029), array(-0.05462284), array(-0.31133851), array(-0.41863436), array(-0.17856697), array(-0.41859193), array(-0.40719687), array(-0.39262425), array(-0.43104768), array(-0.46875324), array(-0.09610647), array(-0.50604076), array(-0.4437144), array(-0.51184168), array(-0.47379129), array(-0.45719653), array(-0.49746892), array(-0.47532828), array(-0.46991709), array(-0.4589632), array(-0.44714437), array(-0.49236596), array(-0.46870788), array(-0.49614932), array(-0.49821405), array(-0.46770424), array(-0.46706488), array(-0.49266418), array(-0.48382058), array(-0.51748739), array(-0.44451994), array(-0.49047929)]","[0, 1, 1, 0, 0]",1.4478757591333309,"[0, 1.0, 0, 0, 1.0]",2.408056899817945
12,gaussian,vanilla,COBYLA,3,9,D~{,404.7424876689911,39,"[array(0.3508997), array(-0.21251801), array(-0.14139343), array(-0.04448407), array(0.03667641), array(-0.13161734), array(-0.17576156), array(0.48275302), array(0.11591782), array(-0.01794614), array(-0.28224312), array(-0.2444434), array(-0.2944597), array(-0.16897301), array(-0.27121017), array(-0.14768564), array(-0.29559427), array(-0.28825002), array(-0.3075504), array(-0.3193734), array(-0.2771208), array(-0.29133124), array(-0.31966774), array(-0.34354625), array(-0.31341501), array(-0.28232113), array(-0.29385054), array(-0.31684499), array(-0.30744533), array(-0.32555237), array(-0.29503784), array(-0.27598107), array(-0.31975707), array(-0.27069459), array(-0.32734804), array(-0.30911836), array(-0.32834305), array(-0.31085915), array(-0.29271301)]","[1, 1, 0, 0, 0]",3.2969242815046744,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
13,gaussian,vanilla,COBYLA,3,9,DQ{,394.83063292503357,38,"[array(0.0124706), array(-0.15539331), array(-0.15690275), array(-0.02304022), array(0.00465115), array(-0.05395171), array(0.00464109), array(0.18086615), array(0.1763971), array(-0.10075468), array(-0.20103652), array(-0.32704262), array(-0.46589749), array(-0.39556722), array(-0.43551105), array(-0.47552182), array(-0.46453389), array(-0.27962384), array(-0.45245794), array(-0.39245302), array(-0.34318861), array(-0.50067768), array(-0.42415276), array(-0.45570787), array(-0.45696693), array(-0.49422781), array(-0.46400982), array(-0.4581745), array(-0.47335164), array(-0.47895328), array(-0.46064815), array(-0.43178702), array(-0.45452241), array(-0.51015672), array(-0.41004637), array(-0.47306689), array(-0.45755766), array(-0.50955474)]","[0, 0, 1, 0, 1]",2.5641630700197084,"[1.0, 1.0, 0, 1.0, 0]",2.5641630700197084
14,gaussian,vanilla,COBYLA,3,9,DQw,371.25554871559143,36,"[array(0.5082899), array(-0.45413652), array(-0.23115748), array(-0.29087057), array(-0.2765209), array(-0.42683331), array(-0.44983336), array(0.0172266), array(0.42966174), array(-0.46529853), array(-0.37460374), array(-0.23635135), array(-0.50281365), array(-0.47181453), array(-0.44651353), array(-0.52988372), array(-0.58979967), array(-0.56863112), array(-0.51549566), array(-0.52638693), array(-0.55751117), array(-0.52451096), array(-0.51660001), array(-0.49545827), array(-0.55926414), array(-0.55803749), array(-0.53562872), array(-0.52842821), array(-0.55011169), array(-0.51965178), array(-0.54419059), array(-0.54664655), array(-0.5520929), array(-0.57351281), array(-0.5320493), array(-0.55260027)]","[1, 1, 1, 0, 0]",2.1626043644336566,"[1.0, 1.0, 1.0, 0, 0]",2.1626043644336566
15,gaussian,vanilla,COBYLA,3,9,DE{,367.82455372810364,36,"[array(0.22234398), array(-0.32552388), array(-0.04966381), array(-0.10105038), array(-0.11535602), array(-0.12742031), array(-0.32242976), array(0.20455711), array(-0.07838096), array(-0.01089983), array(-0.3654223), array(-0.35907683), array(-0.32291065), array(-0.41223854), array(-0.35926444), array(-0.43362397), array(-0.33187784), array(-0.36474358), array(-0.38982784), array(-0.33250337), array(-0.40039087), array(-0.36984998), array(-0.41898981), array(-0.41804742), array(-0.41460812), array(-0.38980264), array(-0.38798463), array(-0.4037822), array(-0.37323986), array(-0.37309361), array(-0.3954222), array(-0.35183518), array(-0.41719974), array(-0.38351833), array(-0.39660457), array(-0.43780465)]","[0, 0, 0, 1, 1]",2.986385792249842,"[1.0, 1.0, 1.0, 0, 0]",2.986385792249842
16,gaussian,vanilla,COBYLA,3,9,DQo,435.90664196014404,41,"[array(0.40925738), array(-0.53828995), array(0.2086725), array(0.1120171), array(-0.28574486), array(-0.42109014), array(-0.46908883), array(0.32885361), array(0.33319189), array(-0.78446889), array(-0.57210374), array(-0.78504934), array(-0.5237795), array(-0.75207503), array(-0.43654269), array(-0.78422786), array(-0.60989822), array(-0.77857417), array(-0.76466889), array(-0.786841), array(-0.75849509), array(-0.77928955), array(-0.75019519), array(-0.80413049), array(-0.79530049), array(-0.77497387), array(-0.80952055), array(-0.80645782), array(-0.81103712), array(-0.81517177), array(-0.7915317), array(-0.79519534), array(-0.81966028), array(-0.8164351), array(-0.80299964), array(-0.80317872), array(-0.79563741), array(-0.78467937), array(-0.8025476), array(-0.78258179), array(-0.81666194)]","[0, 0, 1, 1, 1]",2.2638996581241804,"[1.0, 1.0, 0, 0, 0]",2.2638996581241804
17,gaussian,vanilla,COBYLA,3,9,D^{,489.83441138267517,46,"[array(0.08560624), array(0.0725078), array(-0.01152696), array(-0.0583029), array(0.26282735), array(-0.13014839), array(-0.12508756), array(-0.05125371), array(-0.01961633), array(-0.02939176), array(0.2194932), array(-0.1099193), array(-0.00258381), array(-0.16044413), array(-0.0327096), array(-0.09472626), array(-0.10410553), array(-0.15818957), array(-0.12931224), array(-0.14086044), array(-0.17248718), array(-0.13151371), array(-0.16931155), array(-0.13126051), array(-0.14289369), array(-0.17266922), array(-0.17069142), array(-0.17688552), array(-0.17472526), array(-0.20318865), array(-0.18970816), array(-0.20016746), array(-0.16473529), array(-0.20237647), array(-0.11096577), array(-0.15534293), array(-0.20528513), array(-0.15594563), array(-0.14933642), array(-0.16641503), array(-0.10347626), array(-0.13186413), array(-0.16133342), array(-0.16468006), array(-0.17035538), array(-0.17829873)]","[1, 0, 1, 0, 0]",3.227030315594529,"[0, 0, 1.0, 0, 1.0]",3.7724088139805696
18,gaussian,vanilla,COBYLA,3,9,DT{,367.17074179649353,34,"[array(0.06149444), array(-0.12062339), array(-0.10209528), array(0.01542333), array(-0.17037392), array(-0.23082631), array(-0.33016882), array(-0.02831493), array(-0.11598136), array(-0.28294899), array(-0.0908799), array(-0.28620705), array(-0.15322926), array(-0.2692401), array(-0.26833607), array(-0.29790263), array(-0.30448968), array(-0.28794593), array(-0.26506537), array(-0.31155914), array(-0.36628236), array(-0.33102057), array(-0.31337262), array(-0.30116835), array(-0.31616578), array(-0.27795349), array(-0.28855597), array(-0.28951307), array(-0.30135361), array(-0.29455793), array(-0.31610191), array(-0.3152746), array(-0.31159121), array(-0.29747455)]","[1, 1, 0, 1, 0]",2.7112687609116657,"[0, 1.0, 1.0, 1.0, 0]",3.1326316820831845
19,gaussian,vanilla,COBYLA,3,9,D]w,359.4510848522186,34,"[array(0.10391924), array(-0.34737759), array(-0.0114604), array(-0.12612756), array(-0.02059571), array(-0.33536955), array(-0.33802723), array(-0.13721921), array(-0.21725206), array(-0.01799285), array(-0.385498), array(-0.30249475), array(-0.34930566), array(-0.2531853), array(-0.37033702), array(-0.37236014), array(-0.33804442), array(-0.32492962), array(-0.41325609), array(-0.42470429), array(-0.42014882), array(-0.40052862), array(-0.4172413), array(-0.39489605), array(-0.40608546), array(-0.41721426), array(-0.37594707), array(-0.41949236), array(-0.42817944), array(-0.42392667), array(-0.41710757), array(-0.42010401), array(-0.41009151), array(-0.39800915)]","[1, 1, 0, 0, 0]",3.5207415415368595,"[0, 0, 1.0, 1.0, 1.0]",3.5207415415368595
20,gaussian,vanilla,COBYLA,3,9,EQyw,331.9824025630951,31,"[array(-0.14326751), array(-0.14653712), array(0.22299525), array(-0.23497383), array(0.10997586), array(-0.36972859), array(-0.15440178), array(0.17738561), array(-0.088357), array(-0.27538398), array(-0.08824047), array(0.17108216), array(-0.14640488), array(-0.33047502), array(-0.33256213), array(-0.32515149), array(-0.34818337), array(-0.3225774), array(-0.31700608), array(-0.34371745), array(-0.32140294), array(-0.35155933), array(-0.35694369), array(-0.32292032), array(-0.34988757), array(-0.28897979), array(-0.30318813), array(-0.33236003), array(-0.34397575), array(-0.31066319), array(-0.38181074)]","[1, 1, 0, 0, 0, 1]",4.432487862987722,"[1.0, 1.0, 0, 0, 0, 1.0]",4.432487862987722
21,gaussian,vanilla,COBYLA,3,9,E?Bw,353.5084812641144,33,"[array(-0.53945328), array(-0.10190885), array(0.25719653), array(0.25792954), array(-0.44632121), array(-0.43731598), array(-0.442506), array(0.00168409), array(0.16718565), array(-0.14584397), array(-0.48356632), array(-0.72897398), array(-0.45531826), array(-0.76331721), array(-0.66225228), array(-0.68455721), array(-0.46116316), array(-0.73315043), array(-0.61010262), array(-0.66154972), array(-0.67207911), array(-0.7102359), array(-0.73439343), array(-0.70517405), array(-0.70087569), array(-0.72081617), array(-0.72952045), array(-0.73398705), array(-0.70960231), array(-0.69005964), array(-0.72670444), array(-0.7196378), array(-0.6854947)]","[1, 0, 1, 0, 0, 1]",2.6144010321452735,"[1.0, 1.0, 1.0, 1.0, 1.0, 0]",2.762376409118102
22,gaussian,vanilla,COBYLA,3,9,EQzO,567.7358617782593,53,"[array(0.54039756), array(-0.20173794), array(0.08243277), array(0.12792072), array(-0.28185038), array(-0.33212487), array(-0.32929725), array(0.02401505), array(-0.30970218), array(-0.32674436), array(0.01769383), array(-0.38213503), array(0.01514371), array(-0.3583946), array(-0.3511934), array(-0.32789625), array(-0.19848478), array(-0.27504905), array(-0.42309119), array(-0.33596741), array(-0.40368693), array(-0.21451633), array(-0.3870922), array(-0.45895011), array(-0.37498004), array(-0.44069159), array(-0.41660479), array(-0.41116413), array(-0.43297422), array(-0.47162658), array(-0.49023022), array(-0.49636169), array(-0.49745794), array(-0.46458436), array(-0.48438898), array(-0.45329914), array(-0.52828664), array(-0.50271292), array(-0.50117143), array(-0.48557349), array(-0.51693211), array(-0.51893542), array(-0.50439153), array(-0.50742045), array(-0.52836131), array(-0.51066976), array(-0.51667814), array(-0.49399313), array(-0.51210923), array(-0.51176358), array(-0.49155511), array(-0.49282819), array(-0.51885837)]","[1, 0, 0, 1, 1, 0]",2.190231209934864,"[0, 1.0, 1.0, 0, 0, 1.0]",2.1902312099348644
23,gaussian,vanilla,COBYLA,3,9,EEzO,444.91264295578003,42,"[array(-0.26779999), array(0.09398653), array(-0.17268935), array(-0.29854287), array(-0.05086795), array(-0.4265758), array(-0.39597554), array(0.60945696), array(0.43328809), array(-0.45602927), array(-0.28945258), array(-0.04107757), array(-0.17900066), array(-0.41347788), array(-0.33756795), array(-0.41696763), array(-0.22965107), array(-0.43695935), array(-0.46570267), array(-0.40146793), array(-0.41207093), array(-0.44923075), array(-0.40331882), array(-0.43417321), array(-0.38350935), array(-0.46282979), array(-0.40240224), array(-0.46948918), array(-0.45180848), array(-0.42783253), array(-0.46215506), array(-0.45380763), array(-0.42659827), array(-0.41640347), array(-0.49366072), array(-0.44676585), array(-0.44207877), array(-0.44076219), array(-0.44784872), array(-0.45978258), array(-0.44012387), array(-0.43815574)]","[1, 1, 1, 1, 0, 0]",3.909640658441659,"[1.0, 1.0, 1.0, 1.0, 0, 0]",3.909640658441659
24,gaussian,vanilla,COBYLA,3,9,ECYW,475.9460389614105,45,"[array(-0.34580627), array(-0.35150443), array(-0.06207503), array(-0.32643905), array(0.01794319), array(0.00687908), array(-0.1698884), array(-0.08899838), array(-0.32771123), array(-0.39621764), array(-0.3693656), array(-0.39889585), array(-0.43219439), array(-0.50992247), array(-0.43383657), array(-0.54460041), array(-0.42475435), array(-0.63098746), array(-0.64768882), array(-0.65188652), array(-0.63342847), array(-0.55036837), array(-0.64416176), array(-0.61496424), array(-0.53132021), array(-0.62314269), array(-0.65557306), array(-0.64202832), array(-0.69132421), array(-0.61223379), array(-0.66550365), array(-0.70768), array(-0.64822095), array(-0.67422007), array(-0.62808282), array(-0.64013013), array(-0.66245975), array(-0.65754428), array(-0.66508384), array(-0.68264507), array(-0.68845739), array(-0.66019396), array(-0.68654402), array(-0.65736524), array(-0.62498573)]","[1, 0, 0, 0, 1, 0]",3.3609846424695475,"[0, 1.0, 1.0, 1.0, 0, 1.0]",3.360984642469548
25,gaussian,vanilla,COBYLA,3,9,ECvo,457.01263523101807,43,"[array(-0.11447725), array(0.23750591), array(-0.05770699), array(-0.01473276), array(-0.0371569), array(-0.24169447), array(-0.28012814), array(0.33220123), array(0.31962787), array(-0.11568932), array(-0.34590742), array(-0.32200633), array(-0.23952218), array(-0.31948486), array(-0.13426604), array(-0.18250488), array(-0.22222425), array(-0.35090308), array(-0.39585711), array(-0.3705887), array(-0.31695281), array(-0.37733827), array(-0.31726385), array(-0.30442369), array(-0.38092569), array(-0.3513378), array(-0.35527869), array(-0.37831594), array(-0.34777753), array(-0.38644183), array(-0.38554818), array(-0.36618062), array(-0.3531233), array(-0.32878129), array(-0.37272559), array(-0.37124051), array(-0.40061154), array(-0.40431139), array(-0.39604654), array(-0.36538099), array(-0.34075119), array(-0.39706232), array(-0.33914209)]","[0, 0, 0, 0, 0, 1]",2.7775605537051975,"[1.0, 1.0, 1.0, 0, 0, 0]",3.4059973213965997
26,gaussian,vanilla,COBYLA,3,9,EC~o,468.62831950187683,44,"[array(0.62824488), array(-0.18303504), array(-0.19937114), array(-0.34528065), array(0.03366817), array(-0.14986874), array(-0.08588482), array(0.41512254), array(-0.10736247), array(-0.25725264), array(-0.27582972), array(-0.05147423), array(-0.3469224), array(-0.29397836), array(-0.17084029), array(-0.37543605), array(-0.4399865), array(-0.3721069), array(-0.34944193), array(-0.44787889), array(-0.43382291), array(-0.41788912), array(-0.51602869), array(-0.48092929), array(-0.50303827), array(-0.53703656), array(-0.44797185), array(-0.54153774), array(-0.51435658), array(-0.53655643), array(-0.58722736), array(-0.51725782), array(-0.53130052), array(-0.55012676), array(-0.55785806), array(-0.53528647), array(-0.52321102), array(-0.46881684), array(-0.53684774), array(-0.56821443), array(-0.56490458), array(-0.55049561), array(-0.52149404), array(-0.51133047)]","[1, 1, 0, 0, 1, 0]",3.720146668084637,"[1.0, 1.0, 1.0, 0, 0, 0]",4.534465996966041
27,gaussian,vanilla,COBYLA,3,9,EQj_,372.1966378688812,35,"[array(0.08213565), array(-0.04536444), array(0.17807492), array(0.29164529), array(-0.15910406), array(-0.24229683), array(-0.21231393), array(0.04649675), array(-0.05885454), array(-0.1003582), array(0.14916609), array(-0.14074934), array(0.17119618), array(-0.24321054), array(-0.24446642), array(-0.20217898), array(-0.27673008), array(-0.21934853), array(-0.23084577), array(-0.13945477), array(-0.22946865), array(-0.24010607), array(-0.18587298), array(-0.23541828), array(-0.20575887), array(-0.2614938), array(-0.25839255), array(-0.27278982), array(-0.233525), array(-0.2429998), array(-0.18545702), array(-0.2073264), array(-0.2467599), array(-0.26098131), array(-0.24248852)]","[1, 0, 0, 1, 1, 1]",2.9221594759222844,"[1.0, 1.0, 1.0, 0, 0, 0]",3.8315272949297934
28,gaussian,vanilla,COBYLA,3,9,EQzo,431.0911946296692,41,"[array(0.03165079), array(-0.03800561), array(0.04705406), array(0.09895723), array(0.07991252), array(-0.05929802), array(-0.0034481), array(-0.09108321), array(0.1469586), array(-0.05673369), array(0.15851341), array(-0.04921811), array(-0.04833973), array(-0.09840819), array(-0.06272363), array(0.02986317), array(-0.00981726), array(-0.0311758), array(-0.04557215), array(-0.09906225), array(-0.02125324), array(-0.02805101), array(-0.01491623), array(-0.09159917), array(-0.06555264), array(-0.09889729), array(-0.05517266), array(-0.11827778), array(-0.09501819), array(-0.10506387), array(-0.0620962), array(-0.07736763), array(-0.08648908), array(-0.11701909), array(-0.07705029), array(-0.04293163), array(-0.07831469), array(-0.08920706), array(-0.1025531), array(-0.07121596), array(-0.05903081)]","[0, 0, 0, 0, 1, 1]",2.8561645478142377,"[1.0, 1.0, 0, 0, 0, 1.0]",3.3615318010765973
29,gaussian,vanilla,COBYLA,3,9,E?ro,383.73832082748413,36,"[array(-0.31163689), array(0.23752719), array(0.30350015), array(-0.12274802), array(-0.18530724), array(-0.27473019), array(-0.31936737), array(-0.24764629), array(-0.21022643), array(-0.41029161), array(-0.22344395), array(-0.41710614), array(-0.47510067), array(-0.44561248), array(-0.06257817), array(-0.27581688), array(-0.11897605), array(-0.38912988), array(-0.3899903), array(-0.46513203), array(-0.47132415), array(-0.39229539), array(-0.42873249), array(-0.42504384), array(-0.4014961), array(-0.47373079), array(-0.3861319), array(-0.42054368), array(-0.42450647), array(-0.43245587), array(-0.41092196), array(-0.44466634), array(-0.4626235), array(-0.47072687), array(-0.44691067), array(-0.41243902)]","[0, 0, 0, 0, 1, 1]",3.3753362251022687,"[1.0, 1.0, 1.0, 1.0, 0, 0]",3.3753362251022687
30,gaussian,vanilla,COBYLA,3,9,EEzg,391.6305480003357,37,"[array(0.2238602), array(-0.48255694), array(-0.1074278), array(-0.01544432), array(-0.10987019), array(-0.45210868), array(-0.50672527), array(0.22969026), array(0.45957219), array(-0.317146), array(-0.23705918), array(-0.4531523), array(-0.36792964), array(-0.48738654), array(-0.49533591), array(-0.48794542), array(-0.39771638), array(-0.45191863), array(-0.47747684), array(-0.44155266), array(-0.48406517), array(-0.47913108), array(-0.47316165), array(-0.46214107), array(-0.50066257), array(-0.48250656), array(-0.50323896), array(-0.46022141), array(-0.4922934), array(-0.47915313), array(-0.44108373), array(-0.47339854), array(-0.48588745), array(-0.5310688), array(-0.51218207), array(-0.44948664), array(-0.48022072)]","[1, 1, 1, 0, 0, 0]",4.047312363092217,"[1.0, 1.0, 1.0, 0, 0, 0]",4.047312363092217
31,gaussian,vanilla,COBYLA,3,9,EEvo,425.0008854866028,40,"[array(0.05836696), array(-0.18465902), array(-0.10458333), array(0.10577158), array(-0.01572329), array(-0.12187243), array(-0.18745808), array(-0.02845645), array(0.3223066), array(-0.10667196), array(-0.31984709), array(-0.08279412), array(-0.2475157), array(0.07316246), array(-0.32472209), array(-0.09786611), array(-0.06843297), array(-0.25133279), array(-0.34040338), array(-0.31369524), array(-0.35347409), array(-0.35332361), array(-0.11382963), array(-0.30289287), array(-0.28430757), array(-0.27413706), array(-0.30941241), array(-0.28102569), array(-0.34698137), array(-0.28746631), array(-0.33385748), array(-0.32488052), array(-0.34852794), array(-0.29883132), array(-0.30592955), array(-0.27793459), array(-0.28403045), array(-0.31831254), array(-0.29890311), array(-0.32236194)]","[1, 1, 0, 0, 0, 1]",3.526776359240181,"[1.0, 1.0, 1.0, 1.0, 0, 0]",4.052653453584332
32,gaussian,vanilla,COBYLA,3,9,EQ~w,372.56853222846985,35,"[array(-0.24386925), array(0.67199467), array(-0.12345866), array(-0.0528284), array(0.07535694), array(-0.29811635), array(-0.24543758), array(0.6660042), array(0.30417449), array(-0.23731178), array(-0.0613469), array(-0.111747), array(-0.0678152), array(-0.22437019), array(-0.14519165), array(-0.32957044), array(-0.24410598), array(-0.26450949), array(-0.29944148), array(-0.19679037), array(-0.3037099), array(-0.28432426), array(-0.21280913), array(-0.27434635), array(-0.26523168), array(-0.27902019), array(-0.21448516), array(-0.25402318), array(-0.25199807), array(-0.19853578), array(-0.32235483), array(-0.28501533), array(-0.26990511), array(-0.22184059), array(-0.2653311)]","[1, 1, 1, 1, 0, 0]",4.454228452592966,"[0, 1.0, 1.0, 0, 0, 1.0]",4.5426744272751645
33,gaussian,vanilla,COBYLA,3,9,EErw,371.53539752960205,35,"[array(0.14959339), array(-0.30705577), array(-0.08317385), array(-0.07599576), array(-0.05890405), array(-0.20722111), array(-0.2494331), array(0.33007786), array(-0.04845405), array(-0.07561511), array(-0.25257776), array(-0.35296137), array(-0.33304726), array(-0.3032164), array(-0.36870837), array(-0.33345945), array(-0.36783159), array(-0.43587462), array(-0.32105574), array(-0.40563719), array(-0.32523342), array(-0.38567809), array(-0.37541463), array(-0.39347604), array(-0.33794739), array(-0.41128335), array(-0.33598226), array(-0.42743205), array(-0.3342081), array(-0.33432631), array(-0.35447912), array(-0.33896731), array(-0.3036624), array(-0.37568324), array(-0.38911613)]","[0, 0, 0, 1, 1, 1]",4.357496331029228,"[1.0, 1.0, 1.0, 0, 0, 0]",4.357496331029228
34,gaussian,vanilla,COBYLA,3,9,EElw,356.78307247161865,34,"[array(0.02751249), array(-0.26264707), array(-0.0280075), array(0.1031562), array(0.04980459), array(-0.24906563), array(-0.2131968), array(0.03062369), array(-0.18775383), array(-0.02178638), array(-0.16673912), array(-0.32634153), array(-0.16868105), array(-0.27393143), array(-0.26533116), array(-0.22637821), array(-0.2019542), array(-0.15576162), array(-0.27773434), array(-0.31484898), array(-0.27717594), array(-0.26713917), array(-0.28255752), array(-0.3081078), array(-0.29332344), array(-0.33437093), array(-0.28724358), array(-0.19721512), array(-0.23634485), array(-0.23706001), array(-0.25705971), array(-0.29472754), array(-0.28416096), array(-0.22687921)]","[1, 1, 1, 0, 1, 0]",4.320739614194345,"[1.0, 1.0, 0, 0, 0, 1.0]",4.362207498705146
