param_initialization,qaoa_variant,optimizer,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,obj_func_evolution,
94,gaussian,vanilla,COBYLA,3,9,HCdbFNf,823.7709171772003,40,"[array(-0.14437697), array(0.14537177), array(-0.25891982), array(-0.04792283), array(0.08853425), array(0.16629098), array(-0.2155908), array(-0.35793048), array(0.47844107), array(0.56063094), array(0.0358698), array(-0.39242923), array(-0.1984229), array(-0.36105679), array(0.27327596), array(-0.57827136), array(-0.52989886), array(-0.67413049), array(-0.64308317), array(-0.66108801), array(-0.56684493), array(-0.69122123), array(-0.62003369), array(-0.72214999), array(-0.819617), array(-0.5536929), array(-0.66682939), array(-0.69175593), array(-0.58804145), array(-0.72945046), array(-0.77980512), array(-0.62776105), array(-0.666772), array(-0.69489461), array(-0.67950309), array(-0.6648185), array(-0.64553877), array(-0.63701044), array(-0.55111111), array(-0.64614701)]","[0, 0, 0, 1, 1, 1, 1, 1, 0]",7.912017648305675,"[0, 1.0, 1.0, 1.0, 1.0, 0, 0, 1.0, 1.0]",8.618099618340064
95,gaussian,vanilla,COBYLA,3,9,H?`fffj,347.22719502449036,36,"[array(0.2754454), array(-0.23176227), array(-0.00733116), array(-0.10603973), array(-0.04530379), array(-0.14942579), array(-0.16325966), array(0.14794371), array(0.07728635), array(-0.1384), array(-0.15489038), array(-0.32831244), array(-0.29587112), array(-0.34149527), array(-0.29694943), array(-0.33280932), array(-0.30593144), array(-0.38718047), array(-0.30821948), array(-0.34704238), array(-0.37397737), array(-0.33135018), array(-0.30516321), array(-0.35294563), array(-0.36605034), array(-0.28832438), array(-0.26417512), array(-0.3195691), array(-0.38189838), array(-0.32702452), array(-0.37737961), array(-0.3324283), array(-0.36464414), array(-0.3531314), array(-0.29107699), array(-0.34024267)]","[0, 0, 0, 1, 0, 1, 0, 1, 1]",6.038516974830664,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0]",6.532236701606372
96,gaussian,vanilla,COBYLA,3,9,H?ovfz{,358.00281500816345,39,"[array(0.17331196), array(-0.11614363), array(-0.01456504), array(-0.01147401), array(0.06079463), array(-0.14464625), array(-0.22653034), array(0.16512833), array(0.36575462), array(-0.08458747), array(-0.13748653), array(-0.08704117), array(0.07819656), array(-0.24026663), array(-0.26185378), array(-0.19952893), array(-0.15768274), array(-0.18143424), array(-0.13492113), array(-0.17133706), array(-0.21769042), array(-0.15738162), array(-0.26405491), array(-0.21152403), array(-0.21694084), array(-0.20735456), array(-0.20767755), array(-0.27047875), array(-0.17402439), array(-0.2393202), array(-0.21146551), array(-0.24819976), array(-0.16773022), array(-0.2856667), array(-0.19746935), array(-0.19766698), array(-0.21170798), array(-0.25713472), array(-0.23394113)]","[1, 1, 1, 1, 0, 1, 0, 0, 0]",8.36843075048951,"[1.0, 1.0, 1.0, 1.0, 0, 1.0, 0, 0, 0]",8.36843075048951
97,gaussian,vanilla,COBYLA,3,9,HCrM\^~,296.95632147789,30,"[array(0.03583039), array(-0.03123973), array(-0.03518663), array(0.0021952), array(-0.13999713), array(-0.10639711), array(-0.0689597), array(0.06299684), array(-0.05986191), array(0.09493901), array(0.04521607), array(-0.05132679), array(-0.10541634), array(-0.10123992), array(-0.10611648), array(-0.11588378), array(-0.11025573), array(-0.09210398), array(-0.11055037), array(-0.09519643), array(-0.03874904), array(-0.08019741), array(-0.12685251), array(-0.08647839), array(-0.113399), array(-0.08151156), array(-0.11118524), array(0.05459553), array(-0.06949396), array(-0.0823589)]","[1, 1, 0, 1, 0, 1, 0, 1, 0]",7.409007297929002,"[0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",9.397804657366132
98,gaussian,vanilla,COBYLA,3,9,H?`fNrt,300.3138062953949,37,"[array(0.05781982), array(-0.23965204), array(-0.05675512), array(-0.15846621), array(-0.14841566), array(-0.33950187), array(-0.2662163), array(0.09977218), array(0.21462729), array(-0.1354926), array(-0.31716216), array(-0.15224401), array(-0.21311082), array(-0.20339155), array(-0.3049712), array(-0.31135132), array(-0.28027307), array(-0.17659928), array(-0.34569108), array(-0.25982983), array(-0.26110337), array(-0.3357429), array(-0.2661423), array(-0.3331976), array(-0.26749691), array(-0.32826591), array(-0.28254412), array(-0.31444664), array(-0.34751463), array(-0.33793779), array(-0.34550415), array(-0.35483709), array(-0.31443378), array(-0.31544723), array(-0.32520114), array(-0.25945941), array(-0.29737407)]","[1, 0, 1, 1, 0, 1, 0, 1, 0]",6.70021996388731,"[0, 0, 0, 0, 0, 0, 1.0, 1.0, 1.0]",6.784150497834054
99,gaussian,vanilla,COBYLA,3,9,H?o~FB~,238.46865391731262,37,"[array(-0.13442241), array(-0.0394104), array(-0.07737575), array(-0.15964017), array(-0.00468186), array(-0.12136535), array(-0.20607136), array(-0.1803229), array(0.11952895), array(-0.16243927), array(-0.02911997), array(-0.17333175), array(-0.0886264), array(-0.04629853), array(-0.07950839), array(-0.24552253), array(-0.10637656), array(-0.15493662), array(-0.28463146), array(-0.11571667), array(-0.2038034), array(-0.20391279), array(-0.23539337), array(-0.15783619), array(-0.09903125), array(-0.19349056), array(-0.21900963), array(-0.23361314), array(-0.14806283), array(-0.20579988), array(-0.21124959), array(-0.26050641), array(-0.22129251), array(-0.22782405), array(-0.2417181), array(-0.19695841), array(-0.18638145)]","[1, 1, 0, 1, 1, 1, 0, 1, 0]",6.1908175823530005,"[0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0]",8.466571687859474
0,gaussian,vanilla,COBYQA,3,9,DFw,477.88328742980957,45,"[array(0.15244114), array(-0.34212594), array(0.00193966), array(0.10087399), array(-0.04144492), array(0.04499235), array(0.10538003), array(0.2720802), array(-0.05882205), array(0.16124645), array(0.20592087), array(0.21038921), array(0.06711559), array(0.37641909), array(-0.32863139), array(-0.42374657), array(-0.27371014), array(-0.36774571), array(-0.43096382), array(-0.47595703), array(-0.47029796), array(-0.43739477), array(-0.52038609), array(-0.46334715), array(-0.40972339), array(-0.50336209), array(-0.41164392), array(-0.50501478), array(-0.49240243), array(-0.50504928), array(-0.44779052), array(-0.49636983), array(-0.49759168), array(-0.49600554), array(-0.50247134), array(-0.47277425), array(-0.45223948), array(-0.51402021), array(-0.51337643), array(-0.46744462), array(-0.47442815), array(-0.48435165), array(-0.48005368), array(-0.47931457), array(-0.48341315)]","[0, 0, 1, 0, 1]",2.364654259483993,"[1.0, 1.0, 1.0, 0, 0]",3.3806223225650873
1,gaussian,vanilla,COBYQA,3,9,DUw,481.1106369495392,45,"[array(0.47958142), array(-0.32476654), array(-0.03379322), array(0.05932114), array(0.153563), array(0.36485764), array(0.50059424), array(-0.14633445), array(0.15460777), array(0.03972521), array(0.41923128), array(0.4232556), array(0.3473653), array(0.11131279), array(0.06522505), array(-0.51488854), array(-0.54726646), array(-0.54350501), array(-0.47849842), array(-0.51577384), array(-0.50605532), array(-0.51448347), array(-0.46830081), array(-0.54421337), array(-0.43703495), array(-0.5268171), array(-0.46442561), array(-0.49198359), array(-0.54741409), array(-0.57675433), array(-0.49667878), array(-0.52201669), array(-0.54243223), array(-0.51770196), array(-0.53378553), array(-0.54156956), array(-0.52800702), array(-0.54642431), array(-0.51531097), array(-0.53189669), array(-0.53447942), array(-0.51232855), array(-0.54347801), array(-0.5452002), array(-0.5156418)]","[0, 0, 1, 1, 1]",2.854180201430194,"[1.0, 1.0, 0, 0, 0]",2.8541802014301934
2,gaussian,vanilla,COBYQA,3,9,DV{,711.2749450206757,66,"[array(0.05998096), array(-0.13632361), array(-0.01027667), array(-0.107286), array(-0.05537677), array(0.01948638), array(0.0413236), array(0.24245087), array(-0.00749895), array(-0.00930526), array(-0.0378574), array(0.00237545), array(-0.02093976), array(0.10951546), array(-0.0848984), array(-0.08829917), array(-0.05340971), array(-0.09088524), array(-0.11962967), array(-0.11422746), array(-0.19477689), array(-0.24038882), array(-0.2477594), array(-0.22555279), array(-0.21202285), array(-0.16800681), array(-0.2122475), array(-0.22936853), array(-0.26308761), array(-0.29298498), array(-0.3250481), array(-0.3053945), array(-0.30415908), array(-0.33026836), array(-0.29148215), array(-0.27789902), array(-0.33549576), array(-0.38188679), array(-0.3264789), array(-0.3548748), array(-0.38612318), array(-0.30264607), array(-0.3712599), array(-0.31880275), array(-0.29388637), array(-0.31108675), array(-0.36147732), array(-0.34265819), array(-0.33543966), array(-0.32516617), array(-0.3643612), array(-0.35867348), array(-0.35031842), array(-0.36508998), array(-0.30050275), array(-0.37394436), array(-0.31393767), array(-0.36228846), array(-0.3125302), array(-0.35277171), array(-0.35231932), array(-0.35890571), array(-0.30669844), array(-0.37423031), array(-0.3605559), array(-0.32459435)]","[1, 1, 0, 0, 0]",2.1698107728157328,"[1.0, 1.0, 0, 0, 0]",2.1698107728157328
3,gaussian,vanilla,COBYQA,3,9,DUW,478.836642742157,45,"[array(-0.14387593), array(0.42161033), array(-0.44225371), array(0.00186954), array(0.14373473), array(-0.20533053), array(-0.16408646), array(0.31692899), array(-0.05299896), array(0.04012085), array(-0.31136466), array(-0.2460916), array(-0.19386109), array(-0.01956686), array(-0.34145979), array(-0.26805878), array(-0.41957022), array(-0.42861559), array(-0.43233011), array(-0.38688677), array(-0.44685191), array(-0.44805829), array(-0.48685911), array(-0.46459855), array(-0.47644739), array(-0.46390819), array(-0.44161717), array(-0.42829609), array(-0.49031746), array(-0.47926209), array(-0.45081158), array(-0.41105384), array(-0.46330704), array(-0.42221949), array(-0.45080662), array(-0.45290677), array(-0.41515566), array(-0.43943249), array(-0.45347826), array(-0.42425656), array(-0.46718233), array(-0.46169493), array(-0.46861411), array(-0.47054903), array(-0.43729668)]","[1, 1, 0, 0, 1]",2.3896421367549214,"[1.0, 1.0, 0, 0, 1.0]",2.3896421367549214
4,gaussian,vanilla,COBYQA,3,9,DC{,680.6282813549042,63,"[array(0.39541622), array(-0.46000924), array(-0.07456501), array(0.27607252), array(0.36822025), array(0.46343758), array(0.43833153), array(0.05502677), array(-0.12022407), array(-0.05079411), array(0.1347557), array(0.14185724), array(0.42605655), array(0.25891417), array(-0.75609158), array(-0.22869698), array(-0.65647117), array(-0.62126745), array(-0.75954035), array(-0.59771929), array(-0.69363901), array(-0.67402385), array(-0.69443713), array(-0.76493498), array(-0.72856179), array(-0.68275281), array(-0.75282607), array(-0.74881288), array(-0.76866509), array(-0.75212303), array(-0.7646639), array(-0.78995962), array(-0.79107816), array(-0.77356022), array(-0.72874146), array(-0.83162876), array(-0.84667376), array(-0.81135871), array(-0.75215849), array(-0.68627321), array(-0.81802639), array(-0.82750255), array(-0.81763437), array(-0.7911379), array(-0.79954019), array(-0.87482886), array(-0.75434616), array(-0.7941175), array(-0.87313661), array(-0.8901544), array(-0.84830233), array(-0.867033), array(-0.84215054), array(-0.82515389), array(-0.87732104), array(-0.84490049), array(-0.86261722), array(-0.87684709), array(-0.86040176), array(-0.81515348), array(-0.83899768), array(-0.85932716), array(-0.8791785)]","[1, 1, 1, 1, 0]",3.3768990694203076,"[1.0, 1.0, 1.0, 1.0, 0]",3.376899069420308
5,gaussian,vanilla,COBYQA,3,9,DCw,684.4165751934052,64,"[array(0.34620578), array(-0.18624436), array(0.07956545), array(-0.03412966), array(0.19304314), array(0.18517386), array(0.30944359), array(-0.1781305), array(0.30055338), array(-0.05930084), array(0.25568725), array(0.00401885), array(0.31100035), array(-0.02519181), array(0.11382903), array(-0.07829297), array(-0.00753358), array(-0.16525026), array(-0.21603347), array(-0.3061401), array(-0.38053199), array(-0.27136704), array(-0.36069891), array(-0.3776365), array(-0.40045447), array(-0.39063457), array(-0.42825542), array(-0.46866252), array(-0.46651553), array(-0.39766223), array(-0.48186066), array(-0.48759836), array(-0.49237993), array(-0.59460062), array(-0.60418687), array(-0.6233193), array(-0.63729621), array(-0.6372712), array(-0.65543351), array(-0.5806954), array(-0.60676383), array(-0.62618077), array(-0.61719392), array(-0.653154), array(-0.63390937), array(-0.65571491), array(-0.6451968), array(-0.65668507), array(-0.65006882), array(-0.63855239), array(-0.60117453), array(-0.62110308), array(-0.61729285), array(-0.63665812), array(-0.62861764), array(-0.6244332), array(-0.67085428), array(-0.63577147), array(-0.66093823), array(-0.59886048), array(-0.65601787), array(-0.64275774), array(-0.63583728), array(-0.66843858)]","[1, 1, 1, 0, 0]",2.627609260511944,"[0, 0, 0, 1.0, 1.0]",2.6276092605119445
6,gaussian,vanilla,COBYQA,3,9,D?{,561.0574862957001,52,"[array(0.48757383), array(-0.0135838), array(0.47461758), array(0.06653085), array(0.24985315), array(0.20849966), array(0.22326969), array(0.02303114), array(0.50247366), array(0.18929116), array(0.27165521), array(0.42823825), array(0.46336104), array(0.14034506), array(-0.01363432), array(0.00268341), array(-0.26440325), array(-0.29720357), array(-0.24654447), array(-0.31185118), array(-0.31294018), array(-0.34859737), array(-0.35082766), array(-0.41664818), array(-0.46126045), array(-0.48735283), array(-0.45848823), array(-0.4524137), array(-0.43083394), array(-0.445611), array(-0.36486171), array(-0.4238633), array(-0.41776639), array(-0.41871551), array(-0.44920007), array(-0.43047123), array(-0.43387103), array(-0.4442212), array(-0.42847198), array(-0.45191315), array(-0.42760524), array(-0.46608783), array(-0.45754582), array(-0.44649353), array(-0.45910724), array(-0.47024573), array(-0.43006792), array(-0.45259674), array(-0.46618289), array(-0.44762359), array(-0.42399368), array(-0.43537277)]","[1, 0, 0, 1, 1]",1.6116821445995553,"[1.0, 1.0, 1.0, 1.0, 0]",1.796525413204832
7,gaussian,vanilla,COBYQA,3,9,DU{,566.8680241107941,53,"[array(0.16617177), array(0.0285338), array(-0.10035403), array(0.16041726), array(-0.12449298), array(0.0445233), array(0.14444487), array(0.26895313), array(0.0529971), array(-0.11655236), array(0.16007697), array(0.17155465), array(0.06900564), array(-0.09526183), array(-0.21726882), array(0.04745269), array(-0.11851556), array(-0.18640397), array(-0.17021822), array(-0.21696116), array(-0.22537175), array(-0.24370158), array(-0.25891851), array(-0.21163189), array(-0.22970768), array(-0.1983792), array(-0.1979881), array(-0.19432869), array(-0.2144092), array(-0.24476016), array(-0.21234851), array(-0.26335416), array(-0.20651879), array(-0.22475494), array(-0.20241711), array(-0.26756965), array(-0.23309037), array(-0.25053126), array(-0.2496983), array(-0.27919006), array(-0.24940526), array(-0.2244795), array(-0.24885944), array(-0.21594006), array(-0.25657694), array(-0.28398141), array(-0.23406777), array(-0.19847222), array(-0.21655974), array(-0.26786525), array(-0.25053707), array(-0.18156621), array(-0.19982957)]","[0, 1, 0, 0, 1]",2.8266443094277283,"[0, 0, 1.0, 1.0, 0]",3.2770562504535663
8,gaussian,vanilla,COBYQA,3,9,DF{,523.2658641338348,49,"[array(0.04463065), array(-0.20584267), array(0.02838388), array(0.15687435), array(-0.146505), array(-0.07065484), array(-0.11126815), array(0.28804187), array(0.06619152), array(0.12807884), array(0.20857709), array(0.19616178), array(0.21217575), array(0.00314073), array(-0.26192685), array(0.33316551), array(-0.2862358), array(-0.24042887), array(-0.06674952), array(-0.30772564), array(-0.24490812), array(-0.46709302), array(-0.61011798), array(-0.54670062), array(-0.4595529), array(-0.53478341), array(-0.51752143), array(-0.50594248), array(-0.46646231), array(-0.56147874), array(-0.59147254), array(-0.59761148), array(-0.48843756), array(-0.54230481), array(-0.55947221), array(-0.5089225), array(-0.52098614), array(-0.53665911), array(-0.5462066), array(-0.51405158), array(-0.53510486), array(-0.54668992), array(-0.56208118), array(-0.52193752), array(-0.5235691), array(-0.5365309), array(-0.55716853), array(-0.54349918), array(-0.5752574)]","[1, 1, 1, 0, 0]",3.6259733568120702,"[1.0, 1.0, 1.0, 0, 0]",3.6259733568120702
9,gaussian,vanilla,COBYQA,3,9,DEw,470.3459610939026,45,"[array(-0.33298409), array(0.02934697), array(-0.07388679), array(0.07042776), array(0.02178181), array(-0.25742322), array(-0.16404763), array(0.41277567), array(0.10742838), array(0.11993484), array(-0.2609022), array(-0.1919347), array(-0.32157288), array(-0.12416556), array(-0.03741286), array(0.01608361), array(-0.42781975), array(-0.32663138), array(-0.30630867), array(-0.29254281), array(-0.34722021), array(-0.40150574), array(-0.26754346), array(-0.35738945), array(-0.35829425), array(-0.28656245), array(-0.35812972), array(-0.38655733), array(-0.3237882), array(-0.39099713), array(-0.36621189), array(-0.38128067), array(-0.39939072), array(-0.37734949), array(-0.33810915), array(-0.35047221), array(-0.35857652), array(-0.36593), array(-0.37661996), array(-0.37990663), array(-0.3819341), array(-0.36037863), array(-0.39682939), array(-0.41509221), array(-0.35449043)]","[0, 0, 0, 1, 1]",2.79081227951738,"[1.0, 1.0, 1.0, 0, 0]",2.79081227951738
10,gaussian,vanilla,COBYQA,3,9,D]{,682.8980748653412,64,"[array(0.03050807), array(0.02633717), array(-0.07126147), array(0.29911518), array(0.08271545), array(0.14407404), array(0.09760298), array(0.30774666), array(-0.01634111), array(0.33067985), array(0.08304008), array(0.05445223), array(0.02834824), array(0.22439922), array(-0.08907936), array(0.02528671), array(-0.01335546), array(0.11494424), array(-0.06600595), array(-0.12871302), array(-0.15796587), array(-0.1693197), array(-0.03934965), array(-0.12190984), array(-0.09546696), array(-0.15159533), array(-0.06452161), array(-0.06112355), array(-0.21201436), array(-0.22644785), array(-0.24974571), array(-0.17960394), array(-0.21251849), array(-0.29639875), array(-0.35256847), array(-0.27594275), array(-0.31270593), array(-0.39703931), array(-0.28519044), array(-0.26051586), array(-0.38403144), array(-0.29378836), array(-0.37567531), array(-0.32301357), array(-0.31034536), array(-0.21852256), array(-0.34859828), array(-0.29588031), array(-0.35875038), array(-0.34759542), array(-0.31195058), array(-0.37660645), array(-0.33249427), array(-0.29536088), array(-0.30921773), array(-0.31089097), array(-0.33685177), array(-0.36783033), array(-0.34739193), array(-0.31106411), array(-0.33123732), array(-0.33343151), array(-0.31989822), array(-0.27505673)]","[1, 1, 0, 0, 0]",3.876496582736822,"[1.0, 1.0, 0, 0, 0]",3.876496582736822
11,gaussian,vanilla,COBYQA,3,9,DEk,590.200756072998,55,"[array(-0.27650029), array(-0.35052838), array(0.11457579), array(0.01945504), array(0.04854567), array(0.00971987), array(-0.26096034), array(0.11233591), array(0.01280621), array(-0.17549712), array(-0.06458616), array(-0.1247984), array(-0.27990101), array(0.10296822), array(-0.46344175), array(-0.40434903), array(-0.45961024), array(-0.40525063), array(-0.44557181), array(-0.44487929), array(-0.39782954), array(-0.43617529), array(-0.4513085), array(-0.42232431), array(-0.37497427), array(-0.47162211), array(-0.47658769), array(-0.51043954), array(-0.47386851), array(-0.46210197), array(-0.5095518), array(-0.50010333), array(-0.48092611), array(-0.46547513), array(-0.49743504), array(-0.47550126), array(-0.48550962), array(-0.50332903), array(-0.47676455), array(-0.54532279), array(-0.52168623), array(-0.55550544), array(-0.50172728), array(-0.4766205), array(-0.52224862), array(-0.50619112), array(-0.52021724), array(-0.55139372), array(-0.47925231), array(-0.50497362), array(-0.50963061), array(-0.50878539), array(-0.47625619), array(-0.52523646), array(-0.52776262)]","[0, 1, 0, 0, 1]",2.408056899817945,"[0, 1.0, 0, 0, 1.0]",2.408056899817945
12,gaussian,vanilla,COBYQA,3,9,D~{,589.4931480884552,54,"[array(0.01619705), array(-7.80276641e-05), array(0.22885854), array(0.22611295), array(0.27678049), array(0.44922059), array(-0.00115261), array(0.26987692), array(0.06117705), array(0.05651841), array(-0.06127635), array(0.08868998), array(-0.00945654), array(0.19723265), array(0.00254042), array(0.123922), array(-0.00578492), array(-0.06226736), array(-0.03872137), array(-0.0598401), array(-0.04894244), array(-0.06847017), array(-0.0174545), array(-0.03920475), array(-0.07307669), array(-0.09331358), array(-0.02016453), array(-0.03796998), array(-0.08864393), array(-0.0344182), array(-0.0823102), array(-0.10306565), array(-0.11638087), array(-0.06446635), array(-0.09901862), array(-0.08386186), array(-0.11301077), array(-0.07557598), array(-0.17600448), array(-0.13686258), array(-0.14671707), array(-0.10656805), array(-0.06323502), array(-0.13920541), array(-0.10649862), array(-0.12839934), array(-0.1143036), array(-0.09009769), array(-0.0986326), array(-0.05466484), array(-0.11644051), array(-0.07514864), array(-0.1457116), array(-0.11848219)]","[0, 1, 1, 1, 0]",3.6675854367021086,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
13,gaussian,vanilla,COBYQA,3,9,DQ{,571.455406665802,53,"[array(0.19453214), array(-0.22447274), array(-0.05676223), array(0.10486967), array(0.00718643), array(0.05038152), array(0.0626197), array(0.29898827), array(0.03324649), array(-0.03983183), array(0.09734553), array(0.11869764), array(0.17309467), array(0.59465906), array(0.0902015), array(-0.04115606), array(-0.4225254), array(-0.31413569), array(-0.44513553), array(-0.39733125), array(-0.40120409), array(-0.38571779), array(-0.27778625), array(-0.45055684), array(-0.48627057), array(-0.49087912), array(-0.45641653), array(-0.4526432), array(-0.42756584), array(-0.48596847), array(-0.46853578), array(-0.54536816), array(-0.48796125), array(-0.5652507), array(-0.49737622), array(-0.53347981), array(-0.50590248), array(-0.49722329), array(-0.50342882), array(-0.50705179), array(-0.52891721), array(-0.52639061), array(-0.52413324), array(-0.5291429), array(-0.50887506), array(-0.5458699), array(-0.51010696), array(-0.52290597), array(-0.55287516), array(-0.50827638), array(-0.49408675), array(-0.53728282), array(-0.52933226)]","[1, 1, 0, 1, 0]",2.5641630700197084,"[1.0, 1.0, 0, 1.0, 0]",2.5641630700197084
14,gaussian,vanilla,COBYQA,3,9,DQw,663.3487589359283,62,"[array(-0.05416058), array(-0.39181128), array(-0.14052904), array(0.1881442), array(-0.14325741), array(-0.09169161), array(-0.0789292), array(0.2571254), array(-0.20180082), array(-0.02193928), array(-0.04545762), array(0.00329981), array(-0.02864288), array(0.50743557), array(-0.06604402), array(-0.17631306), array(-0.40695038), array(-0.40637343), array(-0.43364575), array(-0.3848367), array(-0.38096411), array(-0.40444269), array(-0.45000321), array(-0.48198312), array(-0.44836082), array(-0.46376071), array(-0.41012594), array(-0.48225541), array(-0.4495761), array(-0.44145389), array(-0.43704979), array(-0.50349918), array(-0.49500925), array(-0.51039057), array(-0.4678551), array(-0.49003301), array(-0.49194552), array(-0.48279549), array(-0.51973571), array(-0.48108499), array(-0.48476698), array(-0.47275549), array(-0.50015098), array(-0.45694332), array(-0.48379843), array(-0.45383509), array(-0.50804463), array(-0.51028241), array(-0.4623), array(-0.51712566), array(-0.49420112), array(-0.51103737), array(-0.52656224), array(-0.48085127), array(-0.52138734), array(-0.4777682), array(-0.51233956), array(-0.49855928), array(-0.48524113), array(-0.4733254), array(-0.47891022), array(-0.51290645)]","[0, 1, 1, 0, 0]",2.1394100541664534,"[1.0, 1.0, 1.0, 0, 0]",2.1626043644336566
15,gaussian,vanilla,COBYQA,3,9,DE{,858.2961258888245,80,"[array(-0.01705828), array(-0.05806098), array(0.11392167), array(-0.10088896), array(0.24053341), array(0.18670812), array(0.02555529), array(0.33906007), array(0.20244626), array(0.04574166), array(-0.07362934), array(-0.0456304), array(-0.02984628), array(0.43497068), array(0.14702727), array(-0.00611839), array(-0.12180348), array(-0.0745902), array(-0.07889264), array(-0.16136457), array(-0.16953127), array(-0.17615217), array(-0.16797495), array(-0.14209739), array(-0.16503335), array(-0.23412103), array(-0.20363056), array(-0.25988815), array(-0.15171332), array(-0.23750715), array(-0.25116601), array(-0.22544656), array(-0.20837878), array(-0.21092325), array(-0.24855201), array(-0.16992702), array(-0.29343336), array(-0.34185775), array(-0.34147361), array(-0.30340883), array(-0.32326757), array(-0.30608627), array(-0.34886961), array(-0.33993393), array(-0.27129872), array(-0.3321676), array(-0.36346304), array(-0.36003317), array(-0.3422924), array(-0.39037595), array(-0.31508036), array(-0.44619366), array(-0.44070063), array(-0.44502615), array(-0.43733215), array(-0.44858404), array(-0.46567473), array(-0.43489173), array(-0.4143871), array(-0.40533247), array(-0.45241739), array(-0.47197244), array(-0.45232574), array(-0.41069914), array(-0.44312217), array(-0.42187491), array(-0.4581926), array(-0.43478802), array(-0.46206268), array(-0.43362359), array(-0.46900723), array(-0.47381308), array(-0.45963484), array(-0.42875214), array(-0.44107736), array(-0.40710092), array(-0.47875686), array(-0.45467435), array(-0.50302236), array(-0.44592666)]","[1, 1, 1, 0, 0]",2.986385792249842,"[1.0, 1.0, 1.0, 0, 0]",2.986385792249842
16,gaussian,vanilla,COBYQA,3,9,DQo,699.5406956672668,64,"[array(-0.33891489), array(-0.05675274), array(-0.02416054), array(0.03331656), array(-0.06688985), array(-0.13562806), array(-0.12662975), array(0.50877349), array(-0.22524128), array(0.10466793), array(-0.45526741), array(-0.46663261), array(-0.48472748), array(0.3410089), array(-0.30071458), array(0.0093844), array(-0.41712129), array(-0.43674424), array(-0.50591742), array(-0.52070035), array(-0.52992963), array(-0.52318433), array(-0.56958691), array(-0.52758375), array(-0.47169891), array(-0.5800156), array(-0.58810724), array(-0.56958927), array(-0.64701897), array(-0.58441619), array(-0.64161492), array(-0.62954917), array(-0.60846915), array(-0.64207283), array(-0.62116987), array(-0.65444496), array(-0.6799817), array(-0.75210878), array(-0.73263077), array(-0.66286339), array(-0.74595603), array(-0.72490562), array(-0.74985735), array(-0.72314878), array(-0.72869777), array(-0.70674965), array(-0.70771518), array(-0.73260709), array(-0.72305602), array(-0.72388924), array(-0.72658739), array(-0.72498694), array(-0.74416544), array(-0.72038713), array(-0.73071779), array(-0.71932943), array(-0.72168984), array(-0.73929718), array(-0.72054288), array(-0.73636771), array(-0.71137779), array(-0.70074964), array(-0.73802633), array(-0.71253755)]","[0, 0, 1, 1, 1]",2.2638996581241804,"[1.0, 1.0, 0, 0, 0]",2.2638996581241804
17,gaussian,vanilla,COBYQA,3,9,D^{,524.830986738205,48,"[array(0.34481791), array(-0.17181483), array(-0.14555927), array(-0.07789084), array(-0.05932271), array(0.19996202), array(0.36929001), array(0.5187608), array(0.04021168), array(0.02924849), array(0.44170264), array(0.17485641), array(0.20884204), array(0.39391377), array(0.05765852), array(-0.09699114), array(-0.16189933), array(-0.09363819), array(-0.18853073), array(-0.22443185), array(-0.23141947), array(-0.17845134), array(-0.15270779), array(-0.18247208), array(-0.16808781), array(-0.1359309), array(-0.16744986), array(-0.22538737), array(-0.20374232), array(-0.26537817), array(-0.20359829), array(-0.15689675), array(-0.25669991), array(-0.19891157), array(-0.20269528), array(-0.19339827), array(-0.21727196), array(-0.25331692), array(-0.19897452), array(-0.18778948), array(-0.20687696), array(-0.2158015), array(-0.16532424), array(-0.22940294), array(-0.14663286), array(-0.21738591), array(-0.23717668), array(-0.16316211)]","[0, 0, 0, 1, 1]",3.3942521093984874,"[0, 0, 1.0, 0, 1.0]",3.7724088139805696
18,gaussian,vanilla,COBYQA,3,9,DT{,581.1187555789948,53,"[array(0.07695635), array(-0.06267625), array(-0.02250582), array(0.13468979), array(0.08256453), array(0.08042266), array(0.11287082), array(0.31908139), array(-0.15093444), array(-0.05620056), array(-0.23991097), array(-0.26533923), array(-0.24308044), array(0.33129652), array(-0.15503552), array(-0.13452853), array(-0.31328767), array(-0.31164438), array(-0.32078464), array(-0.39338228), array(-0.40326165), array(-0.31738058), array(-0.38851208), array(-0.33995097), array(-0.42092436), array(-0.34064155), array(-0.42259918), array(-0.40983573), array(-0.41730272), array(-0.35480828), array(-0.34948036), array(-0.37265321), array(-0.30572425), array(-0.41868611), array(-0.41410461), array(-0.39841261), array(-0.38978866), array(-0.38878265), array(-0.42645937), array(-0.3838335), array(-0.37946758), array(-0.45248541), array(-0.40771281), array(-0.4335453), array(-0.41518018), array(-0.40716237), array(-0.38473919), array(-0.38968657), array(-0.38515716), array(-0.3573214), array(-0.38819265), array(-0.37905884), array(-0.35229551)]","[1, 1, 0, 1, 0]",2.7112687609116657,"[0, 1.0, 1.0, 1.0, 0]",3.1326316820831845
