param_initialization,optimizer,qaoa_variant,warm_start,errors,depth,lagrangian_multiplier,amount_shots,max_tol,error_mitigation,vertexcover,graph_size,graph_name,time_elapsed,quantum_func_evals,obj_func_evolution,quantum_solution,quantum_obj_value,classic_solution,classic_value,final_params,percent_measure_optimal
gaussian,COBYLA,vanilla,False,True,6,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,732.2083382606506,218,"[0.7158000000000001, -2.829400000000001, 0.6365999999999999, 2.2199999999999998, -1.2188000000000003, 3.1316, 1.2595999999999998, 1.1425999999999998, -3.63, -3.226, -3.7296000000000014, -2.922399999999999, -3.8072000000000012, -0.17920000000000008, -3.1078, -2.835000000000001, -3.0578000000000007, -3.8766, -2.472, -3.2680000000000002, -0.010599999999999984, -4.149600000000001, -2.1496000000000004, -4.284999999999998, -3.237599999999999, -4.152000000000001, -3.6705999999999994, -4.235600000000001, -3.5498000000000007, -0.7658, -3.743399999999999, -3.7004000000000006, -4.160399999999999, -4.1854000000000005, -3.9652000000000025, -4.071400000000001, -4.260400000000001, -4.287400000000002, -3.9668, -4.1852, -3.8330000000000006, -4.293199999999999, -4.353600000000001, -4.219399999999998, -4.322400000000002, -4.341799999999999, -4.349200000000001, -4.316600000000002, -4.271599999999999, -4.35, -4.339600000000001, -4.2223999999999995, -4.3692, -4.328200000000001, -4.343799999999998, -4.400000000000001, -4.3414, -4.3848, -4.389000000000002, -4.393000000000002, -4.370399999999999, -4.353, -4.379, -4.3725999999999985, -4.373, -4.399399999999999, -4.346400000000002, -4.401799999999999, -4.3474, -4.3926000000000025, -4.3738, -4.361999999999999, -4.3831999999999995, -4.3396, -4.375800000000001, -4.3713999999999995, -4.369200000000001, -4.405599999999998, -4.337400000000001, -4.376999999999997, -4.396, -4.408200000000001, -4.3957999999999995, -4.366, -4.3804, -4.378399999999999, -4.3794, -4.3797999999999995, -4.3516, -4.362400000000002, -4.380599999999999, -4.3568000000000024, -4.436200000000001, -4.3828, -4.3991999999999996, -4.3726, -4.411000000000001, -4.416600000000001, -4.394199999999998, -4.349600000000001, -4.400000000000002, -4.413600000000001, -4.394799999999999, -4.395999999999997, -4.356600000000001, -4.400799999999999, -4.4038, -4.3552, -4.3668, -4.388399999999997, -4.4042, -4.3772, -4.3922, -4.406599999999999, -4.414400000000001, -4.393, -4.3448, -4.3728, -4.3660000000000005, -4.370199999999999, -4.367199999999999, -4.395199999999999, -4.369799999999999, -4.323800000000001, -4.377400000000001, -4.388, -4.3632, -4.386799999999999, -4.3412, -4.3668, -4.367999999999999, -4.412199999999999, -4.397399999999998, -4.376599999999999, -4.4152, -4.390599999999999, -4.418800000000001, -4.395, -4.371199999999999, -4.373600000000001, -4.357600000000001, -4.380199999999999, -4.352, -4.384, -4.4068, -4.4064, -4.3884000000000025, -4.397799999999997, -4.423000000000001, -4.371600000000001, -4.3972, -4.3904000000000005, -4.440400000000001, -4.431400000000001, -4.402, -4.399600000000001, -4.396000000000002, -4.36, -4.375800000000001, -4.4174000000000015, -4.3688, -4.3953999999999995, -4.362999999999998, -4.369799999999999, -4.344999999999999, -4.409600000000003, -4.3696, -4.399599999999999, -4.358799999999999, -4.312600000000001, -4.3968, -4.3736, -4.414, -4.381, -4.414000000000002, -4.400199999999999, -4.357399999999998, -4.3728, -4.395400000000002, -4.396, -4.379799999999997, -4.3645999999999985, -4.409000000000002, -4.3748, -4.371200000000002, -4.4003999999999985, -4.3652, -4.387199999999999, -4.385199999999999, -4.398600000000002, -4.3502, -4.334999999999999, -4.371799999999999, -4.4104, -4.4304, -4.423, -4.3900000000000015, -4.413599999999999, -4.329600000000001, -4.3806, -4.390600000000001, -4.387199999999998, -4.352800000000001, -4.359199999999999, -4.365400000000002, -4.3746, -4.396000000000002, -4.356199999999998, -4.3882, -4.384199999999999, -4.353199999999998, -4.388399999999999, -4.385199999999999, -4.355800000000002, -4.3868, -4.414999999999998, -4.410799999999999, -4.3720000000000026]","[1, 1, 0, 1, 0, 1, 1, 1, 1]",7,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,"[4.21085343 1.49590217 3.21389833 1.84507612 3.32309439 1.52996072
 2.89153528 2.75596673 3.15056696 2.48324945 3.09002145 2.5301143 ]",0.024
gaussian,COBYLA,vanilla,False,True,6,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,790.6348271369934,217,"[0.7561999999999998, 3.817400000000001, -0.29560000000000003, 0.29079999999999995, 0.2332, 1.6182, 0.11539999999999999, 1.5855999999999997, 2.9149999999999987, 0.3158, -0.5645999999999999, -0.14900000000000005, -0.24100000000000008, -5.384799999999999, -0.12519999999999962, -0.01099999999999992, -0.8981999999999994, -1.8108000000000004, -2.747000000000001, -3.5230000000000015, 1.8004000000000002, 5.283799999999998, -4.433399999999997, -4.155000000000002, -5.313800000000001, -2.7394000000000003, -5.4548000000000005, -3.322200000000001, -5.628000000000001, 0.1397999999999999, -1.6628000000000005, 4.530199999999999, -2.826800000000001, -4.8578, -3.564600000000001, -5.6472, -4.186199999999997, -5.107799999999999, -7.279, -8.2092, -8.492200000000002, -8.132399999999999, -8.748, -8.8016, -6.935800000000003, -8.5574, -8.530200000000002, -8.386999999999999, -5.9218, -8.8052, -8.4114, -8.578, -5.5682, -7.499000000000001, -9.016800000000003, -8.836, -8.972199999999997, -8.5704, -8.787799999999997, -8.3758, -8.754000000000001, -8.994000000000002, -8.9808, -9.022400000000006, -9.009400000000001, -8.948800000000006, -8.906999999999998, -8.8972, -8.949, -8.915799999999999, -8.938600000000006, -8.886599999999998, -8.972199999999999, -8.886000000000001, -9.018000000000004, -8.988600000000002, -8.923799999999998, -9.013799999999996, -8.945200000000002, -8.989200000000002, -8.991999999999999, -8.969400000000006, -9.013, -8.960200000000006, -9.011000000000001, -8.926400000000001, -8.934000000000003, -8.9348, -8.992199999999999, -9.004599999999998, -8.9656, -9.000200000000003, -8.994199999999998, -8.970400000000001, -9.0428, -8.971200000000003, -8.906800000000006, -8.9986, -9.026800000000001, -8.884399999999992, -8.969999999999999, -9.013199999999996, -8.9772, -9.019400000000001, -8.968599999999997, -9.022999999999998, -9.0234, -8.9556, -9.012200000000005, -8.986800000000002, -8.995200000000004, -9.0658, -8.906600000000001, -9.009, -8.963000000000001, -8.911200000000001, -8.948599999999999, -8.990599999999992, -9.026400000000002, -9.054400000000003, -8.960399999999995, -8.995999999999993, -8.902399999999997, -9.0234, -9.004800000000003, -9.011199999999999, -8.9972, -8.950000000000005, -8.921400000000004, -9.016799999999998, -9.039599999999995, -8.9432, -9.021400000000002, -8.875600000000004, -9.031199999999998, -8.953799999999998, -9.0548, -8.966000000000001, -9.0078, -8.9386, -9.007399999999997, -9.018800000000004, -8.955399999999997, -8.9748, -9.063199999999995, -9.023600000000002, -8.971400000000001, -8.932799999999997, -9.035599999999997, -9.000999999999998, -8.943200000000003, -8.931599999999998, -8.972199999999999, -9.0024, -8.960799999999999, -9.071200000000001, -8.866000000000005, -9.060800000000002, -9.007799999999998, -8.9824, -9.042999999999997, -8.905999999999997, -9.033399999999999, -9.032799999999991, -8.897000000000004, -8.9374, -8.959600000000004, -8.984, -9.020600000000002, -8.959, -9.022399999999996, -8.985, -9.004199999999999, -9.0372, -8.931200000000002, -8.992199999999999, -8.949799999999996, -9.008600000000001, -8.993, -8.934, -9.0228, -8.9332, -8.9724, -8.920199999999996, -8.957400000000002, -9.021999999999998, -9.007000000000003, -8.975400000000004, -9.0172, -8.8858, -8.958199999999998, -8.953199999999999, -8.950599999999996, -8.982199999999999, -9.036200000000001, -9.023799999999996, -8.9796, -8.984000000000005, -8.9922, -8.999999999999996, -9.014799999999997, -9.0356, -8.938, -8.998799999999996, -8.950999999999997, -8.945400000000005, -8.931, -8.956199999999999, -8.903199999999995, -9.002800000000004, -9.043999999999999, -8.884000000000002, -8.999000000000004, -9.025399999999998, -8.916999999999994, -8.959000000000003, -8.9504]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",9,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,"[2.45301436 3.09280466 3.08649596 1.58852447 3.08643333 1.6402444
 2.96825196 0.92163973 2.64889416 2.85324216 3.02231648 1.61806515]",0.0977
gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,5,>>graph6<<Dm{,255.2810289859772,86,"[0.8436, 1.3064, -0.0688, 0.9988, 2.8308, 3.810400000000001, 0.3862000000000001, 0.058200000000000016, -0.8388, 0.5602, 0.3642, -0.4043999999999999, 0.5178, -0.9456, -1.1566000000000003, -0.8914000000000001, -1.1083999999999998, -0.8012000000000002, -1.1778000000000004, -1.0220000000000002, -1.2686000000000002, -1.4368, -1.483, -1.5247999999999997, -1.5559999999999998, -1.3282, -1.4383999999999995, -1.562, -1.5281999999999996, -1.4633999999999998, -1.554400000000001, -1.5253999999999996, -1.5386000000000002, -1.5450000000000002, -1.5823999999999998, -1.4816000000000003, -1.5270000000000008, -1.5605999999999998, -1.5501999999999998, -1.5306, -1.5196000000000005, -1.500599999999999, -1.5486, -1.5532000000000001, -1.5406, -1.5200000000000002, -1.5256000000000003, -1.5624000000000002, -1.5197999999999998, -1.5537999999999996, -1.5748000000000002, -1.5504, -1.5246000000000004, -1.5467999999999993, -1.4926, -1.4659999999999997, -1.5530000000000002, -1.5506000000000004, -1.5538, -1.5300000000000002, -1.5287999999999997, -1.5678000000000005, -1.5546000000000002, -1.531, -1.5686, -1.5718000000000003, -1.5226, -1.5341999999999996, -1.5916, -1.5492000000000001, -1.5202, -1.5280000000000002, -1.5458000000000003, -1.4736, -1.5082, -1.4998000000000005, -1.5165999999999993, -1.5694, -1.5864000000000003, -1.5488, -1.5561999999999998, -1.5585999999999998, -1.5082, -1.5584, -1.5334000000000003, -1.4934]","[1, 1, 1, 1, 1]",5,"[1.0, 0, 0, 1.0, 1.0]",3.0,[3.83084768 2.6362117  3.68338065 1.45209907],0.0199
gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,272.4668483734131,93,"[0.13640000000000002, 2.1762, 0.19899999999999995, 0.19660000000000005, 0.30199999999999994, -1.5172000000000005, 1.0618, -0.6268, -1.4647999999999999, 3.7178000000000004, 0.8298000000000001, -1.7216, -1.4366, -1.5488, -1.4215999999999995, -1.6808000000000005, -1.4902, -2.1434000000000006, -2.544599999999999, -2.494999999999999, -2.6262, -2.7582, -2.727199999999999, -2.7312, -2.6233999999999997, -2.7618000000000005, -2.7766, -2.832199999999999, -2.829599999999999, -2.7982, -2.7981999999999996, -2.7868, -2.829, -2.8032000000000004, -2.8356000000000003, -2.8136, -2.8071999999999995, -2.7959999999999994, -2.8124000000000002, -2.8136000000000005, -2.8015999999999996, -2.824, -2.7712, -2.7842, -2.8108, -2.8236000000000003, -2.7840000000000003, -2.821, -2.8106000000000004, -2.8178, -2.8158, -2.8072000000000004, -2.8041999999999994, -2.7746, -2.811400000000001, -2.7936000000000005, -2.7853999999999997, -2.8216, -2.8198000000000003, -2.8093999999999997, -2.8256, -2.8075999999999994, -2.779000000000001, -2.7628, -2.8136000000000005, -2.7540000000000004, -2.7936, -2.8042000000000007, -2.7615999999999987, -2.8016, -2.8070000000000004, -2.8034000000000003, -2.825, -2.8324000000000003, -2.8368, -2.8146, -2.8110000000000004, -2.7869999999999995, -2.7878, -2.8019999999999996, -2.852, -2.8084000000000002, -2.7936, -2.8040000000000003, -2.7937999999999996, -2.8118, -2.8171999999999997, -2.8203999999999994, -2.7984, -2.7875999999999994, -2.7922000000000007, -2.7886000000000006, -2.7807999999999997]","[1, 0, 1, 1, 0, 1, 1]",5,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,[2.05358358 1.70058011 3.46883886 1.52928003],0.1399
gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,250.8680238723755,84,"[-2.2079999999999993, -4.0367999999999995, 0.20720000000000005, 0.6735999999999998, -4.016999999999998, 1.359, 0.6905999999999999, -4.630000000000002, -4.7366, -3.1816000000000004, -4.735000000000002, -2.936599999999999, -4.4033999999999995, -4.649799999999999, -4.930600000000002, -4.9192, -4.760999999999999, -4.711600000000002, -4.953399999999999, -4.656999999999997, -4.846399999999999, -4.947, -4.961799999999998, -4.979399999999999, -4.918000000000001, -4.962000000000002, -4.917, -4.9246000000000025, -4.9354, -4.956400000000003, -4.889000000000001, -4.954400000000001, -4.983, -5.0026, -4.958800000000003, -4.9178000000000015, -4.9076, -4.969800000000002, -4.9648, -4.9121999999999995, -4.959000000000001, -4.9386, -4.9228, -4.955400000000002, -4.9350000000000005, -4.926800000000002, -4.961199999999999, -4.926199999999999, -4.949, -4.909400000000001, -4.909599999999999, -4.909800000000002, -4.942600000000002, -4.8992, -4.9814, -4.9908, -4.9404, -4.950000000000001, -4.930399999999998, -4.9201999999999995, -4.8474, -4.938999999999998, -4.951000000000001, -5.035, -4.947, -4.956399999999998, -4.971000000000001, -4.9773999999999985, -4.932599999999999, -5.005799999999999, -4.935600000000002, -4.964399999999998, -4.984200000000003, -4.984799999999999, -4.9056, -4.9382, -4.9886, -4.9243999999999994, -4.9586000000000015, -4.9747999999999974, -5.0032000000000005, -4.984600000000002, -4.931599999999999, -4.871200000000001]","[1, 1, 0, 1, 1, 1, 1]",6,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,[3.99078188 1.26759833 2.8546112  1.60574501],0.1296
gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,9,>>graph6<<HkPsgZ@,250.8297324180603,80,"[0.0238, -0.6304, 0.128, 0.5420000000000003, -0.051400000000000036, -1.105, -2.1521999999999997, -2.4858, -0.08460000000000001, -0.25220000000000004, 0.9640000000000003, -1.7394, 7.1466, -4.4276, -3.7666, -3.6757999999999993, -4.3435999999999995, -4.015599999999999, -4.0558, -4.402000000000002, -4.3988000000000005, -4.3894, -4.422399999999999, -4.4466, -4.371, -4.479199999999999, -4.459800000000002, -4.439399999999998, -4.4398, -4.4342000000000015, -4.423600000000001, -4.4238, -4.4452, -4.4190000000000005, -4.4656, -4.4108, -4.4396, -4.4594000000000005, -4.4277999999999995, -4.4196, -4.4268, -4.4386, -4.441799999999999, -4.396199999999998, -4.4358, -4.4164, -4.444, -4.436800000000002, -4.400199999999998, -4.472, -4.423, -4.421600000000001, -4.419199999999999, -4.416399999999999, -4.480000000000001, -4.388400000000001, -4.5116000000000005, -4.408199999999999, -4.3828000000000005, -4.481400000000001, -4.3578, -4.4188, -4.3969999999999985, -4.394400000000001, -4.419999999999999, -4.415199999999999, -4.383, -4.427799999999999, -4.436999999999999, -4.433600000000001, -4.409400000000002, -4.443200000000001, -4.4468, -4.4529999999999985, -4.4288, -4.429600000000001, -4.452799999999999, -4.412, -4.410800000000001, -4.466]","[1, 1, 0, 1, 0, 1, 0, 1, 0]",5,"[1.0, 1.0, 0, 1.0, 0, 1.0, 0, 1.0, 0]",5.0,[5.62768098 0.21337811 2.9684012  0.33343041],0.0412
gaussian,COBYLA,vanilla,False,True,2,2,5000,1e-08,True,True,9,>>graph6<<Hm~]x^^,254.1350095272064,81,"[-0.20900000000000007, -8.3464, 5.546, 1.2596, -8.493600000000002, 1.6236, -7.681199999999999, -6.993199999999998, 18.765600000000006, -8.230200000000004, -8.342200000000002, 13.912200000000002, -8.8194, -6.881600000000002, -8.5164, -9.328799999999998, -9.156200000000002, -9.363399999999997, -9.1794, -9.419400000000005, -9.4562, -9.385599999999997, -9.449399999999995, -9.3886, -9.386600000000003, -9.5218, -9.433199999999998, -9.368199999999996, -9.400400000000001, -9.462599999999998, -9.4472, -9.422600000000003, -9.477200000000002, -9.456999999999999, -9.463199999999999, -9.459, -9.419999999999998, -9.434400000000007, -9.435599999999994, -9.441600000000003, -9.429000000000004, -9.435400000000001, -9.505400000000005, -9.508800000000004, -9.373999999999997, -9.521599999999996, -9.4918, -9.447200000000004, -9.439000000000004, -9.4102, -9.505799999999999, -9.435200000000002, -9.486400000000003, -9.4252, -9.3664, -9.4482, -9.393200000000004, -9.469800000000005, -9.446200000000005, -9.475399999999993, -9.427999999999997, -9.472199999999999, -9.471200000000003, -9.4388, -9.390999999999996, -9.443999999999997, -9.479000000000003, -9.475000000000005, -9.472800000000003, -9.449000000000002, -9.470999999999998, -9.444400000000002, -9.4096, -9.4294, -9.438800000000004, -9.433200000000001, -9.462600000000004, -9.502599999999994, -9.467, -9.4216, -9.390799999999999]","[1, 1, 1, 1, 1, 1, 1, 1, 1]",9,"[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0, 1.0]",7.0,[4.09026323 1.56757659 2.9428026  2.54660552],0.1377
gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,5,>>graph6<<DkO,382.5108082294464,133,"[-0.6732, -0.09700000000000003, 0.4536, -0.2664, -0.612, -0.72, -0.3146, -0.3754, -0.7496, 0.425, -0.2304, -0.7096, -0.9814, 0.2224, -0.4402, -1.0582, -0.9214, -0.3178, -1.0272000000000001, -0.1496, -0.7068000000000001, -0.9482000000000002, -0.9758, -0.6883999999999999, -1.1184, -1.0084, -1.1084, -1.0430000000000001, -1.1124, -1.1018000000000001, -1.0984, -1.1061999999999999, -0.9796, -1.1348, -1.1224, -1.1070000000000002, -1.138, -1.1322, -1.1234000000000002, -1.0776000000000001, -1.1119999999999999, -1.0568, -1.0661999999999998, -1.1112, -1.1247999999999998, -1.1058, -1.0817999999999999, -1.1222, -1.0568, -1.0816, -1.096, -1.088, -1.0576, -1.0992, -1.0937999999999999, -1.0837999999999999, -1.0774, -1.0966, -1.0946, -1.116, -1.0986, -1.0750000000000002, -1.0948, -1.0762, -1.0572, -1.0594000000000001, -1.125, -1.0988000000000002, -1.1118000000000001, -1.0936, -1.1186, -1.11, -1.1024, -1.086, -1.0979999999999999, -1.0478, -1.0934, -1.113, -1.0946, -1.0814000000000001, -1.1074, -1.0622, -1.094, -1.0844, -1.0786, -1.0978, -1.0926, -1.0774, -1.0928, -1.0734, -1.1016, -1.1082, -1.0992, -1.048, -1.1002, -1.0682, -1.105, -1.0856, -1.0968, -1.087, -1.0638, -1.0947999999999998, -1.091, -1.0917999999999999, -1.0863999999999998, -1.0821999999999998, -1.0615999999999999, -1.0858, -1.0942, -1.1196, -1.1228, -1.0862, -1.073, -1.1132, -1.0983999999999998, -1.1048, -1.083, -1.0596, -1.093, -1.1048, -1.0798, -1.116, -1.0654, -1.1044, -1.1088, -1.089, -1.1054, -1.1018000000000001, -1.1106, -1.099, -1.123, -1.124, -1.0956]","[1, 0, 0, 1, 0]",2,"[1.0, 1.0, 0, 0, 0]",2.0,"[3.09166368 1.79042894 3.07827356 1.89138412 4.47189776 1.34627299
 3.22347614 2.55171131]",0.2648
gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,5,>>graph6<<Dm{,394.8374607563019,136,"[-1.4527999999999999, 0.20220000000000002, 1.6545999999999998, 0.6396, 1.6452000000000002, 0.08220000000000005, -1.8045999999999995, -1.3896, -1.5124, 0.9822000000000001, -1.4118, -0.34059999999999996, -0.8678000000000002, -0.6668, -1.3844, -1.546, -1.8836000000000002, -1.8266000000000002, -1.7408000000000001, -2.1073999999999997, -2.1424000000000007, -1.4682000000000002, -2.0678, -0.5683999999999998, -1.9195999999999998, -2.0869999999999993, -2.1258000000000004, -2.0396, -2.0810000000000004, -2.1392, -2.0915999999999992, -2.1004, -2.1297999999999995, -2.1141999999999994, -2.151600000000001, -2.0859999999999994, -2.1101999999999994, -2.0770000000000004, -2.1013999999999995, -2.0908, -2.1296, -2.1273999999999997, -2.0948000000000007, -2.104, -2.1296, -2.137399999999999, -2.120600000000001, -2.1276, -2.1238, -2.1176000000000004, -2.1270000000000002, -2.1229999999999998, -2.120200000000001, -2.1100000000000003, -2.1146000000000003, -2.1228, -2.0882000000000005, -2.0942, -2.133, -2.1046, -2.1532, -2.1206, -2.1228000000000002, -2.109, -2.1428, -2.1202000000000005, -2.1437999999999993, -2.1206, -2.0949999999999998, -2.1037999999999992, -2.1210000000000004, -2.1436, -2.1464, -2.1527999999999996, -2.088, -2.1106000000000003, -2.1436000000000006, -2.1153999999999997, -2.147, -2.1186, -2.1370000000000005, -2.0904, -2.1320000000000006, -2.1092000000000004, -2.1159999999999997, -2.1064000000000003, -2.1510000000000002, -2.1058, -2.1260000000000003, -2.143, -2.0814000000000004, -2.0929999999999995, -2.1072, -2.1402, -2.1078000000000006, -2.1406000000000005, -2.1271999999999998, -2.1030000000000006, -2.0962, -2.1388, -2.1191999999999998, -2.1166, -2.1152, -2.124, -2.0982000000000003, -2.1432000000000007, -2.1128000000000005, -2.1078, -2.1323999999999996, -2.1172000000000004, -2.141, -2.1162000000000005, -2.0898, -2.1149999999999998, -2.1321999999999997, -2.1302, -2.0989999999999998, -2.0964, -2.0988, -2.1134, -2.1246000000000005, -2.1271999999999998, -2.125, -2.1118, -2.1344, -2.1051999999999995, -2.1315999999999997, -2.1058000000000003, -2.0832, -2.1387999999999994, -2.124399999999999, -2.1126, -2.0949999999999998, -2.1222, -2.1134000000000004, -2.094]","[1, 1, 1, 1, 0]",4,"[1.0, 0, 0, 1.0, 1.0]",3.0,"[3.74722881 1.66380153 3.13477898 1.61782208 3.38314737 2.80869225
 3.03503756 1.45010661]",0.1859
gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,7,>>graph6<<FkPsg,471.9573426246643,157,"[-0.3938, -0.6356, 1.1342000000000003, -0.019200000000000002, 0.21300000000000002, -0.11680000000000001, -1.8573999999999995, 0.8133999999999999, -1.6738, 3.0180000000000007, -0.9917999999999998, -1.4676, 0.33680000000000004, -1.1933999999999998, -1.7245999999999997, -1.7288, -2.2687999999999997, -1.6702, -2.2424000000000004, -2.2182, -2.3099999999999996, -2.6852000000000005, -2.2749999999999995, -2.8195999999999994, -2.7529999999999997, -2.6704, -2.8704000000000005, -2.716799999999999, -2.8107999999999995, -2.7907999999999995, -2.772, -2.8592, -2.8907999999999996, -2.75, -2.7922, -2.81, -2.8150000000000004, -3.0174000000000007, -2.9489999999999994, -2.9983999999999993, -3.0486000000000004, -3.0456, -3.0544000000000002, -3.1031999999999997, -3.1313999999999993, -3.1366000000000005, -3.090199999999999, -3.0879999999999996, -3.0519999999999996, -3.1054000000000004, -3.0754000000000006, -3.0958, -3.1026000000000002, -3.1302, -3.094400000000001, -3.1121999999999996, -3.0955999999999997, -3.1064, -3.1218, -3.1444, -3.1071999999999997, -3.140600000000001, -3.1329999999999996, -3.0779999999999994, -3.1012, -3.1084, -3.1191999999999998, -3.1084, -3.1050000000000004, -3.1285999999999996, -3.0956, -3.1016, -3.1226, -3.105800000000001, -3.1146000000000007, -3.1408, -3.1156000000000006, -3.1058000000000003, -3.1208, -3.117000000000001, -3.1187999999999994, -3.1109999999999998, -3.1157999999999997, -3.0921999999999996, -3.1306000000000007, -3.1035999999999997, -3.1227999999999994, -3.1386000000000003, -3.1104, -3.1226, -3.1304000000000003, -3.1072000000000006, -3.1058, -3.0894, -3.1315999999999993, -3.1454000000000013, -3.1446, -3.1018000000000003, -3.1079999999999997, -3.1114000000000006, -3.1344, -3.113000000000001, -3.1154000000000006, -3.1200000000000006, -3.1412000000000013, -3.1319999999999997, -3.1359999999999992, -3.0958, -3.1455999999999995, -3.114199999999999, -3.132, -3.1052000000000004, -3.093, -3.1084, -3.1198000000000006, -3.1214, -3.1577999999999995, -3.113400000000001, -3.1144000000000003, -3.1062, -3.1290000000000004, -3.1103999999999994, -3.1159999999999988, -3.0855999999999995, -3.1342, -3.096399999999999, -3.1288, -3.1277999999999997, -3.1290000000000004, -3.1066000000000007, -3.1388000000000007, -3.1206000000000014, -3.1346, -3.0866, -3.1113999999999997, -3.1363999999999996, -3.1084, -3.1218000000000004, -3.0906000000000002, -3.1033999999999993, -3.1334000000000004, -3.1422, -3.113000000000001, -3.1020000000000003, -3.1154, -3.1109999999999993, -3.1211999999999995, -3.1004, -3.101799999999999, -3.0537999999999994, -3.1288000000000005, -3.0669999999999997, -3.109799999999999, -3.0938000000000003, -3.1406, -3.1012, -3.0926000000000005]","[1, 1, 1, 0, 0, 1, 1]",5,"[1.0, 0, 0, 1.0, 0, 1.0, 1.0]",4.0,"[4.24460095 1.60169504 2.58788845 1.65312349 3.50042613 2.96788339
 3.07168763 1.5091061 ]",0.2047
gaussian,COBYLA,vanilla,False,True,4,2,5000,1e-08,True,True,7,>>graph6<<Fm~]w,459.78880310058594,144,"[-1.9080000000000001, 5.698599999999999, 0.9332000000000001, 0.8923999999999999, 1.2355999999999998, -0.2046, -1.8884000000000007, -1.6399999999999995, -2.1168, -3.777599999999996, 2.2790000000000004, -3.6402000000000014, -2.6606, -2.637599999999998, -0.8337999999999998, 1.1044, -3.6997999999999998, -4.3346, -4.384199999999999, 1.1278, -2.918799999999999, -3.4904, -4.795200000000001, -4.4914, -4.4482, -4.944600000000001, -4.858999999999998, -3.871799999999999, -4.9986000000000015, -3.417399999999999, -4.765599999999999, -5.3108, -5.371199999999998, -4.692400000000001, -5.161600000000001, -5.392400000000001, -5.405600000000002, -5.205399999999998, -4.4232, -5.3854, -5.238799999999999, -5.326199999999999, -5.5504, -5.4975999999999985, -5.407799999999998, -5.385800000000001, -5.463800000000001, -5.495000000000001, -5.4782, -5.496, -5.465600000000002, -5.5314000000000005, -5.5106, -5.462400000000001, -5.5498, -5.472799999999999, -5.538400000000002, -5.457599999999999, -5.438599999999997, -5.494600000000001, -5.490200000000002, -5.501400000000001, -5.502399999999999, -5.4566, -5.523, -5.459, -5.5375999999999985, -5.482799999999999, -5.4802, -5.488399999999999, -5.446199999999999, -5.4746000000000015, -5.4746, -5.478600000000002, -5.4896, -5.469800000000001, -5.547000000000001, -5.4244, -5.462200000000001, -5.434999999999998, -5.412800000000002, -5.463600000000001, -5.439000000000001, -5.485800000000002, -5.4772, -5.479400000000002, -5.5136, -5.4824, -5.455600000000001, -5.5184, -5.4883999999999995, -5.496199999999999, -5.4856, -5.5142, -5.477799999999999, -5.5005999999999995, -5.489999999999999, -5.5002, -5.472000000000001, -5.492000000000001, -5.5314000000000005, -5.506799999999999, -5.416599999999998, -5.454800000000001, -5.553600000000001, -5.558199999999999, -5.4916, -5.490200000000001, -5.449400000000001, -5.4670000000000005, -5.450799999999999, -5.498999999999999, -5.501000000000001, -5.466999999999998, -5.475599999999999, -5.5, -5.4706, -5.442800000000002, -5.5018, -5.500599999999999, -5.420799999999999, -5.4792000000000005, -5.543000000000001, -5.484000000000002, -5.404000000000001, -5.489199999999999, -5.4483999999999995, -5.476800000000001, -5.491200000000001, -5.4662, -5.4918000000000005, -5.4765999999999995, -5.437400000000001, -5.4944, -5.468799999999997, -5.4594, -5.489799999999997, -5.4734, -5.503000000000001, -5.489400000000001, -5.509600000000002, -5.511799999999999, -5.482200000000001, -5.452200000000001]","[1, 1, 1, 1, 0, 1, 1]",6,"[1.0, 0, 0, 1.0, 1.0, 1.0, 1.0]",5.0,"[2.53890573 1.60446842 3.06312452 1.64880079 2.91699558 1.55861469
 3.04803301 3.0268757 ]",0.2663
