id,params,state,node,started_at,finished_at,artefact_path,error_msg,results
790,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-22.local,2025-05-18 01:51:13,2025-05-18 07:34:30,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 20480.63277864456, ""quantum_func_evals"": 225, ""ratio"": 2.618021102325463, ""quantum_solution"": [1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0], ""quantum_obj_value"": 11.969779031796678, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [4.413430366027281, 1.5243920419991244, 3.3214600680914432, 1.546247155114014, 3.226465468161183, 1.5131962232222476, 3.2371425663679934, 2.602863644559269, 3.1376940042783223, 1.9270508686707155, 3.426439589131842, 2.6257530397229356, 4.063980262376492, 1.546128098580833], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.404255643449057, ""graph_label"": ""paper1_2""}",,
791,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-21.local,2025-05-18 01:54:24,2025-05-18 07:10:31,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 18845.81893181801, ""quantum_func_evals"": 190, ""ratio"": 4.678186111230758, ""quantum_solution"": [1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1], ""quantum_obj_value"": 21.389000253402482, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [3.9133858782895463, 1.7671063607048145, 3.0441784469606423, 1.5116713521419027, 3.3477952628585204, 1.5713362114438887, 2.8054732154294744, 1.406680656860992, 3.253896436621063, 1.6240354954780727, 3.2024311091824695, 2.660910854216325, 3.427009924004395, 1.5645743890452661], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.0009765625, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.420002250310091, ""graph_label"": ""paper1_2""}",,
792,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-15.local,2025-05-18 02:29:50,2025-05-18 14:10:09,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 41800.638330459595, ""quantum_func_evals"": 207, ""ratio"": 9.162692156416108, ""quantum_solution"": [1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1], ""quantum_obj_value"": 41.892481443811896, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [4.41006994244755, 1.3391214512812517, 3.5035858506732036, 1.202097016849575, 2.829970217281998, 1.794536990835442, 3.5448480515226186, 2.5151761093472094, 2.900969609515832, 1.4686328427675184, 2.740218454237513, 1.6987385839266398, 3.1518628008783702, 1.5375330443972295], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.092567562652507, ""graph_label"": ""paper1_2""}",,
793,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-16.local,2025-05-18 02:55:14,2025-05-18 08:59:54,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 21754.721390008926, ""quantum_func_evals"": 213, ""ratio"": 6.833069549437449, ""quantum_solution"": [0, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0], ""quantum_obj_value"": 31.241280883112175, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [4.712896150175357, 1.8401499249420696, 3.1339439028582476, 2.375267855982312, 3.5077623153454747, 1.5451460285631915, 4.162720160076784, 2.464097210651647, 2.8982620101000323, 1.5602150628524418, 2.5223160698014886, 1.4915037036674423, 2.902086382080546, 1.4932555362606987], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.404255643449057, ""graph_label"": ""paper1_2""}",,
794,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-19.local,2025-05-18 03:58:06,2025-05-18 15:02:03,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 39623.218962192535, ""quantum_func_evals"": 201, ""ratio"": 6.325995071579987, ""quantum_solution"": [1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0], ""quantum_obj_value"": 28.92290023781249, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [4.268596934654271, 1.5826639575742667, 3.26576684404624, 1.7458915411453368, 3.2375296360142523, 1.2374981270786929, 3.017379551351495, 1.412529060603066, 3.1534806499879444, 1.4193041235317736, 3.321805864206536, 1.4828004447396737, 2.7071333855165753, 1.4323149142464833], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0.0009765625, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.404255643449057, ""graph_label"": ""paper1_2""}",,
795,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-21.local,2025-05-18 05:06:04,2025-05-18 10:04:17,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 17773.125782966614, ""quantum_func_evals"": 190, ""ratio"": 5.531045866584271, ""quantum_solution"": [0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1], ""quantum_obj_value"": 25.288335826987414, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [3.905950640002644, 1.4302179260119525, 3.2554672736216768, 1.535077162674508, 2.9363442685787406, 1.7049390934599695, 3.2000895615425855, 1.4920901239480384, 3.003310025963222, 1.590472631033016, 2.881264790243514, 1.7207943463004327, 3.0211150357979126, 1.5501209814111234], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.404255643449057, ""graph_label"": ""paper1_2""}",,
796,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-21.local,2025-05-18 07:10:31,2025-05-19 06:15:14,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 82679.02247023582, ""quantum_func_evals"": 206, ""ratio"": 7.16749653000699, ""quantum_solution"": [0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1], ""quantum_obj_value"": 32.77030486849284, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [3.885267442737762, 1.6615128112520576, 3.1562875231855023, 1.3991625928712201, 3.344712743319182, 1.7239886560110993, 3.3570467224586498, 1.463689510668502, 3.1845555611576213, 2.7456412231385277, 3.6627694615591904, 1.8874143815651279, 2.9884738655658794, 2.421881724394037], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.404255643449057, ""graph_label"": ""paper1_2""}",,
797,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-22.local,2025-05-18 07:34:30,2025-05-18 12:47:29,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 18659.82233428955, ""quantum_func_evals"": 203, ""ratio"": 3.3728234853655352, ""quantum_solution"": [0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1], ""quantum_obj_value"": 15.420789311904056, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [4.098298328267131, 1.5672591664303572, 3.9715425624384624, 1.7345204134422347, 2.935806779062169, 1.6976482655100704, 2.838814764613683, 1.6645235513481582, 3.0413328122241587, 1.4957478764788807, 2.7840123577395506, 1.5755910070648438, 3.236198105653855, 2.402449605712378], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.092567562652507, ""graph_label"": ""paper1_2""}",,
798,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-16.local,2025-05-18 08:59:54,2025-05-18 14:12:25,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 18634.340351343155, ""quantum_func_evals"": 207, ""ratio"": 5.611150332631463, ""quantum_solution"": [0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1], ""quantum_obj_value"": 25.654579153747946, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [4.27750800698519, 1.5555719720990682, 3.7213995786549754, 1.599761423779478, 3.230469343711683, 1.8985246910499183, 3.447923463466608, 1.5162384168392955, 2.9788035213047617, 1.5938361920322341, 3.082511193412777, 1.3219674786328057, 3.0861142976327334, 1.4797127519390088], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.092567562652507, ""graph_label"": ""paper1_2""}",,
799,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-19.local,2025-05-18 09:13:39,2025-05-18 19:48:54,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 37908.35947060585, ""quantum_func_evals"": 200, ""ratio"": 3.8600772876213116, ""quantum_solution"": [1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1], ""quantum_obj_value"": 17.648548415993716, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [4.21160941607582, 1.6108818699542602, 2.743270706345702, 1.6739869906585854, 3.258763308250017, 1.6075888582613844, 3.118567556673966, 2.431584767630695, 3.3190281130312584, 1.5703409642797388, 3.230194487042075, 1.3942097734761323, 2.960857199207633, 2.6804162391841277], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.420002250310091, ""graph_label"": ""paper1_2""}",,
800,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-21.local,2025-05-18 10:04:17,2025-05-18 10:57:42,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 2990.655854701996, ""quantum_func_evals"": 15, ""ratio"": 6.627386992705522, ""quantum_solution"": [1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1], ""quantum_obj_value"": 30.300885577440535, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [4.3590800713868845, 1.5332074290852193, 3.3955481097599973, 1.5644051043070675, 2.9831689530595016, 1.5772312505064048, 2.9815819041342033, 1.6439885910909766, 4.039265793080834, 2.451591493129948, 3.181385881050103, 1.4763029925275524, 3.2894756665634226, 1.507029165269518], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.420002250310091, ""graph_label"": ""paper1_2""}",,
801,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-21.local,2025-05-18 10:57:42,2025-05-18 22:51:07,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 42597.07115483284, ""quantum_func_evals"": 221, ""ratio"": 3.239389581810564, ""quantum_solution"": [1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0], ""quantum_obj_value"": 14.810719996769665, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [4.025525103718765, 2.5226308087709044, 2.9427733014751913, 1.5958346663061225, 3.1561089124058666, 1.5224333951670563, 3.2168936078835006, 1.6429024270218047, 3.305798405875877, 2.5821071259969925, 3.6946805591890195, 1.5578323491404258, 3.945242364999024, 1.69727264202466], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.092567562652507, ""graph_label"": ""paper1_2""}",,
802,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-22.local,2025-05-18 12:47:29,2025-05-18 18:31:54,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 20546.211784362793, ""quantum_func_evals"": 221, ""ratio"": 1.907127889987858, ""quantum_solution"": [1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1], ""quantum_obj_value"": 8.719524608970636, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [3.8486202832306318, 1.5316389560742578, 4.3144569139892655, 1.3776299351852999, 3.1570108590797097, 1.3979979155432025, 3.372460490708767, 2.676348551644266, 2.6918861355712487, 1.4570612956076605, 3.0794442358195755, 1.5705515373628969, 2.9460497033783777, 2.545410848443837], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.092567562652507, ""graph_label"": ""paper1_2""}",,
803,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-15.local,2025-05-18 14:10:09,2025-05-18 19:23:18,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 18669.48841524124, ""quantum_func_evals"": 198, ""ratio"": 1.9700203539012695, ""quantum_solution"": [1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1], ""quantum_obj_value"": 9.007073435502285, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [4.271138433805631, 1.8221978371277585, 2.6746105929292034, 2.073142118656149, 3.26633622948028, 1.5703324086827624, 2.9316692661698545, 2.4652364970413534, 3.2219533930067072, 1.6202641260202468, 3.116590280472395, 2.6119066352501914, 2.9141608234412124, 1.6374737359124405], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.092567562652507, ""graph_label"": ""paper1_2""}",,
804,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-16.local,2025-05-18 14:12:25,2025-05-18 19:36:15,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 19310.714607477188, ""quantum_func_evals"": 211, ""ratio"": 8.83807661661328, ""quantum_solution"": [0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1], ""quantum_obj_value"": 40.40831606474911, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [3.9258625776611793, 2.616672649292052, 4.313859956741787, 1.5839846956308876, 2.8338234844419596, 1.594257815930312, 3.226307511923494, 1.567267195257355, 3.9092345189331446, 1.6690465010584972, 2.911084833737596, 1.6163989581610172, 3.00739422749524, 1.6105422307076656], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.092567562652507, ""graph_label"": ""paper1_2""}",,
805,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 1, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",done,compute-5-19.local,2025-05-18 15:02:03,2025-05-18 20:40:07,"{""graph_size"": 12, ""backend_mode"": ""noisy_sampling"", ""param_initialization"": ""gaussian"", ""qaoa_variant"": ""vanilla"", ""optimizer"": ""COBYLA"", ""warm_start"": true, ""depth"": 7, ""problem_type"": ""minvertexcover"", ""amount_shots"": 5000, ""max_tol"": 1e-08, ""lagrangian_multiplier"": 2, ""time_elapsed"": 20165.668936491013, ""quantum_func_evals"": 216, ""ratio"": 3.7141465881487057, ""quantum_solution"": [1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0], ""quantum_obj_value"": 16.981342859441455, ""classic_solution"": [1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0], ""classic_value"": 4.572071256860571, ""final_params"": {""__ndarray__"": [4.341703249400717, 1.3661124292148659, 2.7141124676853585, 1.5988759914618635, 3.8886690575674345, 1.5137064538549927, 3.4620113030483437, 1.5238314690020347, 2.977765324206335, 1.568897429447216, 3.135818018741678, 1.5405327645496905, 3.6244853057912767, 1.6178643839180902], ""dtype"": ""float64"", ""shape"": [14]}, ""percent_measure_optimal"": 0, ""hamming_dist"": 1, ""hamming_string"": {""__ndarray__"": [1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1], ""dtype"": ""int64"", ""shape"": [12]}, ""hamming_obj_func"": 5.092567562652507, ""graph_label"": ""paper1_2""}",,
