id,params,state,node,started_at,finished_at,artefact_path,error_msg,results,backend_mode,qaoa_variant,param_initialization,depth,warm_start,problem_type,hamming_dist,graph_path
537,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": false, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,False,minvertexcover,0,graphs_paper1/paper1_2.pkl
538,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": false, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,False,minvertexcover,0,graphs_paper1/paper1_2.pkl
539,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": false, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,False,minvertexcover,0,graphs_paper1/paper1_2.pkl
540,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": false, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,False,minvertexcover,0,graphs_paper1/paper1_2.pkl
541,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": false, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,False,minvertexcover,0,graphs_paper1/paper1_2.pkl
542,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": false, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,False,minvertexcover,0,graphs_paper1/paper1_2.pkl
543,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": false, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,False,minvertexcover,0,graphs_paper1/paper1_2.pkl
544,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": false, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,False,minvertexcover,0,graphs_paper1/paper1_2.pkl
545,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": false, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,False,minvertexcover,0,graphs_paper1/paper1_2.pkl
546,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": false, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,False,minvertexcover,0,graphs_paper1/paper1_2.pkl
547,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": false, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_2.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,False,minvertexcover,0,graphs_paper1/paper1_2.pkl
548,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
549,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
550,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
551,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
552,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
553,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
554,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
555,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
556,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
557,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
558,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
559,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
560,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
561,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
562,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
563,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
564,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
565,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
566,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
567,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
568,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
569,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
570,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
571,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
572,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
573,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
574,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
575,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_0.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_0.pkl
576,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
577,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
578,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
579,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
580,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
581,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
582,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
583,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
584,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
585,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
586,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
587,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
588,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
589,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
590,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
591,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
592,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
593,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
594,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
595,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
596,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
597,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
598,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
599,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
600,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
601,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
602,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
603,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_3.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_3.pkl
604,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_1.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_1.pkl
605,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_1.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_1.pkl
606,"{""backend_mode"": ""noisy_sampling"", ""qaoa_variant"": ""vanilla"", ""param_initialization"": ""gaussian"", ""depth"": 7, ""warm_start"": true, ""problem_type"": ""minvertexcover"", ""hamming_dist"": 0, ""graph_path"": ""graphs_paper1/paper1_1.pkl""}",pending,,,,,,,noisy_sampling,vanilla,gaussian,7,True,minvertexcover,0,graphs_paper1/paper1_1.pkl
