param_str,final_params
"[3.4104899,2.71211987,3.20893334,1.39743418,3.19144198,1.93409386,3.16399456,2.19866554,3.33280766,1.46354132,2.74287094,1.07413072,2.89134105,1.64012739,2.89337567,1.29787006,3.31768976,1.67270855,2.93103216,1.62609342]","[3.4104899, 2.71211987, 3.20893334, 1.39743418, 3.19144198, 1.93409386, 3.16399456, 2.19866554, 3.33280766, 1.46354132, 2.74287094, 1.07413072, 2.89134105, 1.64012739, 2.89337567, 1.29787006, 3.31768976, 1.67270855, 2.93103216, 1.62609342]"
"[4.06408381,1.71053717,3.02589679,1.51467612,3.6978352,1.33300561,3.26242008,0.9290442,3.58826509,1.51938025,3.55715299,1.74637108,2.93375941,1.13639644]","[4.06408381, 1.71053717, 3.02589679, 1.51467612, 3.6978352, 1.33300561, 3.26242008, 0.9290442, 3.58826509, 1.51938025, 3.55715299, 1.74637108, 2.93375941, 1.13639644]"
"[3.57014381,2.70219751]","[3.57014381, 2.70219751]"
"[3.14935911,2.15695961,4.41474096,1.60027413,4.01744092,2.42965858,2.9263272,1.98247425]","[3.14935911, 2.15695961, 4.41474096, 1.60027413, 4.01744092, 2.42965858, 2.9263272, 1.98247425]"
"[4.07463854,2.70717945,4.41633259,1.31521561,2.71189605,1.54476601,3.16882746,3.10481846,3.13009396,1.13733954,3.18702488,2.72426078,3.12136445,1.38594092]","[4.07463854, 2.70717945, 4.41633259, 1.31521561, 2.71189605, 1.54476601, 3.16882746, 3.10481846, 3.13009396, 1.13733954, 3.18702488, 2.72426078, 3.12136445, 1.38594092]"
"[3.57014381,2.70219751]","[3.57014381, 2.70219751]"
"[3.49005476,2.44106015]","[3.49005476, 2.44106015]"
"[3.43571789,2.32407167]","[3.43571789, 2.32407167]"
"[3.77192389,1.4687007,3.29223792,1.71130404,2.9125198,2.77433475,3.85517809,2.59541417]","[3.77192389, 1.4687007, 3.29223792, 1.71130404, 2.9125198, 2.77433475, 3.85517809, 2.59541417]"
"[3.57014382,2.70219752]","[3.57014382, 2.70219752]"
"[4.26307499,1.51794506,3.12052125,1.96629403,2.60888833,1.13462707,3.43039435,1.28601238,3.15610951,1.7451361,2.98345108,1.48134729,3.90424938,1.49867982]","[4.26307499, 1.51794506, 3.12052125, 1.96629403, 2.60888833, 1.13462707, 3.43039435, 1.28601238, 3.15610951, 1.7451361, 2.98345108, 1.48134729, 3.90424938, 1.49867982]"
"[2.55735437,2.606366,2.94259568,1.8194194,2.58004381,1.77552815,2.90502795,2.06126215,3.61202683,1.59126152,2.78468562,1.87737579,2.73925834,2.80664265,3.1528207,1.17557667,2.59409639,1.66294507,3.0624886,1.7457729 ]","[2.55735437, 2.606366, 2.94259568, 1.8194194, 2.58004381, 1.77552815, 2.90502795, 2.06126215, 3.61202683, 1.59126152, 2.78468562, 1.87737579, 2.73925834, 2.80664265, 3.1528207, 1.17557667, 2.59409639, 1.66294507, 3.0624886, 1.7457729]"
"[3.99346116,1.70269327,2.72632138,1.91063572,2.65174348,1.82815919,3.44289767,1.77277251,3.22921194,1.59272319,3.51274732,1.97916198,3.83881115,2.35791818]","[3.99346116, 1.70269327, 2.72632138, 1.91063572, 2.65174348, 1.82815919, 3.44289767, 1.77277251, 3.22921194, 1.59272319, 3.51274732, 1.97916198, 3.83881115, 2.35791818]"
"[3.57014379,2.7021975 ]","[3.57014379, 2.7021975]"
"[3.19444151,1.8960468,4.30333679,1.58153028,3.68175154,2.74795367,2.90369742,1.24909161]","[3.19444151, 1.8960468, 4.30333679, 1.58153028, 3.68175154, 2.74795367, 2.90369742, 1.24909161]"
"[3.29297576,2.38803184,2.90500511,1.56830439,3.01644572,2.43802337,3.83480247,2.31229188,3.12772363,1.63314244,3.28063146,1.32616983,2.94647689,1.9688184,3.31307536,1.80201781,3.48453593,1.6655513,3.23165864,1.44273041]","[3.29297576, 2.38803184, 2.90500511, 1.56830439, 3.01644572, 2.43802337, 3.83480247, 2.31229188, 3.12772363, 1.63314244, 3.28063146, 1.32616983, 2.94647689, 1.9688184, 3.31307536, 1.80201781, 3.48453593, 1.6655513, 3.23165864, 1.44273041]"
"[3.57014381,2.70219752]","[3.57014381, 2.70219752]"
"[3.43057004,2.31812156]","[3.43057004, 2.31812156]"
"[4.0358033,1.54160783,3.14407849,1.27116181,2.77752038,1.49586604,3.51028893,2.14950851,3.21883524,1.7436419,4.4448684,2.92335651,3.12108185,1.54198856]","[4.0358033, 1.54160783, 3.14407849, 1.27116181, 2.77752038, 1.49586604, 3.51028893, 2.14950851, 3.21883524, 1.7436419, 4.4448684, 2.92335651, 3.12108185, 1.54198856]"
"[3.54766728,1.14617235,3.19812691,1.85650416,3.08283632,1.09104909,3.14194141,0.36059884,4.04063726,2.95277538,3.29737192,2.75489496,3.55238337,2.65591541]","[3.54766728, 1.14617235, 3.19812691, 1.85650416, 3.08283632, 1.09104909, 3.14194141, 0.36059884, 4.04063726, 2.95277538, 3.29737192, 2.75489496, 3.55238337, 2.65591541]"
"[3.49005476,2.44106016]","[3.49005476, 2.44106016]"
"[3.43407507,2.34225317]","[3.43407507, 2.34225317]"
"[3.874211,0.74168233,4.10425238,1.65303585,3.92502336,2.24175199,3.01169405,1.38973313,3.18454686,1.57335419,2.8513621,2.34434437,3.03015378,2.05329085]","[3.874211, 0.74168233, 4.10425238, 1.65303585, 3.92502336, 2.24175199, 3.01169405, 1.38973313, 3.18454686, 1.57335419, 2.8513621, 2.34434437, 3.03015378, 2.05329085]"
"[3.7523233,2.07646173,3.41663865,1.39441103,2.70347669,1.73455799,3.06399597,1.62753633,2.83722482,2.77507717,2.67141331,1.5109783,3.01514104,1.55844513,3.10571697,1.34709341,2.22186469,2.58120719,3.26449152,1.66143686]","[3.7523233, 2.07646173, 3.41663865, 1.39441103, 2.70347669, 1.73455799, 3.06399597, 1.62753633, 2.83722482, 2.77507717, 2.67141331, 1.5109783, 3.01514104, 1.55844513, 3.10571697, 1.34709341, 2.22186469, 2.58120719, 3.26449152, 1.66143686]"
"[4.25500029,1.57764025,3.12487029,1.49100442,2.73949859,1.67049122,2.86293674,1.67394429,2.74384507,1.59127615,3.18719889,1.1939901,4.21275867,2.24791679,3.15536399,2.47635494,3.08362223,1.31791945,3.10571039,1.59483472]","[4.25500029, 1.57764025, 3.12487029, 1.49100442, 2.73949859, 1.67049122, 2.86293674, 1.67394429, 2.74384507, 1.59127615, 3.18719889, 1.1939901, 4.21275867, 2.24791679, 3.15536399, 2.47635494, 3.08362223, 1.31791945, 3.10571039, 1.59483472]"
"[3.37750271,2.2530115,3.92816678,1.14391931,3.05256925,1.33951057,3.43843275,1.67762403,3.63750919,1.82756634,2.87022803,1.58931397,2.96479835,1.67492828,3.9965556,1.26830082,3.61785424,1.54530636,3.60303528,1.59902172]","[3.37750271, 2.2530115, 3.92816678, 1.14391931, 3.05256925, 1.33951057, 3.43843275, 1.67762403, 3.63750919, 1.82756634, 2.87022803, 1.58931397, 2.96479835, 1.67492828, 3.9965556, 1.26830082, 3.61785424, 1.54530636, 3.60303528, 1.59902172]"
"[4.2351331,1.52966727,2.85206368,1.56287681,3.30328127,1.5218182,3.13899073,1.53311115,2.4854855,1.58382897,3.20741456,1.46872535,2.98019632,0.4354575,3.4841713,1.5172715,3.98389301,2.27281973,3.09516065,1.73254062]","[4.2351331, 1.52966727, 2.85206368, 1.56287681, 3.30328127, 1.5218182, 3.13899073, 1.53311115, 2.4854855, 1.58382897, 3.20741456, 1.46872535, 2.98019632, 0.4354575, 3.4841713, 1.5172715, 3.98389301, 2.27281973, 3.09516065, 1.73254062]"
"[3.81834442,1.87333009,2.73320674,2.89537819,3.73522399,1.94160335,3.54232892,1.33725365,2.87343225,1.84518236,2.96225879,1.24081647,2.97497948,1.66398147]","[3.81834442, 1.87333009, 2.73320674, 2.89537819, 3.73522399, 1.94160335, 3.54232892, 1.33725365, 2.87343225, 1.84518236, 2.96225879, 1.24081647, 2.97497948, 1.66398147]"
"[4.46483597,1.77299716,2.78668751,1.49730761,3.27222747,1.8192718,2.90031798,1.65227897,2.87678843,1.7024417,3.33952012,2.81602711,3.33329777,1.54144495,2.46062787,2.03677837,4.08172721,1.71138341,4.68954016,1.5635506 ]","[4.46483597, 1.77299716, 2.78668751, 1.49730761, 3.27222747, 1.8192718, 2.90031798, 1.65227897, 2.87678843, 1.7024417, 3.33952012, 2.81602711, 3.33329777, 1.54144495, 2.46062787, 2.03677837, 4.08172721, 1.71138341, 4.68954016, 1.5635506]"
"[3.57014382,2.70219752]","[3.57014382, 2.70219752]"
"[3.43051129,2.3004648 ]","[3.43051129, 2.3004648]"
"[4.21330305,2.00943625,3.14134845,1.25847544,3.14093179,0.67197358,3.09804489,1.64395721,2.72729433,1.60092326,3.19598679,1.75194923,4.29173468,1.91792756,4.15194588,2.25559361,4.33991894,1.56294515,3.11501153,2.47783635]","[4.21330305, 2.00943625, 3.14134845, 1.25847544, 3.14093179, 0.67197358, 3.09804489, 1.64395721, 2.72729433, 1.60092326, 3.19598679, 1.75194923, 4.29173468, 1.91792756, 4.15194588, 2.25559361, 4.33991894, 1.56294515, 3.11501153, 2.47783635]"
"[4.71523508,1.4724002,4.23059911,3.18003169,3.3127926,1.44226403,4.82206327,3.06220032,3.11421764,1.52507369,3.30897423,2.89882304,3.05663479,1.90270316,3.25767471,1.96251822,3.54506114,1.97912788,2.64219711,1.55897201]","[4.71523508, 1.4724002, 4.23059911, 3.18003169, 3.3127926, 1.44226403, 4.82206327, 3.06220032, 3.11421764, 1.52507369, 3.30897423, 2.89882304, 3.05663479, 1.90270316, 3.25767471, 1.96251822, 3.54506114, 1.97912788, 2.64219711, 1.55897201]"
"[4.37034958,1.7802513,2.83151548,1.92049286,4.37144554,1.5617065,4.11394808,1.27190322,3.50823676,1.3737472,3.33827655,1.55669248,3.09563665,1.52433752]","[4.37034958, 1.7802513, 2.83151548, 1.92049286, 4.37144554, 1.5617065, 4.11394808, 1.27190322, 3.50823676, 1.3737472, 3.33827655, 1.55669248, 3.09563665, 1.52433752]"
"[3.5701438,2.70219751]","[3.5701438, 2.70219751]"
"[4.54217176,2.46222644,3.52388101,3.010709,3.13910848,2.93595202,2.60615154,1.1323133 ]","[4.54217176, 2.46222644, 3.52388101, 3.010709, 3.13910848, 2.93595202, 2.60615154, 1.1323133]"
"[4.24469489,1.38756326,2.70574923,1.57875398,3.0245354,1.70785205,2.75201474,2.92991265,3.076878,1.2115841,2.71874836,2.22896719,4.37609388,0.3465206 ]","[4.24469489, 1.38756326, 2.70574923, 1.57875398, 3.0245354, 1.70785205, 2.75201474, 2.92991265, 3.076878, 1.2115841, 2.71874836, 2.22896719, 4.37609388, 0.3465206]"
"[2.58703819,1.51278053,3.24415761,1.4967087,3.05611328,1.38411607,3.80390447,2.75426302]","[2.58703819, 1.51278053, 3.24415761, 1.4967087, 3.05611328, 1.38411607, 3.80390447, 2.75426302]"
"[3.84391771,1.37964321,3.53216164,0.44232819,2.84354678,1.74981192,3.65085709,2.8899622,2.85448951,1.95769149,3.11568398,1.75096111,2.9644822,2.99071151]","[3.84391771, 1.37964321, 3.53216164, 0.44232819, 2.84354678, 1.74981192, 3.65085709, 2.8899622, 2.85448951, 1.95769149, 3.11568398, 1.75096111, 2.9644822, 2.99071151]"
"[4.20565811,1.44215463,2.9501976,1.88619182,2.95806453,2.69224842,4.33020855,1.11054586,3.0913246,1.7247704,3.29930883,2.06802874,3.21584295,1.62982277]","[4.20565811, 1.44215463, 2.9501976, 1.88619182, 2.95806453, 2.69224842, 4.33020855, 1.11054586, 3.0913246, 1.7247704, 3.29930883, 2.06802874, 3.21584295, 1.62982277]"
"[4.18031678,1.37197607,3.0820588,1.51106391,2.60675352,1.57943651,3.80895065,1.45595486,2.77414251,1.27439183,4.35486314,1.69058056,3.2660116,1.91222062,3.19257638,1.86396212,2.61586808,1.71582136,3.45186396,1.0298391 ]","[4.18031678, 1.37197607, 3.0820588, 1.51106391, 2.60675352, 1.57943651, 3.80895065, 1.45595486, 2.77414251, 1.27439183, 4.35486314, 1.69058056, 3.2660116, 1.91222062, 3.19257638, 1.86396212, 2.61586808, 1.71582136, 3.45186396, 1.0298391]"
"[4.30106412,1.43720212,3.28226749,3.35474508,3.25497953,1.75914929,3.85835326,1.94171721]","[4.30106412, 1.43720212, 3.28226749, 3.35474508, 3.25497953, 1.75914929, 3.85835326, 1.94171721]"
"[4.18014411,1.07989941,3.19411997,1.97929791,2.65548668,1.60226331,2.56183315,1.52661773,2.93418682,1.63062943,3.15461965,2.86835103,4.9434864,2.41259535]","[4.18014411, 1.07989941, 3.19411997, 1.97929791, 2.65548668, 1.60226331, 2.56183315, 1.52661773, 2.93418682, 1.63062943, 3.15461965, 2.86835103, 4.9434864, 2.41259535]"
"[4.6119776,1.30789464,2.95199369,1.19756277,2.40396981,2.0723478,3.07322217,2.73792179,3.19313307,0.78849244,2.95955915,1.26639427,3.18354813,2.68574955]","[4.6119776, 1.30789464, 2.95199369, 1.19756277, 2.40396981, 2.0723478, 3.07322217, 2.73792179, 3.19313307, 0.78849244, 2.95955915, 1.26639427, 3.18354813, 2.68574955]"
"[4.18802049,1.55251629,3.15633178,1.51768825,2.74532708,1.53977052,2.84610883,2.27353123,4.51149288,1.89928089,3.22985021,1.98797177,4.11342301,1.34645067,3.09691435,1.09244416,3.12034716,2.29636246,3.12748869,3.08545545]","[4.18802049, 1.55251629, 3.15633178, 1.51768825, 2.74532708, 1.53977052, 2.84610883, 2.27353123, 4.51149288, 1.89928089, 3.22985021, 1.98797177, 4.11342301, 1.34645067, 3.09691435, 1.09244416, 3.12034716, 2.29636246, 3.12748869, 3.08545545]"
"[3.62951557,1.2145698,3.69615674,2.09541597,3.9835786,0.77308731,3.32165859,2.89218597,2.82157162,2.53877794,2.975185,0.83055763,3.09235499,2.4598646 ]","[3.62951557, 1.2145698, 3.69615674, 2.09541597, 3.9835786, 0.77308731, 3.32165859, 2.89218597, 2.82157162, 2.53877794, 2.975185, 0.83055763, 3.09235499, 2.4598646]"
"[2.49847581,1.57568051,3.22531498,1.52933591,4.63062945,1.44297364,3.25855919,3.09973406,3.02821764,2.88664958,3.67873505,2.37627383,3.25145395,2.86989778]","[2.49847581, 1.57568051, 3.22531498, 1.52933591, 4.63062945, 1.44297364, 3.25855919, 3.09973406, 3.02821764, 2.88664958, 3.67873505, 2.37627383, 3.25145395, 2.86989778]"
"[3.31850573,1.52231899,3.13347324,1.58422554,4.17434491,2.7633482,4.09160805,1.72312415]","[3.31850573, 1.52231899, 3.13347324, 1.58422554, 4.17434491, 2.7633482, 4.09160805, 1.72312415]"
"[3.57014379,2.7021975 ]","[3.57014379, 2.7021975]"
"[4.55157374,1.49088322,5.02825672,2.74856572,2.76512885,1.79952986,2.82990888,1.72098779,4.19792654,1.65534228,2.92303613,1.59889004,3.35473796,1.21738867]","[4.55157374, 1.49088322, 5.02825672, 2.74856572, 2.76512885, 1.79952986, 2.82990888, 1.72098779, 4.19792654, 1.65534228, 2.92303613, 1.59889004, 3.35473796, 1.21738867]"
"[4.40107907,1.5597412,2.85992293,1.57630083,3.32490256,2.32748805,3.65711409,1.28934006,3.02356613,1.22662888,3.5773204,1.52535792,2.96672462,1.8091222,3.70204387,1.68650368,2.88621901,1.91219369,3.10559328,1.64510112]","[4.40107907, 1.5597412, 2.85992293, 1.57630083, 3.32490256, 2.32748805, 3.65711409, 1.28934006, 3.02356613, 1.22662888, 3.5773204, 1.52535792, 2.96672462, 1.8091222, 3.70204387, 1.68650368, 2.88621901, 1.91219369, 3.10559328, 1.64510112]"
"[3.50168582,2.39574386]","[3.50168582, 2.39574386]"
"[4.18656444,1.07506534,3.02570958,1.51896066,3.18897032,1.79975067,3.23597675,1.38277491,3.08704924,2.02785654,3.18125302,1.50006935,4.14357647,1.60061816]","[4.18656444, 1.07506534, 3.02570958, 1.51896066, 3.18897032, 1.79975067, 3.23597675, 1.38277491, 3.08704924, 2.02785654, 3.18125302, 1.50006935, 4.14357647, 1.60061816]"
"[3.61014737,1.6472001,3.06704627,1.57774429,2.73936672,1.4859637,3.89338566,2.04785802]","[3.61014737, 1.6472001, 3.06704627, 1.57774429, 2.73936672, 1.4859637, 3.89338566, 2.04785802]"
"[3.08427206,1.34766874,3.02831404,2.72880591,3.82829265,2.53353772,3.67347212,2.37185157]","[3.08427206, 1.34766874, 3.02831404, 2.72880591, 3.82829265, 2.53353772, 3.67347212, 2.37185157]"
"[4.43159045,0.650593,2.67658858,1.33393899,2.53765478,1.43462948,2.95076756,2.89434247,3.35229491,1.39081823,3.15139574,1.51000132,3.32183619,2.55562874]","[4.43159045, 0.650593, 2.67658858, 1.33393899, 2.53765478, 1.43462948, 2.95076756, 2.89434247, 3.35229491, 1.39081823, 3.15139574, 1.51000132, 3.32183619, 2.55562874]"
"[3.19434261,1.89629542,4.30382316,1.58157338,3.68173944,2.74796902,2.9037807,1.24932764]","[3.19434261, 1.89629542, 4.30382316, 1.58157338, 3.68173944, 2.74796902, 2.9037807, 1.24932764]"
"[3.18435852,3.1146006,1.64667934,2.02766104,2.28538569,1.93722019,3.4672113,1.04193655,3.37987629,1.94506437,3.07364072,1.01823286,3.09753297,3.16410346]","[3.18435852, 3.1146006, 1.64667934, 2.02766104, 2.28538569, 1.93722019, 3.4672113, 1.04193655, 3.37987629, 1.94506437, 3.07364072, 1.01823286, 3.09753297, 3.16410346]"
"[3.58520965,2.70730321]","[3.58520965, 2.70730321]"
"[4.86595505,1.48192237,3.70984346,1.92327184,3.48995064,1.83681724,3.29650603,2.37178671,3.33398815,2.71567691,3.00251094,1.42741296,2.72383331,2.68747067]","[4.86595505, 1.48192237, 3.70984346, 1.92327184, 3.48995064, 1.83681724, 3.29650603, 2.37178671, 3.33398815, 2.71567691, 3.00251094, 1.42741296, 2.72383331, 2.68747067]"
"[3.58520965,2.70730318]","[3.58520965, 2.70730318]"
"[4.24116343,1.86047803,2.90307051,1.28550454,2.87910632,1.61554311,2.66564164,1.60137714,4.84452705,2.30591481,3.26391507,2.49600944,3.16271491,0.21450546,3.06672786,1.03795789,3.07816658,1.80141894,3.03747181,3.21254899]","[4.24116343, 1.86047803, 2.90307051, 1.28550454, 2.87910632, 1.61554311, 2.66564164, 1.60137714, 4.84452705, 2.30591481, 3.26391507, 2.49600944, 3.16271491, 0.21450546, 3.06672786, 1.03795789, 3.07816658, 1.80141894, 3.03747181, 3.21254899]"
"[4.20700465,2.16984889,3.98339701,2.96019715,3.39725451,1.73873228,3.0575328,2.46754572]","[4.20700465, 2.16984889, 3.98339701, 2.96019715, 3.39725451, 1.73873228, 3.0575328, 2.46754572]"
"[4.71644216,1.81144256,3.88879078,1.83446879,1.84580277,1.48982891,4.08047144,1.08194271,5.00360956,2.96889384,2.9603429,1.73477339,3.01253081,3.20470559]","[4.71644216, 1.81144256, 3.88879078, 1.83446879, 1.84580277, 1.48982891, 4.08047144, 1.08194271, 5.00360956, 2.96889384, 2.9603429, 1.73477339, 3.01253081, 3.20470559]"
"[4.00368478,2.10642001,3.81600238,1.23334962,2.89013359,1.71791632,3.47164643,1.63757272,3.22341079,1.53380589,3.3520795,1.83474063,2.92798149,2.08977963,3.42749831,1.64463595,3.05550894,1.75252119,3.38383731,1.62773268]","[4.00368478, 2.10642001, 3.81600238, 1.23334962, 2.89013359, 1.71791632, 3.47164643, 1.63757272, 3.22341079, 1.53380589, 3.3520795, 1.83474063, 2.92798149, 2.08977963, 3.42749831, 1.64463595, 3.05550894, 1.75252119, 3.38383731, 1.62773268]"
"[3.4305113,2.30046476]","[3.4305113, 2.30046476]"
"[3.85829374,1.25122793,4.10586183,0.97787753,4.66621374,0.81984239,3.35183895,1.82690535,3.12530385,2.14424973,3.02879739,1.69019311,3.15607591,1.90996151]","[3.85829374, 1.25122793, 4.10586183, 0.97787753, 4.66621374, 0.81984239, 3.35183895, 1.82690535, 3.12530385, 2.14424973, 3.02879739, 1.69019311, 3.15607591, 1.90996151]"
"[3.57014381,2.70219751]","[3.57014381, 2.70219751]"
"[3.15006611,1.53131036,3.43276702,1.58681756,2.7219174,1.74674337,3.13927741,2.76183256,3.50127888,3.13344347,3.21353303,2.44552356,3.16633463,1.18512823]","[3.15006611, 1.53131036, 3.43276702, 1.58681756, 2.7219174, 1.74674337, 3.13927741, 2.76183256, 3.50127888, 3.13344347, 3.21353303, 2.44552356, 3.16633463, 1.18512823]"
"[3.49005476,2.44106015]","[3.49005476, 2.44106015]"
"[3.71864084,1.29476978,2.80745989,1.94768132,3.62733632,1.45930345,3.20233947,2.04509172,3.79272939,1.68294911,3.29567216,2.67573589,3.05048528,1.50636833,3.00615886,1.63583272,3.19070116,1.68801829,3.00362685,1.07923821]","[3.71864084, 1.29476978, 2.80745989, 1.94768132, 3.62733632, 1.45930345, 3.20233947, 2.04509172, 3.79272939, 1.68294911, 3.29567216, 2.67573589, 3.05048528, 1.50636833, 3.00615886, 1.63583272, 3.19070116, 1.68801829, 3.00362685, 1.07923821]"
"[4.53797391,0.602562,3.94320204,2.09792927,2.75471251,1.47533504,3.05460259,2.9084002,3.29988559,2.65070931,3.04401236,1.57986072,3.25617414,2.20007835]","[4.53797391, 0.602562, 3.94320204, 2.09792927, 2.75471251, 1.47533504, 3.05460259, 2.9084002, 3.29988559, 2.65070931, 3.04401236, 1.57986072, 3.25617414, 2.20007835]"
"[3.29643341,2.58942653,3.26093316,2.8029337,3.86319062,1.92198098,3.84999193,1.58609245]","[3.29643341, 2.58942653, 3.26093316, 2.8029337, 3.86319062, 1.92198098, 3.84999193, 1.58609245]"
"[4.34915269,1.39258322,3.16491999,1.36750801,2.73985272,1.74411442,3.1824008,1.63263558,3.14760398,1.86961803,3.26444384,1.58594538,4.12041262,2.25859705,3.16796984,1.40817973,3.88170407,2.16077328,3.98468279,2.65786574]","[4.34915269, 1.39258322, 3.16491999, 1.36750801, 2.73985272, 1.74411442, 3.1824008, 1.63263558, 3.14760398, 1.86961803, 3.26444384, 1.58594538, 4.12041262, 2.25859705, 3.16796984, 1.40817973, 3.88170407, 2.16077328, 3.98468279, 2.65786574]"
"[3.43057005,2.31812156]","[3.43057005, 2.31812156]"
"[3.57520831,1.6180904,3.15433737,1.60096226,2.75492188,1.56327235,4.34118427,1.61331193]","[3.57520831, 1.6180904, 3.15433737, 1.60096226, 2.75492188, 1.56327235, 4.34118427, 1.61331193]"
"[4.06464503,1.72451466,3.45454537,2.99702489,4.22706086,1.83137146,3.47021212,1.64929468,3.49273941,1.90323032,3.00119787,1.67657878,3.64783138,1.43691262,2.96908968,1.43451423,3.07766156,1.61468848,3.56674658,1.03925154]","[4.06464503, 1.72451466, 3.45454537, 2.99702489, 4.22706086, 1.83137146, 3.47021212, 1.64929468, 3.49273941, 1.90323032, 3.00119787, 1.67657878, 3.64783138, 1.43691262, 2.96908968, 1.43451423, 3.07766156, 1.61468848, 3.56674658, 1.03925154]"
"[3.58520966,2.70730319]","[3.58520966, 2.70730319]"
"[3.43057005,2.31812154]","[3.43057005, 2.31812154]"
"[4.17818827,1.67807686,2.73317361,1.59792819,3.15367358,1.44249675,3.10024785,1.53561484,3.41096792,1.57470142,3.19378289,2.14283853,3.08311887,1.99996053,4.07749883,2.47666373,3.16394348,1.3123214,3.46211394,1.47186339]","[4.17818827, 1.67807686, 2.73317361, 1.59792819, 3.15367358, 1.44249675, 3.10024785, 1.53561484, 3.41096792, 1.57470142, 3.19378289, 2.14283853, 3.08311887, 1.99996053, 4.07749883, 2.47666373, 3.16394348, 1.3123214, 3.46211394, 1.47186339]"
"[4.73294951,1.310059,3.58634095,1.72400583,4.16566054,2.96115355,3.6799368,2.13643692,4.10550064,2.28803139,2.80318521,1.43072471,3.09841734,3.20613817]","[4.73294951, 1.310059, 3.58634095, 1.72400583, 4.16566054, 2.96115355, 3.6799368, 2.13643692, 4.10550064, 2.28803139, 2.80318521, 1.43072471, 3.09841734, 3.20613817]"
"[4.63906749,1.28828435,3.50978192,1.49910903,2.45533031,1.92360874,2.77184387,1.85566708,4.16004722,1.45003777,3.4357327,1.19502144,3.45076617,1.14520401]","[4.63906749, 1.28828435, 3.50978192, 1.49910903, 2.45533031, 1.92360874, 2.77184387, 1.85566708, 4.16004722, 1.45003777, 3.4357327, 1.19502144, 3.45076617, 1.14520401]"
"[4.27669499,1.45245485,3.51530235,1.72075394,2.56967614,1.08009416,2.6336399,3.15249352,3.0943837,0.47970052,3.29269995,0.95858754,2.96652088,2.66715489]","[4.27669499, 1.45245485, 3.51530235, 1.72075394, 2.56967614, 1.08009416, 2.6336399, 3.15249352, 3.0943837, 0.47970052, 3.29269995, 0.95858754, 2.96652088, 2.66715489]"
"[3.56298961,1.69206542,3.30331761,1.55499403,2.93741217,3.00170755,4.41538577,2.4135239 ]","[3.56298961, 1.69206542, 3.30331761, 1.55499403, 2.93741217, 3.00170755, 4.41538577, 2.4135239]"
"[ 3.13901617e+00 -2.62800164e-03,3.90364813e+00,1.89820307e+00,3.25106595e+00,1.68324162e+00,3.40556166e+00,1.84923365e+00,2.98026971e+00,1.42646184e+00,3.01628500e+00,2.82889760e+00,4.23203365e+00,2.75707900e+00]","[3.13901617, -0.00262800164, 3.90364813, 1.89820307, 3.25106595, 1.68324162, 3.40556166, 1.84923365, 2.98026971, 1.42646184, 3.016285, 2.8288976, 4.23203365, 2.757079]"
"[4.39953721,1.52287192,3.12760966,1.19766469,3.21651475,1.55603046,3.18908418,1.57778355,3.28429338,1.55532102,3.14406478,2.58124375,4.37707284,2.41738271,4.04765998,2.53081422,3.90908391,2.42809165,3.72965727,1.74510994]","[4.39953721, 1.52287192, 3.12760966, 1.19766469, 3.21651475, 1.55603046, 3.18908418, 1.57778355, 3.28429338, 1.55532102, 3.14406478, 2.58124375, 4.37707284, 2.41738271, 4.04765998, 2.53081422, 3.90908391, 2.42809165, 3.72965727, 1.74510994]"
"[2.9007606,3.22720548,2.49402579,1.83004517,2.77825412,1.51937508,3.49348304,1.72383219,3.11553657,3.12610269,3.16412514,2.35221245,3.11389012,1.50654331]","[2.9007606, 3.22720548, 2.49402579, 1.83004517, 2.77825412, 1.51937508, 3.49348304, 1.72383219, 3.11553657, 3.12610269, 3.16412514, 2.35221245, 3.11389012, 1.50654331]"
"[3.58520967,2.7073032 ]","[3.58520967, 2.7073032]"
"[3.14145351,2.50045099,2.66107774,1.70162172,2.74086545,1.46614962,3.16959473,1.0317216,2.09075763,2.32047395,3.18077823,1.37314019,3.10588853,1.52602494]","[3.14145351, 2.50045099, 2.66107774, 1.70162172, 2.74086545, 1.46614962, 3.16959473, 1.0317216, 2.09075763, 2.32047395, 3.18077823, 1.37314019, 3.10588853, 1.52602494]"
"[3.43057008,2.31812154]","[3.43057008, 2.31812154]"
"[4.2029866,1.58851,2.74232768,1.70288847,2.71784855,1.04135274,3.16570749,1.37437244,3.22267433,1.46503254,3.214549,1.42677458,3.13525259,1.25282425,3.14787238,1.46080389,3.6917736,2.74056558,3.4655919,2.66284382]","[4.2029866, 1.58851, 2.74232768, 1.70288847, 2.71784855, 1.04135274, 3.16570749, 1.37437244, 3.22267433, 1.46503254, 3.214549, 1.42677458, 3.13525259, 1.25282425, 3.14787238, 1.46080389, 3.6917736, 2.74056558, 3.4655919, 2.66284382]"
"[4.75472875,2.01528011,3.58878038,1.64200481,3.24058811,1.50810115,3.527275,1.87698272,4.1124576,2.83254785,3.07155263,1.0845493,4.14014698,2.22595132]","[4.75472875, 2.01528011, 3.58878038, 1.64200481, 3.24058811, 1.50810115, 3.527275, 1.87698272, 4.1124576, 2.83254785, 3.07155263, 1.0845493, 4.14014698, 2.22595132]"
