param_str,final_params
"[4.1870509,1.5809535,2.73797416,1.87677568,2.39700117,1.81402708,2.54228455,2.1185644,3.18790253,1.55882941,2.93501464,1.42610055,3.43627804,1.46867179]","[4.1870509, 1.5809535, 2.73797416, 1.87677568, 2.39700117, 1.81402708, 2.54228455, 2.1185644, 3.18790253, 1.55882941, 2.93501464, 1.42610055, 3.43627804, 1.46867179]"
"[3.25195178,1.50269078]","[3.25195178, 1.50269078]"
"[3.53066695,2.45901516]","[3.53066695, 2.45901516]"
"[3.08499443,1.58894452,3.11575955,1.58568463,3.1323551,1.57944681,3.13551973,2.04687448,4.53484345,1.45360002,3.63374214,1.33555268,3.58177459,1.32278363,2.92683835,1.23791146,2.86484039,1.66755934,2.06079107,2.35843531]","[3.08499443, 1.58894452, 3.11575955, 1.58568463, 3.1323551, 1.57944681, 3.13551973, 2.04687448, 4.53484345, 1.45360002, 3.63374214, 1.33555268, 3.58177459, 1.32278363, 2.92683835, 1.23791146, 2.86484039, 1.66755934, 2.06079107, 2.35843531]"
"[3.20034683,2.11630547]","[3.20034683, 2.11630547]"
"[3.72622031,1.46226757,3.00522168,1.64294942,2.71485499,1.2685159,3.59181598,2.35001613]","[3.72622031, 1.46226757, 3.00522168, 1.64294942, 2.71485499, 1.2685159, 3.59181598, 2.35001613]"
"[3.76692777,3.04851319,2.37189845,1.07327816,3.01706663,2.00068712,3.31941723,2.83366146,3.3466902,2.70094521,2.99337105,2.58378509,3.26906404,2.77011653]","[3.76692777, 3.04851319, 2.37189845, 1.07327816, 3.01706663, 2.00068712, 3.31941723, 2.83366146, 3.3466902, 2.70094521, 2.99337105, 2.58378509, 3.26906404, 2.77011653]"
"[4.26583201,1.56739995,2.81506474,1.8858822,3.14414241,1.47273972,3.13690914,1.76069896,3.14118937,1.95328363,3.23865507,1.92955405,3.10389157,2.86224104,4.40170477,1.70461578,4.30000493,2.06556573,4.45555416,1.6978384 ]","[4.26583201, 1.56739995, 2.81506474, 1.8858822, 3.14414241, 1.47273972, 3.13690914, 1.76069896, 3.14118937, 1.95328363, 3.23865507, 1.92955405, 3.10389157, 2.86224104, 4.40170477, 1.70461578, 4.30000493, 2.06556573, 4.45555416, 1.6978384]"
"[2.53349693,1.53658863,3.11700502,1.50216045,3.02678361,2.89597753,4.15300568,2.38611296]","[2.53349693, 1.53658863, 3.11700502, 1.50216045, 3.02678361, 2.89597753, 4.15300568, 2.38611296]"
"[2.38996668,1.44785071,3.1965888,1.4453139,2.95062286,2.44266659,4.22546068,2.39669386]","[2.38996668, 1.44785071, 3.1965888, 1.4453139, 2.95062286, 2.44266659, 4.22546068, 2.39669386]"
"[4.20318854,1.75047695,2.92807664,1.40694251,3.46724378,1.77675993,3.33394242,2.7018139,3.79130979,2.62128076,3.32397619,1.71219369,3.02989503,2.59840026]","[4.20318854, 1.75047695, 2.92807664, 1.40694251, 3.46724378, 1.77675993, 3.33394242, 2.7018139, 3.79130979, 2.62128076, 3.32397619, 1.71219369, 3.02989503, 2.59840026]"
"[4.35152338,1.69183574,3.70843245,1.95211429,2.40581755,1.35529857,2.67440622,1.38146509,4.08196235,1.5262036,3.16571843,1.79339003,2.72029247,1.13454436]","[4.35152338, 1.69183574, 3.70843245, 1.95211429, 2.40581755, 1.35529857, 2.67440622, 1.38146509, 4.08196235, 1.5262036, 3.16571843, 1.79339003, 2.72029247, 1.13454436]"
"[3.63071415,2.74756771]","[3.63071415, 2.74756771]"
"[3.53066695,2.45901515]","[3.53066695, 2.45901515]"
"[2.19573502,3.17738543,3.32078536,1.79376061,3.11063688,2.875331,3.09727323,1.73367289,3.19427834,1.57224765,3.1238501,0.68793303,2.5991344,1.37590212,2.5038652,0.9804732,2.59190967,1.04326644,2.85761066,1.45071862]","[2.19573502, 3.17738543, 3.32078536, 1.79376061, 3.11063688, 2.875331, 3.09727323, 1.73367289, 3.19427834, 1.57224765, 3.1238501, 0.68793303, 2.5991344, 1.37590212, 2.5038652, 0.9804732, 2.59190967, 1.04326644, 2.85761066, 1.45071862]"
"[3.71284159,1.65597219,2.9962316,1.57783059,2.73051328,1.4261229,3.8200886,2.09287817]","[3.71284159, 1.65597219, 2.9962316, 1.57783059, 2.73051328, 1.4261229, 3.8200886, 2.09287817]"
"[4.24592707,2.46045402,3.39775783,2.07278905,3.15854007,1.44944508,3.12146444,3.0980875,3.10028747,2.91631315,3.23844295,2.71499226,3.60937504,1.30282559]","[4.24592707, 2.46045402, 3.39775783, 2.07278905, 3.15854007, 1.44944508, 3.12146444, 3.0980875, 3.10028747, 2.91631315, 3.23844295, 2.71499226, 3.60937504, 1.30282559]"
"[4.70888665,1.57558613,4.28004127,1.42584723,3.153543,1.57118066,1.98715936,1.01193267,3.74634227,1.35788171,3.4875225,1.0370523,3.21243229,1.95454794]","[4.70888665, 1.57558613, 4.28004127, 1.42584723, 3.153543, 1.57118066, 1.98715936, 1.01193267, 3.74634227, 1.35788171, 3.4875225, 1.0370523, 3.21243229, 1.95454794]"
"[3.25195182,1.50269029]","[3.25195182, 1.50269029]"
"[3.53066696,2.45901514]","[3.53066696, 2.45901514]"
"[2.76243501,1.58340394,3.12083886,1.49106434,3.26729542,1.69957898,3.34701893,1.67118025,3.21253799,1.65512251,2.94499616,1.6271895,3.15678001,1.40682824,3.71580689,1.01392118,2.73269532,1.33607621,3.16105921,2.64178625]","[2.76243501, 1.58340394, 3.12083886, 1.49106434, 3.26729542, 1.69957898, 3.34701893, 1.67118025, 3.21253799, 1.65512251, 2.94499616, 1.6271895, 3.15678001, 1.40682824, 3.71580689, 1.01392118, 2.73269532, 1.33607621, 3.16105921, 2.64178625]"
"[4.13802372,2.32206462,3.56578525,1.34860195,2.78545959,1.21852975,2.80386347,1.37044172,3.29036317,2.56985319,4.07599939,1.31254512,3.31882746,0.91435092,2.41200904,1.42706757,2.96738352,1.78028878,3.04424947,1.55158019]","[4.13802372, 2.32206462, 3.56578525, 1.34860195, 2.78545959, 1.21852975, 2.80386347, 1.37044172, 3.29036317, 2.56985319, 4.07599939, 1.31254512, 3.31882746, 0.91435092, 2.41200904, 1.42706757, 2.96738352, 1.78028878, 3.04424947, 1.55158019]"
"[2.67002011,2.69976359]","[2.67002011, 2.69976359]"
"[2.94595224,1.05736084]","[2.94595224, 1.05736084]"
"[2.94114939,1.64944245,4.13340812,1.56137116,3.03211262,1.79374376,3.16175788,2.29498355,3.2463898,1.33726374,3.17304705,2.6541097,3.42821446,1.08866416]","[2.94114939, 1.64944245, 4.13340812, 1.56137116, 3.03211262, 1.79374376, 3.16175788, 2.29498355, 3.2463898, 1.33726374, 3.17304705, 2.6541097, 3.42821446, 1.08866416]"
"[2.34222969,1.5610627,3.37540206,1.59150546,3.12028056,1.3227694,2.99716302,1.67371429,3.05745467,1.59325639,3.11377649,1.41261019,4.92446333,1.80050988,2.85390488,1.7148844,2.62871297,1.64687917,3.18157386,1.29863674]","[2.34222969, 1.5610627, 3.37540206, 1.59150546, 3.12028056, 1.3227694, 2.99716302, 1.67371429, 3.05745467, 1.59325639, 3.11377649, 1.41261019, 4.92446333, 1.80050988, 2.85390488, 1.7148844, 2.62871297, 1.64687917, 3.18157386, 1.29863674]"
"[4.26190631,2.2364213,3.48513561,1.53787683,3.25187396,1.77703891,2.97762351,1.54076411,3.18891638,1.56820419,2.99446942,3.11471543,3.21501,1.73736477,3.69622659,2.33302309,3.50514086,2.292704,2.84392449,1.58766264]","[4.26190631, 2.2364213, 3.48513561, 1.53787683, 3.25187396, 1.77703891, 2.97762351, 1.54076411, 3.18891638, 1.56820419, 2.99446942, 3.11471543, 3.21501, 1.73736477, 3.69622659, 2.33302309, 3.50514086, 2.292704, 2.84392449, 1.58766264]"
"[3.14375955,1.78068023]","[3.14375955, 1.78068023]"
"[4.68624097,3.13041339,3.09464369,1.72617924,3.35615852,1.17887389,2.62696931,2.19089969]","[4.68624097, 3.13041339, 3.09464369, 1.72617924, 3.35615852, 1.17887389, 2.62696931, 2.19089969]"
"[4.29518739,2.87263623,4.67752663,1.7039503,3.11050999,2.99439577,3.14606537,3.07547045,3.3797447,1.2617714,3.2209557,0.77594672,2.81520051,1.64171482]","[4.29518739, 2.87263623, 4.67752663, 1.7039503, 3.11050999, 2.99439577, 3.14606537, 3.07547045, 3.3797447, 1.2617714, 3.2209557, 0.77594672, 2.81520051, 1.64171482]"
"[2.61587241,2.548159,2.75785252,1.57651642,2.9791164,1.43851142,2.70757038,1.32291525,2.99135113,1.15313326,2.22402365,1.34724394,2.34854209,1.14827851]","[2.61587241, 2.548159, 2.75785252, 1.57651642, 2.9791164, 1.43851142, 2.70757038, 1.32291525, 2.99135113, 1.15313326, 2.22402365, 1.34724394, 2.34854209, 1.14827851]"
"[4.37386367,1.252092,2.70952426,1.6531717,2.75789364,1.49426925,3.05543796,1.22076762,3.12924918,0.98534805,3.15853061,1.78889593,3.05535197,1.64861349]","[4.37386367, 1.252092, 2.70952426, 1.6531717, 2.75789364, 1.49426925, 3.05543796, 1.22076762, 3.12924918, 0.98534805, 3.15853061, 1.78889593, 3.05535197, 1.64861349]"
"[2.94595223,1.05736087]","[2.94595223, 1.05736087]"
"[2.56453354,1.75113759,2.90947802,1.53656065,3.01669508,3.16679697,3.1599806,1.65067629,3.00294559,3.03046198,3.00263797,1.49717921,3.62825756,1.35638993,3.41020342,1.59239687,3.25865192,1.58340806,3.56694614,1.89667659]","[2.56453354, 1.75113759, 2.90947802, 1.53656065, 3.01669508, 3.16679697, 3.1599806, 1.65067629, 3.00294559, 3.03046198, 3.00263797, 1.49717921, 3.62825756, 1.35638993, 3.41020342, 1.59239687, 3.25865192, 1.58340806, 3.56694614, 1.89667659]"
"[4.62957327,3.22769546,3.21071788,1.6488397,3.3437349,1.95285776,2.71372116,1.33659795]","[4.62957327, 3.22769546, 3.21071788, 1.6488397, 3.3437349, 1.95285776, 2.71372116, 1.33659795]"
"[3.16281122,1.57473593,3.18288726,2.44417506,3.13960315,1.56659952,2.84881369,2.78801756,4.47614238,2.6615055,2.61592679,1.4345182,3.03251618,1.70494818]","[3.16281122, 1.57473593, 3.18288726, 2.44417506, 3.13960315, 1.56659952, 2.84881369, 2.78801756, 4.47614238, 2.6615055, 2.61592679, 1.4345182, 3.03251618, 1.70494818]"
"[4.79295731,0.66796107,2.19118516,1.68935632,2.76235591,1.59841502,3.07695228,2.98862038,3.22522927,3.01258343,3.23878656,2.10161258,3.07253524,1.01442029]","[4.79295731, 0.66796107, 2.19118516, 1.68935632, 2.76235591, 1.59841502, 3.07695228, 2.98862038, 3.22522927, 3.01258343, 3.23878656, 2.10161258, 3.07253524, 1.01442029]"
"[3.25195183,1.50269013]","[3.25195183, 1.50269013]"
"[3.53066694,2.45901515]","[3.53066694, 2.45901515]"
"[3.62680251,1.53713037,3.2251625,1.76196906,4.52415875,1.41125574,2.99889923,1.52874016,3.24689712,1.63237984,3.12604423,1.51885942,2.8219336,1.18140132,3.69833541,2.22548579,2.6484348,1.61969705,3.64742045,1.29072182]","[3.62680251, 1.53713037, 3.2251625, 1.76196906, 4.52415875, 1.41125574, 2.99889923, 1.52874016, 3.24689712, 1.63237984, 3.12604423, 1.51885942, 2.8219336, 1.18140132, 3.69833541, 2.22548579, 2.6484348, 1.61969705, 3.64742045, 1.29072182]"
"[3.14292504,1.54871419]","[3.14292504, 1.54871419]"
"[3.71805551,1.58073957,3.0024137,1.59232657,2.72696263,1.35223888,3.68924846,2.24295169]","[3.71805551, 1.58073957, 3.0024137, 1.59232657, 2.72696263, 1.35223888, 3.68924846, 2.24295169]"
"[3.99766708,3.24138246,2.96353045,1.41515663,3.1922865,1.59037982,3.0959852,1.57619757,3.20283184,1.51106922,3.12357921,1.71880237,3.51019867,2.62031949,4.52188291,2.63316347,3.45809063,1.45533836,3.02711152,2.64195684]","[3.99766708, 3.24138246, 2.96353045, 1.41515663, 3.1922865, 1.59037982, 3.0959852, 1.57619757, 3.20283184, 1.51106922, 3.12357921, 1.71880237, 3.51019867, 2.62031949, 4.52188291, 2.63316347, 3.45809063, 1.45533836, 3.02711152, 2.64195684]"
"[5.8046738,3.01989641,2.70914523,3.38035867,3.02118023,2.17642863,1.43773112,3.51319468]","[5.8046738, 3.01989641, 2.70914523, 3.38035867, 3.02118023, 2.17642863, 1.43773112, 3.51319468]"
"[3.25195178,1.5026908 ]","[3.25195178, 1.5026908]"
"[2.49497152,2.87943279,3.25907559,1.53781813,2.93405762,1.36178073,2.7328208,1.60200855,3.35957947,1.3807344,3.22503343,1.66636472,3.11104208,1.71447625,3.45382316,1.39783197,3.10321109,1.72190062,2.51546477,1.86759322]","[2.49497152, 2.87943279, 3.25907559, 1.53781813, 2.93405762, 1.36178073, 2.7328208, 1.60200855, 3.35957947, 1.3807344, 3.22503343, 1.66636472, 3.11104208, 1.71447625, 3.45382316, 1.39783197, 3.10321109, 1.72190062, 2.51546477, 1.86759322]"
"[3.71916285,1.57205,3.00284289,1.59508842,2.72645719,1.34530559,3.67967631,2.25338704]","[3.71916285, 1.57205, 3.00284289, 1.59508842, 2.72645719, 1.34530559, 3.67967631, 2.25338704]"
"[3.86969894,1.74340591,4.54363855,1.58520746,2.9909934,1.71105303,3.03754567,1.60607083,3.19962108,1.47022516,3.10921798,2.59507487,3.2323361,1.56458991,3.01195387,1.48902191,3.53830979,2.13271921,3.02502652,1.89760553]","[3.86969894, 1.74340591, 4.54363855, 1.58520746, 2.9909934, 1.71105303, 3.03754567, 1.60607083, 3.19962108, 1.47022516, 3.10921798, 2.59507487, 3.2323361, 1.56458991, 3.01195387, 1.48902191, 3.53830979, 2.13271921, 3.02502652, 1.89760553]"
"[2.563586,1.56758367,3.0858366,1.73694637,3.58055058,1.22683618,3.59922808,1.2103022 ]","[2.563586, 1.56758367, 3.0858366, 1.73694637, 3.58055058, 1.22683618, 3.59922808, 1.2103022]"
"[2.67002011,2.69976358]","[2.67002011, 2.69976358]"
"[2.72477363,3.89273529]","[2.72477363, 3.89273529]"
"[3.63071421,2.74756772]","[3.63071421, 2.74756772]"
"[4.11128863,2.10738786,3.77731813,1.65070278,3.39699081,1.32404293,2.7427013,1.46880156,3.23666084,1.88221228,3.41792398,2.36983899,3.01206981,1.74928684,2.87094244,1.41181295,3.17582131,1.27653551,3.33597093,2.751784  ]","[4.11128863, 2.10738786, 3.77731813, 1.65070278, 3.39699081, 1.32404293, 2.7427013, 1.46880156, 3.23666084, 1.88221228, 3.41792398, 2.36983899, 3.01206981, 1.74928684, 2.87094244, 1.41181295, 3.17582131, 1.27653551, 3.33597093, 2.751784]"
"[3.01708434,1.65872699,3.38634322,1.54372683,3.31662999,2.66489553,4.26166815,2.59930306]","[3.01708434, 1.65872699, 3.38634322, 1.54372683, 3.31662999, 2.66489553, 4.26166815, 2.59930306]"
"[2.48844221,1.45760602,3.35352286,1.65487995,3.16933324,1.41092683,2.99393296,1.55420434,3.01247356,1.42602565,2.96697863,0.98877468,4.28484255,1.22439901,3.38164148,1.49029765,2.68001573,1.9515687,4.26690653,2.28123362]","[2.48844221, 1.45760602, 3.35352286, 1.65487995, 3.16933324, 1.41092683, 2.99393296, 1.55420434, 3.01247356, 1.42602565, 2.96697863, 0.98877468, 4.28484255, 1.22439901, 3.38164148, 1.49029765, 2.68001573, 1.9515687, 4.26690653, 2.28123362]"
"[3.99670535,3.60157231,4.56077626,2.90115629,3.14621347,1.43462184,3.14383655,1.48193436,3.18895998,1.62044828,3.11966295,2.3090831,3.2350666,3.14531793,4.45729456,1.53357834,3.09010685,2.19210652,3.79064687,2.13674694]","[3.99670535, 3.60157231, 4.56077626, 2.90115629, 3.14621347, 1.43462184, 3.14383655, 1.48193436, 3.18895998, 1.62044828, 3.11966295, 2.3090831, 3.2350666, 3.14531793, 4.45729456, 1.53357834, 3.09010685, 2.19210652, 3.79064687, 2.13674694]"
"[4.09366371,1.3084175,4.48155305,1.845087,2.4845886,1.77284458,3.74040774,1.72766285,3.25951534,1.82419517,3.01772441,2.66362075,3.78846355,1.46619711]","[4.09366371, 1.3084175, 4.48155305, 1.845087, 2.4845886, 1.77284458, 3.74040774, 1.72766285, 3.25951534, 1.82419517, 3.01772441, 2.66362075, 3.78846355, 1.46619711]"
"[3.63071415,2.74756772]","[3.63071415, 2.74756772]"
"[4.99890098,0.79391193,2.64745996,1.50775203,2.76352865,1.6049017,3.10714773,2.95941417,3.2919601,0.23782649,3.15582237,1.49329312,3.12466711,1.75204677]","[4.99890098, 0.79391193, 2.64745996, 1.50775203, 2.76352865, 1.6049017, 3.10714773, 2.95941417, 3.2919601, 0.23782649, 3.15582237, 1.49329312, 3.12466711, 1.75204677]"
"[3.15245176,1.15369736,3.14902056,1.97021234,3.1391772,1.79388236,3.1034358,2.72529645,3.62744323,2.38897825,3.94583363,2.89189404,3.4575983,1.19707558]","[3.15245176, 1.15369736, 3.14902056, 1.97021234, 3.1391772, 1.79388236, 3.1034358, 2.72529645, 3.62744323, 2.38897825, 3.94583363, 2.89189404, 3.4575983, 1.19707558]"
"[4.29266544,3.12715559,3.12225104,1.94227439,2.83735471,1.28527486,3.3578344,1.71729012,3.20716527,1.69629408,3.1516547,1.70298049,3.09089285,1.70874464,3.29910033,1.27703119,3.64662804,1.0997282,3.27397061,2.59865697]","[4.29266544, 3.12715559, 3.12225104, 1.94227439, 2.83735471, 1.28527486, 3.3578344, 1.71729012, 3.20716527, 1.69629408, 3.1516547, 1.70298049, 3.09089285, 1.70874464, 3.29910033, 1.27703119, 3.64662804, 1.0997282, 3.27397061, 2.59865697]"
"[4.44349488,3.13361941,3.14490819,1.61959529,3.24943383,1.46982132,3.33004325,1.37531574]","[4.44349488, 3.13361941, 3.14490819, 1.61959529, 3.24943383, 1.46982132, 3.33004325, 1.37531574]"
"[4.56353922,2.00124246,2.74469283,1.41481475,3.19484308,0.64696596,3.03011103,1.21240243,2.77364297,2.77194575,3.47819094,2.71122038,3.87632398,1.48684691]","[4.56353922, 2.00124246, 2.74469283, 1.41481475, 3.19484308, 0.64696596, 3.03011103, 1.21240243, 2.77364297, 2.77194575, 3.47819094, 2.71122038, 3.87632398, 1.48684691]"
"[2.6700201,2.69976359]","[2.6700201, 2.69976359]"
"[3.5816861,0.31551262]","[3.5816861, 0.31551262]"
"[3.61807417,1.48046027,3.15928266,1.77287426,4.56287994,1.7593379,2.98054018,1.57629761,3.03177485,1.61429126,3.13311697,1.44723534,2.84142253,1.1078322,3.62650832,1.90395078,3.49846253,1.7870821,3.5912265,1.51381484]","[3.61807417, 1.48046027, 3.15928266, 1.77287426, 4.56287994, 1.7593379, 2.98054018, 1.57629761, 3.03177485, 1.61429126, 3.13311697, 1.44723534, 2.84142253, 1.1078322, 3.62650832, 1.90395078, 3.49846253, 1.7870821, 3.5912265, 1.51381484]"
"[3.86553185,1.8302452,3.37295567,1.67546004,2.99369767,1.65910331,2.65875538,1.77713185,3.50436715,1.94815472,3.3915469,2.27526527,3.01974035,1.34060008,3.20532834,1.57789524,3.35187288,1.20104921,2.710361,2.53092004]","[3.86553185, 1.8302452, 3.37295567, 1.67546004, 2.99369767, 1.65910331, 2.65875538, 1.77713185, 3.50436715, 1.94815472, 3.3915469, 2.27526527, 3.01974035, 1.34060008, 3.20532834, 1.57789524, 3.35187288, 1.20104921, 2.710361, 2.53092004]"
"[3.22053429,1.23496491,3.34746818,1.61032755,4.26907395,1.70594807,3.513878,2.03976736]","[3.22053429, 1.23496491, 3.34746818, 1.61032755, 4.26907395, 1.70594807, 3.513878, 2.03976736]"
"[3.14355032,1.61233973]","[3.14355032, 1.61233973]"
"[1.71139283,1.88373753,3.13183275,1.68642555,3.12354083,3.12615827,4.5355967,1.77172012]","[1.71139283, 1.88373753, 3.13183275, 1.68642555, 3.12354083, 3.12615827, 4.5355967, 1.77172012]"
"[3.77898259,3.25492768,3.28937224,2.7722329,3.24489787,3.11455202,3.27748148,2.83908488,3.22724711,1.87357628,3.60825048,1.83980703,2.9460222,1.39765965]","[3.77898259, 3.25492768, 3.28937224, 2.7722329, 3.24489787, 3.11455202, 3.27748148, 2.83908488, 3.22724711, 1.87357628, 3.60825048, 1.83980703, 2.9460222, 1.39765965]"
"[4.38869539,1.27056691,2.73788582,1.64448806,2.67010708,1.49634814,3.23745279,1.26166676,3.14620909,0.97606486,3.15550152,1.78630086,3.05608726,3.179697  ]","[4.38869539, 1.27056691, 2.73788582, 1.64448806, 2.67010708, 1.49634814, 3.23745279, 1.26166676, 3.14620909, 0.97606486, 3.15550152, 1.78630086, 3.05608726, 3.179697]"
"[3.25195177,1.5026908 ]","[3.25195177, 1.5026908]"
"[2.94595224,1.05736083]","[2.94595224, 1.05736083]"
"[3.73580553,1.53707505,3.24746344,1.60352993,2.72024547,1.34370546,4.54916391,1.37326708]","[3.73580553, 1.53707505, 3.24746344, 1.60352993, 2.72024547, 1.34370546, 4.54916391, 1.37326708]"
"[4.34814574,1.60211728,2.77033989,3.21097909,3.22224602,1.77598183,3.0811654,1.54614073]","[4.34814574, 1.60211728, 2.77033989, 3.21097909, 3.22224602, 1.77598183, 3.0811654, 1.54614073]"
"[4.37386371,1.25209215,2.70952451,1.65317161,2.75789363,1.49426893,3.0554382,1.22076781,3.12924926,0.98534698,3.15853048,1.78889607,3.05535179,1.6486104 ]","[4.37386371, 1.25209215, 2.70952451, 1.65317161, 2.75789363, 1.49426893, 3.0554382, 1.22076781, 3.12924926, 0.98534698, 3.15853048, 1.78889607, 3.05535179, 1.6486104]"
"[2.3783931,2.6024487,2.7210488,2.8602279,4.39557183,1.73094293,3.67585816,1.47430087,2.90688441,1.26939596,2.70569767,0.84340775,3.26048707,1.53716013,3.25766724,1.34564359,2.73739105,1.93862216,3.82890082,1.23597114]","[2.3783931, 2.6024487, 2.7210488, 2.8602279, 4.39557183, 1.73094293, 3.67585816, 1.47430087, 2.90688441, 1.26939596, 2.70569767, 0.84340775, 3.26048707, 1.53716013, 3.25766724, 1.34564359, 2.73739105, 1.93862216, 3.82890082, 1.23597114]"
"[3.25195179,1.50269095]","[3.25195179, 1.50269095]"
"[4.0614031,1.94836156,3.14667297,2.16777291,2.71551071,1.45708971,3.14608808,3.1196451,3.08608578,2.61477753,3.60545249,3.14481009,3.24414828,1.52296968]","[4.0614031, 1.94836156, 3.14667297, 2.16777291, 2.71551071, 1.45708971, 3.14608808, 3.1196451, 3.08608578, 2.61477753, 3.60545249, 3.14481009, 3.24414828, 1.52296968]"
"[3.14350691,1.60576239]","[3.14350691, 1.60576239]"
"[3.63071418,2.74756771]","[3.63071418, 2.74756771]"
"[3.87769784,1.76392104,4.4612826,1.60564602,3.14803966,1.4283265,3.23566902,1.54674419,3.09380293,1.42003209,3.12113049,1.02730245,3.28066173,1.42096533,3.08247991,1.79879118,3.66697933,1.87248748,3.01112728,1.57927269]","[3.87769784, 1.76392104, 4.4612826, 1.60564602, 3.14803966, 1.4283265, 3.23566902, 1.54674419, 3.09380293, 1.42003209, 3.12113049, 1.02730245, 3.28066173, 1.42096533, 3.08247991, 1.79879118, 3.66697933, 1.87248748, 3.01112728, 1.57927269]"
"[5.24712,0.36003782,2.15333093,1.85704225,2.91316358,1.41553118,3.39259944,3.07731604,3.16137893,3.08584862,3.17522119,1.5420242,3.12536981,0.23542258]","[5.24712, 0.36003782, 2.15333093, 1.85704225, 2.91316358, 1.41553118, 3.39259944, 3.07731604, 3.16137893, 3.08584862, 3.17522119, 1.5420242, 3.12536981, 0.23542258]"
"[4.6490307,0.86695695,2.52739048,1.59482699,2.75108448,1.6909409,3.08565021,2.92189678,3.35394864,1.7006924,3.19328299,1.9612899,3.18977109,1.0995422 ]","[4.6490307, 0.86695695, 2.52739048, 1.59482699, 2.75108448, 1.6909409, 3.08565021, 2.92189678, 3.35394864, 1.7006924, 3.19328299, 1.9612899, 3.18977109, 1.0995422]"
"[3.72618363,1.46479633,3.00549257,1.6417472,2.71519,1.2700054,3.59422625,2.34718297]","[3.72618363, 1.46479633, 3.00549257, 1.6417472, 2.71519, 1.2700054, 3.59422625, 2.34718297]"
"[4.4547659,1.3930235,4.18115207,1.58817186,4.07541429,1.74058822,2.6912524,1.55192753,3.43597624,1.71847505,2.53853907,1.79988126,3.24947484,2.57868779]","[4.4547659, 1.3930235, 4.18115207, 1.58817186, 4.07541429, 1.74058822, 2.6912524, 1.55192753, 3.43597624, 1.71847505, 2.53853907, 1.79988126, 3.24947484, 2.57868779]"
"[3.25195183,1.50269035]","[3.25195183, 1.50269035]"
"[2.54709008,1.31623924,3.31302896,1.67806504,3.1606265,1.80234956,2.98864196,1.53148165,3.20407302,1.65018188,3.02104695,1.89194591,3.582229,1.55779536,3.08532886,2.87739813,3.54199453,1.52105345,4.00265248,1.11798753]","[2.54709008, 1.31623924, 3.31302896, 1.67806504, 3.1606265, 1.80234956, 2.98864196, 1.53148165, 3.20407302, 1.65018188, 3.02104695, 1.89194591, 3.582229, 1.55779536, 3.08532886, 2.87739813, 3.54199453, 1.52105345, 4.00265248, 1.11798753]"
"[3.88361914,1.42098434,2.73615376,1.56884497,3.12288639,1.64816791,2.72952099,3.11966253,3.24367224,3.06451544,3.15865584,2.42360196,2.59622892,3.15293599]","[3.88361914, 1.42098434, 2.73615376, 1.56884497, 3.12288639, 1.64816791, 2.72952099, 3.11966253, 3.24367224, 3.06451544, 3.15865584, 2.42360196, 2.59622892, 3.15293599]"
"[4.060835,2.54991487,3.14283207,1.77063306,3.19054342,1.41538979,3.04207333,1.69744117,3.31525698,1.19909629,2.64224414,2.13233403,4.23969891,1.73596369,3.35339745,1.60365696,3.04513328,1.82774409,3.18305948,1.33623892]","[4.060835, 2.54991487, 3.14283207, 1.77063306, 3.19054342, 1.41538979, 3.04207333, 1.69744117, 3.31525698, 1.19909629, 2.64224414, 2.13233403, 4.23969891, 1.73596369, 3.35339745, 1.60365696, 3.04513328, 1.82774409, 3.18305948, 1.33623892]"
"[3.25195178,1.50269084]","[3.25195178, 1.50269084]"
"[3.50340958,1.65033356,3.15103967,1.32284486,2.73793017,1.64369988,3.06443365,3.09356392,3.21871427,2.39124397,3.81211403,1.56118829,3.12991871,1.9572832 ]","[3.50340958, 1.65033356, 3.15103967, 1.32284486, 2.73793017, 1.64369988, 3.06443365, 3.09356392, 3.21871427, 2.39124397, 3.81211403, 1.56118829, 3.12991871, 1.9572832]"
"[3.7262203,1.46226767,3.00522167,1.64294935,2.71485499,1.26851597,3.59181606,2.35001602]","[3.7262203, 1.46226767, 3.00522167, 1.64294935, 2.71485499, 1.26851597, 3.59181606, 2.35001602]"
"[4.18578706,1.38330764,2.98595987,2.09750014,3.53840071,1.86438817,2.93692327,1.36797846,3.03344992,1.37267832,2.72398021,1.70037291,4.1997149,1.63608627,3.2194062,1.68126295,3.63368459,2.12345278,3.02489985,1.63031792]","[4.18578706, 1.38330764, 2.98595987, 2.09750014, 3.53840071, 1.86438817, 2.93692327, 1.36797846, 3.03344992, 1.37267832, 2.72398021, 1.70037291, 4.1997149, 1.63608627, 3.2194062, 1.68126295, 3.63368459, 2.12345278, 3.02489985, 1.63031792]"
"[2.67002011,2.69976358]","[2.67002011, 2.69976358]"
"[3.25195183,1.50269049]","[3.25195183, 1.50269049]"
"[4.6611758,1.68952988,2.60749482,1.24609076,2.68313256,1.7923288,3.19741393,1.8268246,3.35846382,1.41321864,3.03687447,1.13211668,3.14196662,1.33132206]","[4.6611758, 1.68952988, 2.60749482, 1.24609076, 2.68313256, 1.7923288, 3.19741393, 1.8268246, 3.35846382, 1.41321864, 3.03687447, 1.13211668, 3.14196662, 1.33132206]"
