param_initialization,qaoa_variant,warm_start,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,obj_func_evolution,
0,gaussian,vanilla,True,3,9,DFw,333.22978043556213,33,"[array(-0.01763868), array(-0.01985446), array(-0.32296782), array(-0.00092096), array(-0.07612128), array(-0.34803439), array(-0.45091181), array(-0.40752321), array(-0.31406238), array(-0.3644802), array(-0.28873443), array(-0.51384013), array(-0.41004247), array(-0.42654661), array(-0.37067569), array(-0.44742036), array(-0.38510453), array(-0.47106604), array(-0.50644452), array(-0.43266901), array(-0.48721138), array(-0.43556701), array(-0.44302126), array(-0.40369093), array(-0.43243906), array(-0.44123792), array(-0.46596619), array(-0.38583196), array(-0.44273721), array(-0.39715551), array(-0.41374663), array(-0.43107499), array(-0.43373126)]","[1, 1, 1, 0, 0]",3.3806223225650873,"[1.0, 1.0, 1.0, 0, 0]",3.3806223225650873
1,gaussian,vanilla,True,3,9,DUw,409.22760486602783,40,"[array(0.01986111), array(-0.21892266), array(0.02814422), array(-0.12957443), array(-0.02971032), array(-0.17290613), array(-0.19860805), array(-0.20663824), array(-0.37916138), array(-0.16614336), array(-0.46537188), array(-0.63256361), array(-0.50472086), array(-0.55515371), array(-0.54240572), array(-0.55743312), array(-0.54720304), array(-0.53773875), array(-0.64180489), array(-0.58788014), array(-0.63376626), array(-0.59531719), array(-0.58245334), array(-0.58293625), array(-0.61285133), array(-0.52351802), array(-0.60884435), array(-0.63331513), array(-0.57817613), array(-0.58600308), array(-0.64627728), array(-0.5930927), array(-0.60210419), array(-0.56057422), array(-0.59916399), array(-0.58102171), array(-0.61808334), array(-0.6131898), array(-0.58083157), array(-0.59483491)]","[0, 0, 1, 1, 1]",2.854180201430194,"[1.0, 1.0, 0, 0, 0]",2.8541802014301934
2,gaussian,vanilla,True,3,9,DV{,429.4344506263733,42,"[array(-0.14297176), array(-0.12265022), array(0.12712505), array(0.2015118), array(-0.17431849), array(-0.04383529), array(-0.18205588), array(-0.16832522), array(-0.02328251), array(-0.1566592), array(-0.18092518), array(-0.15158499), array(-0.18087232), array(-0.14478726), array(-0.18307781), array(-0.1745331), array(-0.17755122), array(-0.16803681), array(-0.16808999), array(-0.14341585), array(-0.14004391), array(-0.20767867), array(-0.15753865), array(-0.13713093), array(-0.14444274), array(-0.15923932), array(-0.13914214), array(-0.1837988), array(-0.14041868), array(-0.18524196), array(-0.18303204), array(-0.21454587), array(-0.17629205), array(-0.19495682), array(-0.18020471), array(-0.17656636), array(-0.17151431), array(-0.179244), array(-0.19739215), array(-0.1837129), array(-0.16409746), array(-0.18626372)]","[0, 1, 1, 1, 0]",2.1269795143160355,"[1.0, 1.0, 0, 0, 0]",2.1698107728157328
3,gaussian,vanilla,True,3,9,DUW,496.75204706192017,49,"[array(-0.24343501), array(-0.16116795), array(-0.11953089), array(-0.03386627), array(-0.13870053), array(-0.14627636), array(-0.16487019), array(0.23565483), array(-0.04158283), array(-0.30827563), array(-0.31333534), array(-0.33944292), array(-0.31012943), array(-0.33739442), array(-0.36960104), array(-0.29451244), array(-0.35999251), array(-0.30772684), array(-0.32104906), array(-0.37092663), array(-0.36457186), array(-0.34570832), array(-0.34642071), array(-0.34168614), array(-0.3586545), array(-0.33778938), array(-0.37309999), array(-0.35194181), array(-0.37460687), array(-0.33478118), array(-0.35995428), array(-0.37655132), array(-0.32689465), array(-0.32850408), array(-0.34012006), array(-0.34229516), array(-0.34648374), array(-0.34708739), array(-0.38883271), array(-0.35565949), array(-0.34952681), array(-0.35094813), array(-0.362872), array(-0.38661459), array(-0.35711392), array(-0.3364801), array(-0.35015895), array(-0.3662061), array(-0.31806959)]","[0, 0, 1, 1, 0]",2.3896421367549214,"[1.0, 1.0, 0, 0, 1.0]",2.3896421367549214
4,gaussian,vanilla,True,3,9,DC{,456.6573383808136,45,"[array(-0.0428914), array(0.03876418), array(-0.19314098), array(0.22427207), array(-0.10764932), array(-0.12692651), array(-0.16326682), array(0.08301458), array(-0.12062135), array(0.03064844), array(-0.40168302), array(-0.40406536), array(-0.36440377), array(-0.16168822), array(-0.4041734), array(-0.51410654), array(-0.40646356), array(-0.46684671), array(-0.51322997), array(-0.58020265), array(-0.71974009), array(-0.6182664), array(-0.6346819), array(-0.66459899), array(-0.58802173), array(-0.67899947), array(-0.65993731), array(-0.55259301), array(-0.67035297), array(-0.64064413), array(-0.65204362), array(-0.62658426), array(-0.65481279), array(-0.69443796), array(-0.63785416), array(-0.6369021), array(-0.69446539), array(-0.73867644), array(-0.63887525), array(-0.65529878), array(-0.63936746), array(-0.68048622), array(-0.63566207), array(-0.69417539), array(-0.62416845)]","[0, 0, 0, 0, 1]",3.3768990694203076,"[1.0, 1.0, 1.0, 1.0, 0]",3.376899069420308
5,gaussian,vanilla,True,3,9,DCw,363.255056142807,36,"[array(-0.00786084), array(-0.09299356), array(-0.22162584), array(-0.0195761), array(-0.12338042), array(-0.15229827), array(-0.2541138), array(-0.07596673), array(-0.24588458), array(-0.28967029), array(-0.24031216), array(-0.2601367), array(-0.1228787), array(-0.33912713), array(-0.28763122), array(-0.32393371), array(-0.37985729), array(-0.3479383), array(-0.39060201), array(-0.35922902), array(-0.36280478), array(-0.37136693), array(-0.3527324), array(-0.36816391), array(-0.3785546), array(-0.37125536), array(-0.38583824), array(-0.39005099), array(-0.36982154), array(-0.35184413), array(-0.38770761), array(-0.39671778), array(-0.37022186), array(-0.37383441), array(-0.35853102), array(-0.37238486)]","[1, 1, 0, 1, 0]",1.9158078139186754,"[0, 0, 0, 1.0, 1.0]",2.6276092605119445
6,gaussian,vanilla,True,3,9,D?{,399.2546036243439,39,"[array(0.04461426), array(-0.46076294), array(-0.40920879), array(-0.02424098), array(-0.31537735), array(-0.39474816), array(-0.37072208), array(-0.01000874), array(-0.22981962), array(-0.42366604), array(-0.41827986), array(-0.37834511), array(-0.418243), array(-0.46193373), array(-0.47686855), array(-0.41559497), array(-0.44339913), array(-0.40994251), array(-0.45209127), array(-0.47009681), array(-0.43226312), array(-0.43195276), array(-0.48557091), array(-0.4556531), array(-0.44685751), array(-0.46646692), array(-0.46192327), array(-0.44822902), array(-0.45629953), array(-0.44877108), array(-0.45964452), array(-0.46012541), array(-0.47966588), array(-0.48824076), array(-0.45704797), array(-0.4640881), array(-0.45869902), array(-0.460524), array(-0.47244388)]","[0, 1, 1, 0, 0]",1.6116821445995553,"[1.0, 1.0, 1.0, 1.0, 0]",1.796525413204832
7,gaussian,vanilla,True,3,9,DU{,358.1849310398102,35,"[array(-0.03284527), array(-0.24149768), array(-0.10580173), array(-0.13521179), array(0.02444655), array(0.08459704), array(-0.17127992), array(-0.15297582), array(-0.20918038), array(-0.24750852), array(-0.17832631), array(-0.2141037), array(-0.17981038), array(-0.19415146), array(-0.17813643), array(-0.22763579), array(-0.19853442), array(-0.14642747), array(-0.20695304), array(-0.1857258), array(-0.24711934), array(-0.22515497), array(-0.2103618), array(-0.2008468), array(-0.14932954), array(-0.24053927), array(-0.14172828), array(-0.17052699), array(-0.15462236), array(-0.18180404), array(-0.19295943), array(-0.22696788), array(-0.23281006), array(-0.15087204), array(-0.20656505)]","[0, 1, 0, 0, 1]",2.8266443094277283,"[0, 0, 1.0, 1.0, 0]",3.2770562504535663
8,gaussian,vanilla,True,3,9,DF{,447.00434613227844,44,"[array(0.20962454), array(-0.16443523), array(-0.25662408), array(0.07982461), array(-0.19443438), array(-0.36887516), array(-0.25597054), array(0.3400561), array(-0.40038566), array(-0.36117918), array(-0.13967063), array(-0.39377903), array(-0.38266028), array(-0.41238516), array(-0.32973286), array(-0.37699032), array(-0.44227298), array(-0.47478659), array(-0.34426964), array(-0.53617204), array(-0.29130442), array(-0.28293521), array(-0.5281973), array(-0.48819647), array(-0.48737098), array(-0.58391946), array(-0.41361243), array(-0.55885417), array(-0.53024417), array(-0.52320143), array(-0.53096433), array(-0.52984479), array(-0.54589957), array(-0.52147306), array(-0.49944366), array(-0.51588914), array(-0.53962751), array(-0.52522975), array(-0.5476191), array(-0.57847263), array(-0.51471397), array(-0.49652407), array(-0.51705738), array(-0.53977224)]","[0, 0, 0, 1, 1]",3.6259733568120702,"[1.0, 1.0, 1.0, 0, 0]",3.6259733568120702
9,gaussian,vanilla,True,3,9,DEw,416.7831962108612,41,"[array(0.16644213), array(0.36315771), array(0.32958285), array(-0.19744812), array(-0.23723213), array(0.11277693), array(0.07841662), array(-0.20204049), array(0.11711445), array(-0.14789216), array(-0.41053661), array(-0.37947052), array(-0.29639238), array(-0.56639416), array(-0.37047155), array(-0.45510922), array(-0.34072406), array(-0.41527074), array(-0.5387897), array(-0.5181277), array(-0.51222804), array(-0.51469222), array(-0.52086336), array(-0.5878138), array(-0.54643963), array(-0.51196257), array(-0.5709909), array(-0.50653676), array(-0.49161874), array(-0.55412243), array(-0.54559974), array(-0.47302623), array(-0.53832527), array(-0.56625859), array(-0.57798428), array(-0.50246526), array(-0.56072656), array(-0.51128647), array(-0.52070066), array(-0.55306895), array(-0.53710501)]","[0, 0, 0, 1, 1]",2.79081227951738,"[1.0, 1.0, 1.0, 0, 0]",2.79081227951738
10,gaussian,vanilla,True,3,9,D]{,397.7568745613098,39,"[array(0.17149251), array(0.06488569), array(-0.15150237), array(0.0019801), array(0.13252632), array(-0.0549831), array(-0.11172576), array(-0.13135375), array(-0.18396089), array(-0.18926731), array(-0.1815627), array(-0.1450352), array(-0.1853754), array(-0.22254282), array(-0.14543919), array(-0.30421238), array(-0.33009808), array(-0.27230191), array(-0.29722772), array(-0.30106987), array(-0.29303918), array(-0.31782154), array(-0.31225601), array(-0.28598061), array(-0.30607004), array(-0.28957366), array(-0.26034146), array(-0.31091954), array(-0.24782885), array(-0.21891566), array(-0.27668438), array(-0.28367504), array(-0.31707123), array(-0.30548182), array(-0.33001157), array(-0.28938485), array(-0.2972765), array(-0.30297364), array(-0.31023727)]","[1, 1, 0, 0, 0]",3.876496582736822,"[1.0, 1.0, 0, 0, 0]",3.876496582736822
11,gaussian,vanilla,True,3,9,DEk,414.7807104587555,41,"[array(-0.028846), array(-0.13700231), array(-0.29705129), array(0.18513966), array(-0.32995091), array(-0.27808774), array(-0.30962127), array(0.12921195), array(-0.24424374), array(-0.26393216), array(-0.35292988), array(-0.34693429), array(-0.31544309), array(-0.33316311), array(-0.38605505), array(-0.42359749), array(-0.40638107), array(-0.41160549), array(-0.44904435), array(-0.45477605), array(-0.47410507), array(-0.37498228), array(-0.45515928), array(-0.44526795), array(-0.45141291), array(-0.4310769), array(-0.45651838), array(-0.45443537), array(-0.46817768), array(-0.45374534), array(-0.46139228), array(-0.42971199), array(-0.4642815), array(-0.44237443), array(-0.42797735), array(-0.45808606), array(-0.45011535), array(-0.47789563), array(-0.44337702), array(-0.463152), array(-0.45738692)]","[1, 0, 0, 1, 1]",1.4478757591333309,"[0, 1.0, 0, 0, 1.0]",2.408056899817945
12,gaussian,vanilla,True,3,9,D~{,525.9879839420319,52,"[array(-0.00295919), array(0.03823742), array(-0.01795449), array(0.05049019), array(0.26248426), array(0.34677393), array(0.03858544), array(0.23214635), array(0.06780862), array(0.1190556), array(0.00151627), array(-0.04874638), array(-0.09498939), array(-0.10723728), array(-0.15410842), array(-0.06285137), array(-0.15854614), array(-0.1877711), array(-0.20548214), array(-0.17416907), array(-0.16044926), array(-0.20814545), array(-0.26078626), array(-0.1569378), array(-0.20558525), array(-0.22116826), array(-0.19816807), array(-0.29286616), array(-0.24629191), array(-0.29280795), array(-0.33979278), array(-0.33497831), array(-0.33419508), array(-0.30753088), array(-0.34635194), array(-0.32821892), array(-0.29612464), array(-0.33185916), array(-0.35289359), array(-0.33076852), array(-0.27364226), array(-0.3194378), array(-0.27542545), array(-0.31418901), array(-0.32622404), array(-0.29864217), array(-0.3019836), array(-0.30626226), array(-0.28649051), array(-0.30454505), array(-0.2675883), array(-0.30583433)]","[1, 0, 0, 0, 1]",3.6675854367021086,"[1.0, 0, 0, 0, 1.0]",3.667585436702109
13,gaussian,vanilla,True,3,9,DQ{,436.7819242477417,43,"[array(0.09100297), array(0.05153061), array(0.02017014), array(-0.02568273), array(-0.02646212), array(0.09715918), array(0.0584264), array(-0.19592855), array(0.08018551), array(0.13774871), array(-0.27567428), array(-0.18167378), array(-0.16802296), array(-0.27152068), array(0.15775438), array(-0.21188588), array(-0.13968914), array(-0.21453304), array(-0.2858959), array(-0.33712771), array(-0.19837951), array(-0.29083658), array(-0.27567766), array(-0.27490381), array(-0.32145664), array(-0.3190894), array(-0.31463598), array(-0.29770765), array(-0.27357949), array(-0.24003964), array(-0.29373242), array(-0.28947414), array(-0.26021796), array(-0.27836959), array(-0.30278079), array(-0.2811643), array(-0.27693885), array(-0.26000651), array(-0.26608245), array(-0.25485514), array(-0.28194372), array(-0.27724031), array(-0.26219737)]","[1, 0, 0, 1, 1]",1.7674786406450393,"[1.0, 1.0, 0, 1.0, 0]",2.5641630700197084
14,gaussian,vanilla,True,3,9,DQw,538.7795100212097,53,"[array(-0.07632013), array(-0.26046548), array(0.21452626), array(-0.15700614), array(-0.20529361), array(-0.20551127), array(-0.34832763), array(-0.24297977), array(-0.35180468), array(-0.19002139), array(-0.39439831), array(-0.22263587), array(-0.39116359), array(-0.33416014), array(-0.44801944), array(-0.55897611), array(-0.42576789), array(-0.50207821), array(-0.52850994), array(-0.62676081), array(-0.61589168), array(-0.56716894), array(-0.59829909), array(-0.62646276), array(-0.63080847), array(-0.59210353), array(-0.62583557), array(-0.6252013), array(-0.60739449), array(-0.6327929), array(-0.62275917), array(-0.64368256), array(-0.64979648), array(-0.62449495), array(-0.67345078), array(-0.61815372), array(-0.62061816), array(-0.61393586), array(-0.64470675), array(-0.64499142), array(-0.67173433), array(-0.62297286), array(-0.62089007), array(-0.62278799), array(-0.62895301), array(-0.63306533), array(-0.64245609), array(-0.65208416), array(-0.6463745), array(-0.65197343), array(-0.64559582), array(-0.65313755), array(-0.64924618)]","[0, 0, 0, 1, 1]",2.1626043644336566,"[1.0, 1.0, 1.0, 0, 0]",2.1626043644336566
15,gaussian,vanilla,True,3,9,DE{,473.26515007019043,47,"[array(0.18918274), array(-0.08821329), array(-0.14211298), array(-0.07918097), array(-0.02790213), array(-0.18972424), array(-0.19290558), array(0.35987592), array(-0.04715797), array(-0.11485044), array(-0.01801406), array(-0.19846895), array(-0.0777245), array(-0.20930266), array(-0.1902482), array(-0.19398098), array(-0.35303929), array(-0.40458683), array(-0.40258429), array(-0.41109301), array(-0.45501783), array(-0.41571612), array(-0.38994777), array(-0.44003176), array(-0.36048846), array(-0.42997793), array(-0.46726647), array(-0.4429509), array(-0.42791985), array(-0.40134449), array(-0.46460128), array(-0.37928833), array(-0.40062177), array(-0.41979348), array(-0.44475662), array(-0.4767622), array(-0.42893133), array(-0.44827986), array(-0.42020057), array(-0.40771106), array(-0.46415957), array(-0.42248519), array(-0.40614611), array(-0.4514068), array(-0.42393), array(-0.45446028), array(-0.43916011)]","[0, 0, 0, 1, 1]",2.986385792249842,"[1.0, 1.0, 1.0, 0, 0]",2.986385792249842
16,gaussian,vanilla,True,3,9,DQo,383.54572105407715,38,"[array(-0.07145592), array(0.23398407), array(0.1551), array(0.33638769), array(-0.11170432), array(-0.05150843), array(-0.04482433), array(0.11860069), array(0.07026034), array(-0.19574979), array(-0.06838254), array(-0.11645985), array(-0.18848451), array(-0.14864368), array(-0.19026411), array(-0.2102971), array(-0.24318833), array(-0.25975502), array(-0.31187471), array(-0.29325367), array(-0.27510364), array(-0.25190273), array(-0.29085191), array(-0.26407923), array(-0.30915701), array(-0.31058008), array(-0.27774856), array(-0.30142884), array(-0.29633958), array(-0.28795785), array(-0.25539915), array(-0.26617912), array(-0.290316), array(-0.2634918), array(-0.29020203), array(-0.28525128), array(-0.27569986), array(-0.27501055)]","[0, 0, 1, 1, 0]",1.677714572163274,"[1.0, 1.0, 0, 0, 0]",2.2638996581241804
17,gaussian,vanilla,True,3,9,D^{,412.7690417766571,41,"[array(0.00395737), array(0.12909172), array(0.03265493), array(-0.03759186), array(-0.11835509), array(0.01757091), array(-0.11293576), array(-0.07108981), array(-0.10494106), array(-0.11686071), array(0.06890413), array(-0.16239658), array(-0.12644343), array(-0.11961726), array(-0.1152517), array(-0.09685176), array(-0.09430809), array(-0.15588131), array(-0.11112644), array(-0.18219793), array(-0.22514507), array(-0.14593706), array(-0.07184918), array(-0.15735689), array(-0.1455082), array(-0.16716791), array(-0.15294421), array(-0.11559727), array(-0.13936673), array(-0.18177191), array(-0.1457475), array(-0.13625458), array(-0.16295887), array(-0.15061714), array(-0.13766154), array(-0.16093592), array(-0.15007435), array(-0.18416106), array(-0.09712974), array(-0.12391554), array(-0.15012035)]","[0, 0, 0, 1, 1]",3.3942521093984874,"[0, 0, 1.0, 0, 1.0]",3.7724088139805696
18,gaussian,vanilla,True,3,9,DT{,366.18555068969727,36,"[array(-0.05220919), array(-0.16685983), array(-0.33237298), array(-0.21746776), array(-0.20474607), array(-0.24884671), array(-0.29002073), array(0.0364587), array(-0.43343357), array(-0.30990335), array(-0.46738775), array(-0.33416692), array(-0.42680452), array(-0.34335734), array(-0.4414813), array(-0.4408101), array(-0.44052818), array(-0.41033183), array(-0.39764503), array(-0.44998826), array(-0.43697528), array(-0.41743704), array(-0.41419189), array(-0.44688894), array(-0.43345732), array(-0.44484976), array(-0.45782048), array(-0.41367014), array(-0.43218481), array(-0.4517106), array(-0.4580055), array(-0.4848284), array(-0.45262404), array(-0.43743131), array(-0.43431178), array(-0.43715981)]","[0, 0, 0, 0, 1]",2.2900698958534624,"[0, 1.0, 1.0, 1.0, 0]",3.1326316820831845
19,gaussian,vanilla,True,3,9,D]w,437.72128796577454,43,"[array(0.08980508), array(-0.08148737), array(-0.00704031), array(0.21219139), array(0.0601356), array(0.02464312), array(0.20986656), array(0.02846589), array(-0.12784556), array(-0.02858531), array(-0.10791469), array(-0.20097642), array(-0.21631694), array(-0.24686443), array(-0.23578627), array(-0.11120566), array(-0.16228803), array(-0.14475712), array(-0.18063363), array(-0.21472885), array(-0.25824976), array(-0.18544766), array(-0.27880825), array(-0.27579482), array(-0.30649363), array(-0.31568121), array(-0.34563561), array(-0.24182551), array(-0.31884344), array(-0.37381779), array(-0.2983807), array(-0.3232907), array(-0.31313616), array(-0.32637147), array(-0.36930189), array(-0.31192697), array(-0.28691359), array(-0.31165346), array(-0.26816912), array(-0.30540364), array(-0.28740239), array(-0.3088602), array(-0.29752078)]","[0, 0, 1, 1, 1]",3.5207415415368595,"[0, 0, 1.0, 1.0, 1.0]",3.5207415415368595
20,gaussian,vanilla,True,3,9,EQyw,404.9239037036896,40,"[array(0.06584577), array(0.04328924), array(-0.04944465), array(0.12076757), array(0.1286613), array(-0.20895511), array(-0.21202711), array(-0.54371024), array(-0.26579551), array(-0.14257063), array(-0.04030961), array(-0.4928453), array(0.01626427), array(-0.55661734), array(-0.41804556), array(-0.54659038), array(-0.5099274), array(-0.44139269), array(-0.44415718), array(-0.51252225), array(-0.59177787), array(-0.59990905), array(-0.64587378), array(-0.4968229), array(-0.59037618), array(-0.64235495), array(-0.55944967), array(-0.57388275), array(-0.59508968), array(-0.5491653), array(-0.60192555), array(-0.58729009), array(-0.60337384), array(-0.62710876), array(-0.55831437), array(-0.62743221), array(-0.6295119), array(-0.62380813), array(-0.60726065), array(-0.60459207)]","[1, 0, 1, 1, 1, 0]",4.0656254597551245,"[1.0, 1.0, 0, 0, 0, 1.0]",4.432487862987722
21,gaussian,vanilla,True,3,9,E?Bw,383.42930579185486,38,"[array(0.02879781), array(0.22334518), array(-0.53667893), array(0.09019866), array(-0.38085757), array(-0.36620254), array(-0.40345179), array(-0.43871331), array(-0.5221106), array(-0.50655256), array(-0.56989533), array(-0.42329013), array(-0.56820928), array(-0.45069933), array(-0.41253185), array(-0.63146115), array(-0.66951888), array(-0.73736399), array(-0.6321561), array(-0.68687845), array(-0.694521), array(-0.66250861), array(-0.70320791), array(-0.66641082), array(-0.67390303), array(-0.69875455), array(-0.63197138), array(-0.71090917), array(-0.65800274), array(-0.69596722), array(-0.66024576), array(-0.65556509), array(-0.62758112), array(-0.69979853), array(-0.70242283), array(-0.6851561), array(-0.66484334), array(-0.68223056)]","[1, 0, 1, 0, 0, 1]",2.6144010321452735,"[1.0, 1.0, 1.0, 1.0, 1.0, 0]",2.762376409118102
22,gaussian,vanilla,True,3,9,EQzO,371.66383171081543,37,"[array(0.04670688), array(0.02678842), array(0.23742412), array(0.05855571), array(0.06887904), array(-0.05532109), array(0.0442241), array(-0.50283455), array(-0.21462051), array(-0.36123644), array(-0.43685352), array(-0.4827312), array(-0.49907623), array(-0.38273316), array(-0.38677417), array(-0.51399746), array(-0.49871586), array(-0.49603366), array(-0.50310532), array(-0.48894633), array(-0.49923037), array(-0.49714828), array(-0.46463581), array(-0.48654449), array(-0.48421033), array(-0.51055651), array(-0.53207907), array(-0.49782877), array(-0.49598904), array(-0.51777005), array(-0.51690116), array(-0.49273532), array(-0.48412836), array(-0.50928746), array(-0.51945004), array(-0.50558274), array(-0.51823332)]","[1, 0, 0, 1, 1, 0]",2.190231209934864,"[0, 1.0, 1.0, 0, 0, 1.0]",2.1902312099348644
23,gaussian,vanilla,True,3,9,EEzO,363.26080203056335,36,"[array(-0.05364077), array(-0.22208618), array(-0.20642796), array(-0.24567542), array(-0.27134361), array(-0.25816083), array(-0.07633679), array(-0.31680252), array(-0.21417069), array(-0.3108884), array(-0.12560261), array(-0.25267149), array(-0.21236221), array(-0.21803639), array(-0.29795702), array(-0.19408196), array(-0.26535089), array(-0.31608396), array(-0.25276148), array(-0.29784405), array(-0.30426196), array(-0.30751493), array(-0.27861514), array(-0.27531563), array(-0.2711123), array(-0.29019965), array(-0.3140859), array(-0.28006686), array(-0.25143244), array(-0.29519078), array(-0.24773608), array(-0.2899561), array(-0.3058486), array(-0.24495112), array(-0.29299616), array(-0.2644691)]","[0, 0, 1, 0, 0, 1]",3.0443933421480147,"[1.0, 1.0, 1.0, 1.0, 0, 0]",3.909640658441659
24,gaussian,vanilla,True,3,9,ECYW,431.4184412956238,42,"[array(-0.04077785), array(-0.12938089), array(-0.2432632), array(0.11951273), array(-0.02526135), array(-0.41675275), array(-0.38288107), array(0.08547491), array(-0.39696987), array(-0.41675282), array(-0.37732671), array(-0.14249109), array(-0.49235742), array(-0.55057253), array(-0.50133097), array(-0.52168116), array(-0.55549719), array(-0.45906276), array(-0.62302355), array(-0.6085179), array(-0.59431286), array(-0.62131813), array(-0.57102884), array(-0.61812139), array(-0.58643238), array(-0.60135073), array(-0.60946662), array(-0.59504699), array(-0.63103139), array(-0.59857343), array(-0.60713476), array(-0.6266475), array(-0.56680769), array(-0.59040007), array(-0.60501172), array(-0.56117345), array(-0.60237712), array(-0.59312281), array(-0.5844533), array(-0.62120481), array(-0.55563469), array(-0.57786149)]","[0, 1, 1, 1, 0, 1]",3.3609846424695475,"[0, 1.0, 1.0, 1.0, 0, 1.0]",3.360984642469548
25,gaussian,vanilla,True,3,9,ECvo,515.8174769878387,51,"[array(-0.07501936), array(-0.09510541), array(0.23864653), array(0.00459703), array(0.08016889), array(0.10477376), array(-0.10443446), array(-0.43505769), array(-0.18509059), array(-0.35279383), array(-0.44165779), array(-0.31501083), array(-0.26438634), array(-0.42912177), array(-0.26790016), array(-0.30880801), array(-0.45693981), array(-0.48114418), array(-0.41061471), array(-0.47463852), array(-0.42620063), array(-0.4691761), array(-0.44108673), array(-0.49801574), array(-0.45816124), array(-0.43585511), array(-0.50194002), array(-0.53388966), array(-0.47976237), array(-0.46407125), array(-0.4773536), array(-0.5189535), array(-0.51713665), array(-0.5280982), array(-0.48212269), array(-0.49266699), array(-0.46184142), array(-0.530479), array(-0.5350488), array(-0.4986343), array(-0.55458584), array(-0.45721631), array(-0.51336364), array(-0.51033883), array(-0.50020524), array(-0.54820517), array(-0.52067362), array(-0.53696518), array(-0.51819764), array(-0.52707486), array(-0.50328673)]","[0, 0, 0, 1, 1, 1]",3.4059973213965993,"[1.0, 1.0, 1.0, 0, 0, 0]",3.4059973213965997
26,gaussian,vanilla,True,3,9,EC~o,333.9632740020752,33,"[array(-0.09499832), array(-0.06463118), array(0.22320905), array(-0.23637322), array(0.03056137), array(-0.01654059), array(-0.00759278), array(-0.12497541), array(-0.13438799), array(-0.09940706), array(-0.26586015), array(-0.28268654), array(-0.24107422), array(-0.20279502), array(-0.26092049), array(-0.22297637), array(-0.26427327), array(-0.19510437), array(-0.25755763), array(-0.26713832), array(-0.22019411), array(-0.22254679), array(-0.24248748), array(-0.27032161), array(-0.23737745), array(-0.24192995), array(-0.20893466), array(-0.22727413), array(-0.19176152), array(-0.22459619), array(-0.23438204), array(-0.16444195), array(-0.24262035)]","[1, 1, 0, 0, 1, 1]",3.42220566887953,"[1.0, 1.0, 1.0, 0, 0, 0]",4.534465996966041
27,gaussian,vanilla,True,3,9,EQj_,461.3430552482605,46,"[array(0.06115438), array(0.17728157), array(-0.20105394), array(0.25457), array(-0.15740763), array(-0.19652006), array(-0.23334922), array(-0.22116555), array(-0.17322614), array(-0.13890599), array(-0.12033648), array(-0.15548731), array(-0.12099887), array(-0.1570706), array(-0.18356175), array(-0.23777627), array(-0.23656167), array(-0.28606069), array(-0.3379779), array(-0.29408962), array(-0.25547587), array(-0.37584598), array(-0.27737244), array(-0.34861382), array(-0.35713569), array(-0.34153436), array(-0.35000583), array(-0.31771864), array(-0.35898375), array(-0.32725391), array(-0.32797418), array(-0.36254277), array(-0.33049488), array(-0.39686652), array(-0.32744218), array(-0.36440867), array(-0.33328977), array(-0.31463098), array(-0.30213319), array(-0.3222941), array(-0.3923626), array(-0.36384246), array(-0.34305794), array(-0.34966545), array(-0.30604763), array(-0.31719843)]","[0, 0, 0, 0, 1, 1]",3.8252561381350674,"[1.0, 1.0, 1.0, 0, 0, 0]",3.8315272949297934
28,gaussian,vanilla,True,3,9,EQzo,364.94985723495483,36,"[array(0.05440609), array(0.0850772), array(0.05016518), array(0.07109684), array(0.05184831), array(-0.01129635), array(0.06246086), array(0.31556074), array(-0.1673703), array(-0.09547787), array(-0.28238914), array(-0.25585196), array(-0.37078148), array(-0.14756237), array(-0.34964997), array(-0.31894733), array(-0.29466623), array(-0.3062639), array(-0.34132561), array(-0.35586193), array(-0.34411952), array(-0.36499052), array(-0.31443042), array(-0.31871221), array(-0.35360999), array(-0.36979561), array(-0.33415975), array(-0.35160872), array(-0.35569686), array(-0.32819652), array(-0.34166577), array(-0.32324739), array(-0.38760095), array(-0.36611084), array(-0.37755847), array(-0.35811795)]","[0, 0, 1, 1, 1, 0]",3.361531801076597,"[1.0, 1.0, 0, 0, 0, 1.0]",3.3615318010765973
29,gaussian,vanilla,True,3,9,E?ro,450.94092893600464,44,"[array(-0.03276002), array(0.1779392), array(0.27749119), array(-0.19146846), array(-0.08299702), array(-0.1421797), array(-0.08004349), array(0.10745293), array(-0.28891612), array(-0.40223001), array(-0.33580019), array(-0.47593506), array(-0.22325695), array(-0.50904685), array(-0.34184303), array(-0.51261726), array(-0.49944187), array(-0.48488843), array(-0.60570012), array(-0.59998722), array(-0.62011883), array(-0.45600762), array(-0.48068149), array(-0.58216005), array(-0.51802554), array(-0.61065427), array(-0.53962981), array(-0.54503897), array(-0.59400402), array(-0.56250301), array(-0.6298262), array(-0.51865031), array(-0.57992302), array(-0.57188998), array(-0.54580517), array(-0.53182347), array(-0.52138271), array(-0.57700221), array(-0.57137229), array(-0.58287835), array(-0.54924249), array(-0.54021923), array(-0.60542873), array(-0.58388458)]","[1, 1, 1, 1, 0, 0]",3.3753362251022687,"[1.0, 1.0, 1.0, 1.0, 0, 0]",3.3753362251022687
