param_initialization,qaoa_variant,warm_start,depth,graph_size,graph_name,time_elapsed,quantum_func_evals,quantum_solution,quantum_obj_value,classic_solution,classic_value,obj_func_evolution,
30,gaussian,vanilla,True,3,9,EEzg,431.6645348072052,43,"[array(0.04340125), array(-0.04039122), array(-0.1497981), array(-0.06296191), array(0.05810014), array(-0.2190031), array(-0.25651689), array(-0.2483783), array(-0.26626151), array(-0.25065704), array(-0.14123701), array(-0.23165627), array(-0.29783254), array(-0.2859247), array(-0.15775041), array(-0.4517068), array(-0.28130141), array(-0.36246176), array(-0.38083598), array(-0.46470829), array(-0.39309252), array(-0.47898123), array(-0.45013871), array(-0.51009667), array(-0.28795802), array(-0.45018145), array(-0.41590931), array(-0.45598666), array(-0.46762781), array(-0.4461214), array(-0.47500494), array(-0.44853167), array(-0.45270088), array(-0.46531526), array(-0.45251039), array(-0.47155398), array(-0.46998509), array(-0.44224754), array(-0.3979103), array(-0.48315764), array(-0.42396529), array(-0.47610366), array(-0.44282674)]","[0, 0, 0, 1, 1, 1]",4.047312363092217,"[1.0, 1.0, 1.0, 0, 0, 0]",4.047312363092217
31,gaussian,vanilla,True,3,9,EEvo,537.3211750984192,53,"[array(0.13991214), array(-0.00035762), array(-0.13783957), array(0.1154896), array(-0.06485567), array(-0.03106562), array(-0.11142537), array(0.21637324), array(-0.1751139), array(-0.19146617), array(-0.31509459), array(-0.36812891), array(-0.30043018), array(-0.38062524), array(-0.37975546), array(-0.28939366), array(-0.3456939), array(-0.46357734), array(-0.40762978), array(-0.35200153), array(-0.52929067), array(-0.47237725), array(-0.50493983), array(-0.49982549), array(-0.44981745), array(-0.4545874), array(-0.53079287), array(-0.47014496), array(-0.55696691), array(-0.51122852), array(-0.54623467), array(-0.48332377), array(-0.5189614), array(-0.52294139), array(-0.52778285), array(-0.56335003), array(-0.51718606), array(-0.50741251), array(-0.51854404), array(-0.48480916), array(-0.56617769), array(-0.53593361), array(-0.50609602), array(-0.49195562), array(-0.51075022), array(-0.58546877), array(-0.45623501), array(-0.49742358), array(-0.50574476), array(-0.51668926), array(-0.46414984), array(-0.52551146), array(-0.52029004)]","[0, 0, 0, 0, 1, 1]",4.052653453584333,"[1.0, 1.0, 1.0, 1.0, 0, 0]",4.052653453584332
32,gaussian,vanilla,True,3,9,EQ~w,472.37357211112976,46,"[array(0.02348132), array(0.06219926), array(0.0293652), array(-0.04368007), array(-0.0904019), array(-0.07604127), array(-0.07565026), array(-0.09188662), array(-0.10571372), array(-0.10762236), array(-0.1454075), array(-0.09151547), array(-0.13390878), array(-0.15045229), array(-0.04550344), array(-0.16108878), array(-0.02933047), array(-0.20357482), array(-0.01834658), array(-0.11540735), array(-0.23194517), array(-0.19863419), array(-0.25356602), array(-0.18890915), array(-0.18497582), array(-0.14499168), array(-0.27039471), array(-0.19100102), array(-0.22571281), array(-0.19258564), array(-0.14826486), array(-0.24213429), array(-0.23154249), array(-0.19652794), array(-0.19081061), array(-0.14736338), array(-0.22092853), array(-0.2276418), array(-0.22738686), array(-0.24008622), array(-0.14572244), array(-0.231837), array(-0.16704005), array(-0.23527658), array(-0.20150515), array(-0.20323067)]","[1, 1, 0, 0, 0, 1]",4.136209297894901,"[0, 1.0, 1.0, 0, 0, 1.0]",4.5426744272751645
33,gaussian,vanilla,True,3,9,EErw,395.0757956504822,39,"[array(0.04809797), array(-0.19178879), array(-0.39691584), array(-0.08163415), array(-0.06902768), array(-0.30604067), array(-0.44761213), array(-0.20724745), array(-0.42602816), array(-0.31716569), array(-0.34788377), array(-0.33755174), array(-0.27118091), array(-0.46049742), array(-0.39894801), array(-0.43219804), array(-0.37540585), array(-0.49183095), array(-0.4339496), array(-0.44209006), array(-0.45945476), array(-0.508947), array(-0.47375397), array(-0.47734436), array(-0.49741686), array(-0.50366942), array(-0.54588825), array(-0.51433791), array(-0.52384147), array(-0.50500121), array(-0.5215436), array(-0.44948612), array(-0.48150447), array(-0.47207593), array(-0.4886645), array(-0.46469895), array(-0.52599989), array(-0.48830763), array(-0.49848737)]","[0, 0, 0, 1, 1, 1]",4.357496331029228,"[1.0, 1.0, 1.0, 0, 0, 0]",4.357496331029228
34,gaussian,vanilla,True,3,9,EElw,380.6547689437866,38,"[array(-0.10855941), array(0.09650395), array(-0.0551809), array(0.02719284), array(0.13026553), array(0.07861539), array(-0.12699412), array(0.12985628), array(-0.04173537), array(-0.06861665), array(-0.00154668), array(-0.1400185), array(-0.07716518), array(-0.04828599), array(-0.07401448), array(-0.05627429), array(-0.13703385), array(-0.11642712), array(-0.06354329), array(-0.08619), array(-0.07072162), array(-0.08148906), array(-0.06385619), array(-0.14254929), array(-0.04974091), array(-0.12416252), array(-0.08949305), array(-0.09264723), array(-0.10473654), array(-0.07277677), array(-0.07589371), array(-0.04034939), array(-0.07035881), array(-0.07491315), array(-0.06055232), array(-0.01744861), array(-0.16251942), array(-0.09870021)]","[0, 1, 0, 1, 1, 0]",3.581210929756017,"[1.0, 1.0, 0, 0, 0, 1.0]",4.362207498705146
35,gaussian,vanilla,True,3,9,ETzg,487.9178156852722,48,"[array(-0.04102121), array(-0.03922436), array(-0.26085778), array(-0.15391151), array(-0.02814881), array(-0.09484076), array(-0.1728404), array(-0.33070459), array(-0.27889039), array(-0.1721707), array(-0.12827749), array(-0.07109695), array(-0.26615036), array(-0.36420774), array(-0.35568407), array(-0.4499877), array(-0.47744934), array(-0.54442208), array(-0.43252399), array(-0.18845756), array(-0.47170514), array(-0.54274722), array(-0.48492086), array(-0.5119427), array(-0.53839552), array(-0.44803239), array(-0.49691692), array(-0.52875247), array(-0.46285972), array(-0.51032308), array(-0.54273662), array(-0.52065174), array(-0.5260983), array(-0.54675113), array(-0.54457658), array(-0.54438834), array(-0.55202188), array(-0.47141787), array(-0.54019468), array(-0.55296242), array(-0.49544694), array(-0.54481587), array(-0.49877734), array(-0.53712714), array(-0.50871132), array(-0.54148939), array(-0.50458553), array(-0.55638533)]","[0, 0, 0, 1, 1, 1]",4.448333739909217,"[1.0, 1.0, 1.0, 0, 0, 0]",4.448333739909218
36,gaussian,vanilla,True,3,9,ECqg,559.1155788898468,56,"[array(0.04956833), array(0.00565357), array(-0.39700056), array(-0.16920793), array(-0.21936163), array(-0.39541144), array(-0.38323266), array(-0.4193832), array(0.04965699), array(-0.43038062), array(-0.58517289), array(-0.44209786), array(-0.53041298), array(-0.34964215), array(-0.60195933), array(-0.4372222), array(-0.48460083), array(-0.45396708), array(-0.62213692), array(-0.63219951), array(-0.59052173), array(-0.65689117), array(-0.64692862), array(-0.68175933), array(-0.64833297), array(-0.61667164), array(-0.68316405), array(-0.6597314), array(-0.65081245), array(-0.65403958), array(-0.66247127), array(-0.67346793), array(-0.6377334), array(-0.69060232), array(-0.70106904), array(-0.65371007), array(-0.70674104), array(-0.71167644), array(-0.68719166), array(-0.64856978), array(-0.69617009), array(-0.65142441), array(-0.72384505), array(-0.64852124), array(-0.68625363), array(-0.67012432), array(-0.68802516), array(-0.70472951), array(-0.66590834), array(-0.64779402), array(-0.6634602), array(-0.69237588), array(-0.6742407), array(-0.65938898), array(-0.62660515), array(-0.69148791)]","[0, 1, 0, 1, 0, 1]",2.9187222756514304,"[1.0, 1.0, 1.0, 0, 0, 0]",3.162310385565929
37,gaussian,vanilla,True,3,9,EUZw,348.3763358592987,34,"[array(0.09301195), array(-0.08411228), array(-0.39540449), array(0.03810448), array(0.05336751), array(-0.27635935), array(-0.35590548), array(-0.35220824), array(-0.58655729), array(-0.38815258), array(-0.49643803), array(-0.52868272), array(-0.49996075), array(-0.42804788), array(-0.50470547), array(-0.40596521), array(-0.44702856), array(-0.53609975), array(-0.60350226), array(-0.52836941), array(-0.51788656), array(-0.50521412), array(-0.59004455), array(-0.54165042), array(-0.51856047), array(-0.59679042), array(-0.55316208), array(-0.55721236), array(-0.5814966), array(-0.5428691), array(-0.56667055), array(-0.59492589), array(-0.5645), array(-0.55686352)]","[1, 1, 0, 0, 0, 0]",3.829252031274529,"[1.0, 1.0, 1.0, 0, 0, 0]",4.5054843547165815
38,gaussian,vanilla,True,3,9,EUxo,456.6145932674408,45,"[array(-0.0165304), array(-0.01851896), array(-0.14629851), array(0.0287739), array(0.16151579), array(-0.02192814), array(-0.12963187), array(-0.45391604), array(-0.03875714), array(-0.42920334), array(-0.41588735), array(-0.47790675), array(-0.1762985), array(-0.50586842), array(-0.39833626), array(-0.44508329), array(-0.40878862), array(-0.39780163), array(-0.40669287), array(-0.40971797), array(-0.53662082), array(-0.54293976), array(-0.53829209), array(-0.566599), array(-0.50410406), array(-0.55608971), array(-0.52363569), array(-0.58170264), array(-0.55250283), array(-0.56662424), array(-0.55265273), array(-0.55696504), array(-0.62503702), array(-0.59686237), array(-0.5802746), array(-0.58634118), array(-0.56028805), array(-0.60853065), array(-0.56800513), array(-0.56196139), array(-0.5429034), array(-0.5685921), array(-0.55205945), array(-0.58992477), array(-0.57899965)]","[0, 1, 1, 1, 1, 0]",3.445712931626394,"[1.0, 1.0, 1.0, 0, 0, 0]",4.697701785760335
39,gaussian,vanilla,True,3,9,ECxw,388.4509358406067,39,"[array(-0.05899521), array(0.05254274), array(0.35737265), array(-0.15160581), array(-0.0683029), array(0.01343445), array(-0.18334266), array(0.17028677), array(-0.02293418), array(-0.10136665), array(-0.09451915), array(-0.18634231), array(-0.22370691), array(-0.17891102), array(-0.21144573), array(-0.1769974), array(-0.22955574), array(-0.18511063), array(-0.23663857), array(-0.29853899), array(-0.2938954), array(-0.22390739), array(-0.26597597), array(-0.24687959), array(-0.24929523), array(-0.28757154), array(-0.27206284), array(-0.23927712), array(-0.23657976), array(-0.25885728), array(-0.25322198), array(-0.25927338), array(-0.25228566), array(-0.29398653), array(-0.25395232), array(-0.29304605), array(-0.24864634), array(-0.24095994), array(-0.27618444)]","[0, 0, 0, 1, 1, 0]",2.993284495295232,"[0, 0, 1.0, 1.0, 1.0, 0]",3.3029330227333347
40,gaussian,vanilla,True,3,9,FCZTo,419.9677925109863,41,"[array(0.06126003), array(-0.10608814), array(-0.22328363), array(-0.06877373), array(-0.03716152), array(-0.27322622), array(-0.29644944), array(0.27559416), array(-0.45397136), array(-0.25072319), array(-0.49814894), array(-0.2397276), array(-0.4719791), array(-0.56286739), array(-0.51017991), array(-0.67970016), array(-0.37592775), array(-0.46926046), array(-0.59131473), array(-0.63669275), array(-0.54992753), array(-0.566471), array(-0.61220364), array(-0.62344263), array(-0.61758745), array(-0.64912959), array(-0.60039644), array(-0.61448593), array(-0.66111326), array(-0.65877427), array(-0.61823778), array(-0.62492262), array(-0.60902424), array(-0.67815388), array(-0.60493804), array(-0.62973714), array(-0.64039585), array(-0.5904158), array(-0.6282929), array(-0.62476643), array(-0.65364829)]","[1, 1, 1, 1, 0, 0, 0]",5.174843542202046,"[1.0, 1.0, 1.0, 1.0, 0, 0, 0]",5.174843542202046
41,gaussian,vanilla,True,3,9,FCZew,469.2630424499512,46,"[array(-0.06964071), array(-0.13365702), array(0.00339966), array(-0.14993681), array(-0.14974427), array(-0.13974643), array(-0.24651059), array(-0.0814879), array(-0.20463885), array(-0.2134924), array(-0.04621078), array(-0.1954313), array(-0.42413627), array(-0.26863834), array(-0.38826621), array(-0.45991552), array(-0.47965656), array(-0.53652639), array(-0.5185584), array(-0.48580262), array(-0.55270761), array(-0.49283898), array(-0.66062643), array(-0.63394064), array(-0.60879111), array(-0.59452968), array(-0.54731258), array(-0.65581734), array(-0.60513844), array(-0.63201019), array(-0.64675333), array(-0.67584433), array(-0.60338905), array(-0.64613276), array(-0.60522062), array(-0.58060371), array(-0.62973024), array(-0.63999992), array(-0.5914582), array(-0.62830077), array(-0.64927494), array(-0.64200603), array(-0.63120839), array(-0.62574376), array(-0.59960533), array(-0.64679415)]","[1, 1, 0, 0, 0, 1, 0]",3.8811178045422587,"[0, 1.0, 1.0, 1.0, 0, 0, 1.0]",3.9471197289408133
42,gaussian,vanilla,True,3,9,FCznW,356.2790985107422,35,"[array(0.00472176), array(0.08874676), array(-0.13274543), array(0.1234728), array(-0.09582758), array(-0.07292324), array(-0.12259723), array(-0.08288438), array(-0.01848907), array(-0.07139572), array(-0.09023053), array(-0.02707796), array(-0.08657862), array(-0.19014006), array(-0.16098253), array(-0.14441571), array(-0.05401882), array(-0.11483377), array(-0.1440687), array(-0.18618275), array(-0.12851968), array(-0.13642608), array(-0.13828126), array(-0.1437466), array(-0.11876126), array(-0.20554305), array(-0.11560798), array(-0.17067739), array(-0.15751378), array(-0.11991088), array(-0.10504235), array(-0.12666796), array(-0.15425732), array(-0.19101001), array(-0.13445347)]","[1, 1, 0, 0, 0, 1, 1]",4.848354934793006,"[1.0, 1.0, 1.0, 0, 1.0, 0, 0]",6.299241994765314
43,gaussian,vanilla,True,3,9,F?rvw,414.24751377105713,41,"[array(-0.08623719), array(-0.06926801), array(-0.02005557), array(0.09945954), array(-0.00303117), array(0.05782944), array(-0.11279887), array(-0.08426622), array(-0.1798772), array(-0.04138571), array(-0.12640654), array(-0.11702911), array(-0.01756647), array(-0.12509338), array(-0.15673995), array(0.03150363), array(-0.17518323), array(-0.18810587), array(-0.09524181), array(-0.15741296), array(-0.1625385), array(-0.23631517), array(-0.23508736), array(-0.19619459), array(-0.13428293), array(-0.26718783), array(-0.18335062), array(-0.205372), array(-0.25730592), array(-0.22892669), array(-0.2296285), array(-0.24147841), array(-0.21760504), array(-0.1987811), array(-0.20895982), array(-0.19880647), array(-0.17400168), array(-0.2152159), array(-0.24389192), array(-0.18423071), array(-0.21784827)]","[1, 0, 0, 0, 0, 1, 1]",4.133342233253542,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",5.65914318919514
44,gaussian,vanilla,True,3,9,FCpb_,466.74420261383057,46,"[array(-0.08474773), array(-0.07825637), array(0.04214103), array(0.3141226), array(-0.08813619), array(0.03061501), array(0.09293133), array(-0.18109572), array(-0.00746684), array(-0.1770697), array(-0.131442), array(-0.16842767), array(-0.19848051), array(-0.17986552), array(-0.19036682), array(-0.13555569), array(-0.23148011), array(-0.28011839), array(-0.25724897), array(-0.25492606), array(-0.25108595), array(-0.22445708), array(-0.20936944), array(-0.23828902), array(-0.26649687), array(-0.23560168), array(-0.26971144), array(-0.30177569), array(-0.30213029), array(-0.31227315), array(-0.32261907), array(-0.30215964), array(-0.24907859), array(-0.24896263), array(-0.26435311), array(-0.30135441), array(-0.28209492), array(-0.26093493), array(-0.3098057), array(-0.2885358), array(-0.31899239), array(-0.23882063), array(-0.28566375), array(-0.32409399), array(-0.26873537), array(-0.29093087)]","[1, 0, 0, 0, 1, 1, 1]",4.7100521615168285,"[0, 1.0, 1.0, 1.0, 0, 0, 0]",4.7100521615168285
45,gaussian,vanilla,True,3,9,FEr^o,407.7000381946564,40,"[array(-0.05801585), array(-0.01922707), array(-0.05120096), array(-0.16634564), array(0.00142306), array(0.01726789), array(0.07105385), array(-0.09449474), array(-0.10990212), array(-0.06747278), array(-0.19188749), array(-0.10270794), array(-0.14109863), array(-0.05968276), array(-0.15294146), array(-0.17424691), array(-0.19547214), array(-0.18417041), array(-0.10648077), array(-0.15493308), array(-0.11793639), array(-0.09470183), array(-0.10492149), array(-0.16673794), array(-0.19250921), array(-0.16207816), array(-0.12070753), array(-0.17299317), array(-0.13741489), array(-0.18787723), array(-0.17876451), array(-0.1301696), array(-0.14782426), array(-0.14016261), array(-0.10501711), array(-0.12205416), array(-0.13513385), array(-0.16532182), array(-0.21037832), array(-0.17001076)]","[1, 1, 0, 0, 0, 0, 1]",5.3931862832332715,"[1.0, 1.0, 1.0, 0, 0, 0, 0]",5.482542311332391
46,gaussian,vanilla,True,3,9,F?B~o,363.2849769592285,36,"[array(-0.05558375), array(-0.0507816), array(0.05661569), array(-0.17236083), array(-0.11976766), array(-0.16583119), array(0.2193072), array(-0.13600742), array(-0.13860538), array(-0.18566019), array(-0.12548691), array(-0.24775685), array(-0.21942483), array(-0.21086348), array(-0.27826817), array(-0.29403125), array(-0.37406666), array(-0.31287069), array(-0.269235), array(-0.24075217), array(-0.29130732), array(-0.30391105), array(-0.34229766), array(-0.28039195), array(-0.29679106), array(-0.28020894), array(-0.2642024), array(-0.33335341), array(-0.33884966), array(-0.26496839), array(-0.24847509), array(-0.28828028), array(-0.28321114), array(-0.25482936), array(-0.34967991), array(-0.31040251)]","[1, 1, 1, 1, 1, 0, 0]",6.31188997463241,"[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0]",6.31188997463241
